Descripción del Artículo,Precio Mayoreo,Proveedor
CEFTRIAXONA AMP 1 G X 1 KM          ,5.4,Cobeca
CEFTRIAXONA AMP 1 G X 1 ZAKI        ,7.59,Cobeca
CEFTRIAXONA AMP 1 G X 10 DAMPE      ,51.58,Cobeca
CEFTRIAXONA AMP 1 G X 50 BMT        ,726.11,Cobeca
CEFTRIAXONA AMP IV 500 MG X 50 ALFA ,813.36,Cobeca
CEFTRIAXONA INY 1 G RAVEL           ,5.93,Cobeca
CEFTRIAXONA PVO SOL INY 1 G         ,7.56,Cobeca
CEFTRIAXONA PVO SOL INY 1G X10 DISTR,64.0,Cobeca
CEFTRIAXONA PVO SUSP 1 G X 50 MORRO ,8.48,Cobeca
CELAY SOL 5 MG/5 ML X 100 ML        ,34.61,Cobeca
CELAY SOL GTA PED 10 MG X 15 ML     ,27.57,Cobeca
CELAY TAB 10 MG X 10                ,13.71,Cobeca
CELECOXIB CAP 200 MG X 10           ,57.99,Cobeca
CELISTIA TAB 400 MG X 5             ,124.39,Cobeca
CENARET COMR 5MG X 10               ,19.99,Cobeca
CENTAB-BETA TAB VIT/MINERALES X 30  ,62.14,Cobeca
CENTELLA ASIATICA CAP 300MG X60 NAT ,66.59,Cobeca
CENTELLA ASIATICA CAP 450 MG X 30   ,35.7,Cobeca
CENTELLA ASIATICA CAP 450 MG X 60 HE,55.78,Cobeca
CENTELLA ASIATICA CAP 500MG X 60 EAR,65.54,Cobeca
CENTELLA C/ALCACHOFA CAP 300 MG X 90,72.34,Cobeca
CENTELLA/ALCACHOFA CAP 120MG/180MG X,57.49,Cobeca
CENTELLACIS CREM 1% X 20 G          ,30.26,Cobeca
CENTELLASAN CAP 300 MG X 90 ARCO IRI,72.34,Cobeca
CEPIN CREM 50 G                     ,156.69,Cobeca
CETIRIVAX CAP/BLD 10 MG X 10        ,13.17,Cobeca
CETIRIZINA COM 10 MG X10 GENVEN     ,13.0,Cobeca
CETIRIZINA COM/REC 10 MG X 20 DORO  ,49.2,Cobeca
CETIRIZINA JBE 1 MG/ML X 60 ML KIMIC,12.44,Cobeca
CETIRIZINA JBE 5 MG/5ML X 60 ML LA S,18.37,Cobeca
CETIRIZINA JBE 5MG/5ML X 60 ML MVGA ,24.0,Cobeca
CETIRIZINA SOL PED 1 M/ML X 60 ML   ,15.58,Cobeca
CETIRIZINA TAB 10 MG X 10 BLUE      ,8.63,Cobeca
CETIRIZINA TAB 10 MG X 10 BUKA      ,9.41,Cobeca
CETIRIZINA TAB 10 MG X 10 DAC       ,7.91,Cobeca
CETIRIZINA TAB 10 MG X 10 LA SANTE  ,14.68,Cobeca
CETIRIZINA TAB REC 10 MG X 100 MVGA ,75.06,Cobeca
CETIRIZINA/CLORH TAB 10 MG X 400 LAP,234.75,Cobeca
CETRAL D SOL ORAL 5 MG/5 ML X 60 ML ,28.57,Cobeca
CETRAL SOL GTA 10 MG X 10 ML        ,14.17,Cobeca
CETRAL SOL ORAL 5MG/5ML X 60 ML     ,20.72,Cobeca
CETRAL TAB 10 MG X 10               ,11.37,Cobeca
CETRIZ SOL GTA 10 MG/ML X 30 ML     ,13.62,Cobeca
CEUMID COMR 1000 MG X 30            ,188.54,Cobeca
CEUMID SOL ORAL 100 MG/ML X 150 ML  ,188.54,Cobeca
CEVAX CAP/BLD 500 MG X 15           ,18.26,Cobeca
CEVAX CAP/BLD VIT C 500 MG 25 BLI X ,144.53,Cobeca
CEVAX CAP/BLD VIT C 500 MG X 30     ,33.99,Cobeca
"CEVAX ZINC CAP/BLD 500/7,5 MG X 15  ",25.82,Cobeca
"CEVAX ZINC CAP/BLD 500/7,5 MG X 30  ",42.5,Cobeca
CEXTACIM AMP IV/IM 1 G X 1          ,10.8,Cobeca
CHANCA PIEDRA CAP 400 MG X 30       ,35.7,Cobeca
CHANCA PIEDRA CAP 400 MG X 60       ,55.78,Cobeca
CHEAR 100 SERTRALINA TAB 100 MG X 10,11.21,Cobeca
CHEAR 50 SERTRALINA TAB 50 MG X 10  ,8.64,Cobeca
CHLORPHENIR/MALEATE INY 10MG/ML X 10,42.13,Cobeca
CHROMIUM PICOLINAT TAB 200 MG X100 N,2.88,Cobeca
CIALIS TAB 20 MG X 1                ,138.78,Cobeca
CIALIS TAB 5 MG X 14                ,560.52,Cobeca
CIATAL SOL INY 500 MG/ 2 ML X 9 MEYE,111.69,Cobeca
"CICLOGYNON TAB/REC 0,15/0,03MG X21  ",15.01,Cobeca
CICLOKAN AMP 500 MG/5 ML X 1        ,35.29,Cobeca
CICLOKAN COM/REC 500 MG X 21        ,114.65,Cobeca
CIFARCAINA HIPERBARA SOL 5% 2 ML X 2,804.38,Cobeca
CIFARCAINA SOL 1% X 100 ML          ,48.08,Cobeca
CIFLOX COM/REC 500 MG X 14          ,36.6,Cobeca
CIFLOX COM/REC 750 MG X 7           ,33.99,Cobeca
CILOSTAZOL TAB 50 MG X 30 CLEO      ,52.03,Cobeca
CINAMAR COM 25 MG X 120 BLI X 15    ,2465.88,Cobeca
CINAREN CAP 75 MG X 20              ,37.25,Cobeca
CINAREN COM 25 MG X 50              ,41.83,Cobeca
CINNARIZINA CAP 75 MG X 10 CLX      ,20.64,Cobeca
CIPROALFA INF INY 200MG/100 ML      ,20.34,Cobeca
CIPROCIN PVO P/SUSP 250 MG/5 CC X 60,14.74,Cobeca
CIPROFIBRATO TAB 100 MG X 20 GENFAR ,55.56,Cobeca
CIPROFIBRATO TAB 100 MG X 30 LA SANT,113.45,Cobeca
CIPROFLOX TAB 500 MG X 12 ELMOR     ,26.28,Cobeca
CIPROFLOXACINA 200 MG/100 ML BMT    ,23.53,Cobeca
CIPROFLOXACINA 500 MG X 30 ALFA BLI ,85.55,Cobeca
CIPROFLOXACINA COM 500 MG X 10 GNV  ,32.39,Cobeca
CIPROFLOXACINA COM/REC 500 MG X 16  ,55.79,Cobeca
CIPROFLOXACINA COM/REC 500 MG X 6 GD,18.25,Cobeca
CIPROFLOXACINA INF 200MG/100ML KM   ,4.97,Cobeca
CIPROFLOXACINA INF INY 200MG/100ML  ,9.91,Cobeca
CIPROFLOXACINA INY 200 MG/100ML IPS ,14.55,Cobeca
CIPROFLOXACINA SOL INY 200MG/100 ML ,15.69,Cobeca
CIPROFLOXACINA SOL IV 2MG/200MG/100M,14.5,Cobeca
CIPROFLOXACINA TAB 500 MG X 10      ,14.58,Cobeca
CIPROFLOXACINA TAB 500 MG X 10 ANG  ,18.04,Cobeca
CIPROFLOXACINA TAB 500 MG X 10 DAC  ,21.57,Cobeca
CIPROFLOXACINA TAB 500 MG X 10 DISTR,11.23,Cobeca
CIPROFLOXACINA TAB 500 MG X 100 DROV,109.91,Cobeca
CIPROFLOXACINA TAB 500 MG X 100 DVPT,65.88,Cobeca
CIPROFLOXACINA TAB 500 MG X 14 CLX  ,39.1,Cobeca
CIPROFLOXACINA TAB 500 MG X 20 BLUE ,34.51,Cobeca
CIPROFLOXACINA TAB 500 MG X 6       ,9.73,Cobeca
CIPROFLOXACINA TAB 500 MG X 6 BUKA  ,14.12,Cobeca
CIPROFLOXACINA TAB 500 MG X 6 KIMI  ,10.89,Cobeca
CIPROFLOXACINA TAB 500 MG X 6 LA SAN,18.37,Cobeca
CIPROFLOXACINA TAB/REC 500 MG X 100 ,51.0,Cobeca
CIPROFLOXACINA TAB/REC 500 MG X 6   ,14.55,Cobeca
CIPROFLOXACINA TAB/REC 500MG X 12 VA,30.92,Cobeca
"CIPROFLOXACINA/DEXAMET SOL OFT 0,3/0",47.84,Cobeca
CIPROFLOXACINA/HIDROCORT OTICA 1% X ,34.63,Cobeca
CIPROFLOXACINO TAB ADU 500 MG X 10 C,19.14,Cobeca
CIPROHEM INY IV 200MG/ML X 100 ML   ,5.88,Cobeca
CIPROLET TAB 500 MG X 20            ,17.33,Cobeca
CIPROQUIN INF 400 MG X 200 ML       ,71.86,Cobeca
CIPROQUIN SOL IV 2MG/ML 200 MG X 100,31.63,Cobeca
CIPROTAN TAB 500 MG X 20            ,28.76,Cobeca
CIPROXINA INF 400 MG/200 ML         ,254.78,Cobeca
CIRGREL TAB/REC 75 MG X 30          ,73.12,Cobeca
CIRNAPREM CAP X 60 NAT PREM         ,66.59,Cobeca
CITALAM TAB 10 MG X 30              ,11.02,Cobeca
CITALAM TAB 5 MG X 30               ,9.61,Cobeca
CITICOLINA TAB 500 MG X 10          ,69.16,Cobeca
CITICOLINA TAB 500 MG X 10 CALOX    ,78.8,Cobeca
CITICOLINA TAB 500 MG X 30 CALOX    ,288.87,Cobeca
CITICOLINA TAB/REC 500 MG X 30 DIST ,123.08,Cobeca
CITRATO D/CALCIO TAB + VIT D X 60 PH,94.8,Cobeca
CITRATO DE CALCIO + VITAMIN D3 TAB X,82.03,Cobeca
CITRATO DE POTASIO JBE 10% X 120 ML ,34.0,Cobeca
CITRATO DE POTASIO SOL 500 ML       ,50.59,Cobeca
CITRATO LYA D/POTASIO SOL 240 ML    ,29.33,Cobeca
CITRATO LYA D/POTASIO SOL 500 ML    ,46.56,Cobeca
CLA CAP 1000 MG X 60 ETERNAL        ,63.89,Cobeca
"CLADINE SOL OFT 0,12MG/ML X 15 ML   ",25.81,Cobeca
CLAMP UMBILICAL IM SUMEDICAL X 1    ,1.71,Cobeca
CLARASOL SOL OFT X 15 ML            ,29.53,Cobeca
CLARIMIN TAB/REC 500 MG X 10        ,57.78,Cobeca
CLARITIC COM 500 MG X 80 BLI X 10   ,2303.79,Cobeca
CLARITROMICINA COM 500 MG X 10 SPEFA,1.23,Cobeca
CLARITROMICINA SUSP 250MG/5ML X 50 M,117.71,Cobeca
CLARITROMICINA TAB 500 MG X 10 ANG  ,58.04,Cobeca
CLARITROMICINA TAB 500 MG X10 LA SAN,56.01,Cobeca
CLARITROMICINA TAB/REC 500MG X 10 CO,47.87,Cobeca
CLARIX SOL GTA 0.05% X 15 ML        ,31.4,Cobeca
CLARIX SOL NASAL PED X 15 ML        ,31.4,Cobeca
CLARIX SOL OFT X 15 ML              ,18.27,Cobeca
"CLARIX SPRAY NASAL 0,05% X 15 ML    ",34.2,Cobeca
CLAUSY AMP 2 MILLARDOS/5 ML X 10    ,133.76,Cobeca
CLAVOXILIN COMR 500/125 MG X 16 DORO,84.73,Cobeca
CLAVOXILIN PVO SUSP 250/62.5MG/5MLX1,83.61,Cobeca
CLAVULAM PVO P/SUSP 400MG-57/5ML X 7,75.52,Cobeca
CLAVULAM TAB 875/125MG X 10         ,85.58,Cobeca
CLAVUMEDC TAB 1 G X 10              ,26.08,Cobeca
CLAVUMEDC TAB 625 MG X 10           ,21.74,Cobeca
CLAVUTAN TAB 875 MG/125MG X 10      ,82.55,Cobeca
CLAVUTRIM TAB/REC 500MG/125MG X 10 M,83.66,Cobeca
"CLEAR TEARS SOL OFT 0,05% X 5 ML    ",24.12,Cobeca
CLENBUNAL COM 0.020 MG X 10         ,23.53,Cobeca
CLENBUNAL COM X 20                  ,31.37,Cobeca
CLENBUNAL JBE ADU 0.010 MG X 120 ML ,36.6,Cobeca
CLENBUNAL JBE PED 0.005 MG X 120 ML ,31.37,Cobeca
CLENBUNAL SOL GTA X 15 ML           ,33.99,Cobeca
CLENBUTEROL CLORH SOL 0.005MG/5MLX12,18.65,Cobeca
CLENBUTEROL CLORH SOL 0.01MG/5ML X 1,19.53,Cobeca
CLENBUXOL JBE 0.01 MG/5 ML X 120 ML ,40.52,Cobeca
CLENBUXOL JBE PED 0.005 MG/5 ML X 12,40.52,Cobeca
CLENBUXOL SOL GTA PED X 20 ML       ,30.07,Cobeca
CLENOSAN COMP/REC 90 MG X 20        ,143.52,Cobeca
"CLENOX SOL INY 20 MG/0,2 ML X 1 JER ",26.9,Cobeca
"CLENOX SOL INY 40 MG/0,4 ML X 1 JER ",59.96,Cobeca
CLEXANE 40 MG EST X 2 JER           ,147.72,Cobeca
"CLEXANE 60MG/0,6ML X 2 JER          ",222.62,Cobeca
CLEXANE INY 40MG X 2 JER            ,9.46,Cobeca
CLEXANE SOL INY 80MG/0.8ML X 2 JER  ,15.56,Cobeca
CLIMABEL COMP 2.5 MG X 30           ,122.89,Cobeca
CLIMASOY CAP 100 MG X 30            ,90.32,Cobeca
CLINDAMER CREM 1%5% X 20 G          ,28.27,Cobeca
CLINDAMICINA AMP 150MG/4ML X 5 ALESS,96.05,Cobeca
CLINDAMICINA AMP 600 MG / 4 ML X 5 K,30.63,Cobeca
CLINDAMICINA AMP 600 MG/4 ML X 1 GEN,35.11,Cobeca
CLINDAMICINA AMP IV/IM 150MG/ML/4ML ,96.05,Cobeca
CLINDAMICINA AMP IV/IM 150MG/ML/4MLX,182.55,Cobeca
CLINDAMICINA CAP 300 MG X 16 LA SANT,70.29,Cobeca
CLINDAMICINA GEL TOP 1% X 15 G ZUKAT,50.5,Cobeca
CLINDAMICINA IM/IV 600 MG/4 ML X 10 ,112.82,Cobeca
CLINDAMICINA OVUL 100 MG X 3        ,24.0,Cobeca
CLINDAMICINA SOL 600 MG/4 ML X 50 AL,359.32,Cobeca
CLINDAMICINA SOL INY 600MG/4ML X 5 B,1.37,Cobeca
CLINDAMICINA/KETOCON OVUL 100/400MG ,47.88,Cobeca
CLINFAST OVUL 100/200MG X3          ,38.3,Cobeca
CLOCIM CREM TOP 1 % X 20 G KIMICEG  ,16.43,Cobeca
CLODOXIM COM 10 MG X 20             ,12.16,Cobeca
CLODOXIM GTA 1 MG/ML X 30 ML        ,13.33,Cobeca
CLODOXIM JBE 5 ML X 120 ML          ,20.26,Cobeca
CLOFEN COM 50 MG X 10               ,7.84,Cobeca
CLOFEN COMP 50 MG X 30              ,14.38,Cobeca
CLOFEN GTA 15 MG/ML X 15 ML         ,12.42,Cobeca
"CLOFEN SUSP 1,8 MG X 120 ML         ",29.41,Cobeca
CLOFEN SUSP PED 1.8 MG/ML X 60      ,20.92,Cobeca
CLOFHIVEN AER 50 MCG X 200          ,34.61,Cobeca
CLONATRIL COM 0.5 MG X 30           ,32.68,Cobeca
CLONATRIL COM 1 MG X 30             ,41.83,Cobeca
CLONATRIL COM 2 MG X 30             ,52.29,Cobeca
CLONAZEPAM TAB 2 MG X 30 DAC        ,30.2,Cobeca
CLONEDAC CREM 20 GR                 ,32.35,Cobeca
CLONEDAC FEET CREM 1% X 20 G        ,26.97,Cobeca
CLONIPRES AMP 0.150 MG/1 ML X 3     ,36.6,Cobeca
CLONIPRES COM X 20                  ,47.06,Cobeca
CLONZEP TAB 0.5 MG X 30             ,29.32,Cobeca
CLONZEP TAB 2 MG X 30               ,49.47,Cobeca
CLOPIDEX TAB/REC 75 MG X 30 PLUSANDE,33.99,Cobeca
CLOPIDOGEL TAB 75 MG X 30           ,10.57,Cobeca
CLOPIDOGREL 14 TAB X  75 MG  MC     ,11.11,Cobeca
CLOPIDOGREL COM 75 MG X 14 LA SANTE ,23.14,Cobeca
CLOPIDOGREL TAB 75 MG X 10 GEAG     ,11.11,Cobeca
CLOPIDOGREL TAB 75 MG X 10 KIMI     ,10.22,Cobeca
CLOPIDOGREL TAB 75 MG X 100         ,49.23,Cobeca
CLOPIDOGREL TAB 75 MG X 100 GEAG    ,222.22,Cobeca
CLOPIDOGREL TAB 75 MG X 100 JMW     ,145.74,Cobeca
CLOPIDOGREL TAB 75 MG X 14          ,29.2,Cobeca
CLOPIDOGREL TAB 75 MG X 30 ALESS    ,50.03,Cobeca
CLOPIDOGREL TAB 75 MG X 30 ANG      ,48.63,Cobeca
CLOPIDOGREL TAB 75 MG X 30 BLUE     ,51.76,Cobeca
CLOPIDOGREL TAB 75 MG X 30 BUKA     ,37.65,Cobeca
CLOPIDOGREL TAB/REC 75 MG X 10 LAPRO,39.74,Cobeca
CLOPIDOGREL TAB/REC 75 MG X 100 FAHD,70.78,Cobeca
CLOPIDOGREL TAB/REC 75 MG X 14 CLM  ,61.29,Cobeca
CLOPIVAL TABR 75 MG X 30            ,63.03,Cobeca
CLOPTAN TAB 75 MG X 30              ,44.44,Cobeca
CLORACE CAP X 10                    ,33.73,Cobeca
CLORACE JBE 125MG/0.5MG/5ML S/AZU X1,42.25,Cobeca
CLORACE SOL ORAL GTA 80MG/0.5 MG X 3,37.29,Cobeca
CLORACE TAB 500 MG/4 MG X 20        ,62.92,Cobeca
CLORACI PLUS TAB 1000 MG X 30       ,56.49,Cobeca
CLORACI TAB 1000 MG S/AZU X 30      ,45.7,Cobeca
CLORFENIRAMINA MAL AMP 10MG/1ML X100,5.75,Cobeca
CLORHI D/VANCO VANCONEX-CP IV 1000MG,35.29,Cobeca
CLOROQUINA TAB 250 MG X 100         ,65.75,Cobeca
CLORURO D/MAGNESIO JBE X 240 ML ARC ,53.27,Cobeca
CLORURO D/MAGNESIO SOB 33 G X 12    ,258.65,Cobeca
"CLORURO D/SOD 0,45% DEXT 5% X 500 ML",14.12,Cobeca
"CLORURO D/SOD 0,9% DEXT 5% X 500 ML ",11.73,Cobeca
"CLORURO D/SOD SOL FISIOL 0,9%X 100ML",19.61,Cobeca
"CLORURO D/SOD SOL FISIOL 0,9%X 500ML",24.31,Cobeca
"CLORURO D/SODIO ALFA 0,9% X 100 ML  ",10.69,Cobeca
"CLORURO D/SODIO ALFA 0,9% X 3000 ML ",50.64,Cobeca
"CLORURO D/SODIO BIOVITAK 0,45% X 500",27.45,Cobeca
"CLORURO D/SODIO INF IV 0,9% X 250 ML",7.37,Cobeca
"CLORURO D/SODIO INF IV 0,9% X 500 ML",21.28,Cobeca
"CLORURO D/SODIO SOL 0,9% X 500 ML BL",12.94,Cobeca
CLORURO D/SODIO SOL 0.9% X 500 ML AL,10.25,Cobeca
CLORURO D/SODIO SOL FISIOL 0.9% 500M,14.85,Cobeca
CLORURO D/SODIO SOL INY 0.9% X 100ML,18.95,Cobeca
CLORURO D/SODIO SOL INY 0.9% X 100ML,17.97,Cobeca
CLORURO D/SODIO SOL INY 0.9% X 500ML,32.68,Cobeca
CLORURO D/SODIO SOL INY 0.9% X 500ML,17.97,Cobeca
CLORURO DE MAGNESIO 25 G            ,20.31,Cobeca
CLORURO DE MAGNESIO SOL 1000 LT     ,53.53,Cobeca
CLORURO DE MAGNESIO SOL 500 ML      ,40.0,Cobeca
CLORURO LYA D/MAGNESIO 240 ML       ,22.82,Cobeca
CLORURO LYA D/MAGNESIO 500 ML       ,36.67,Cobeca
"CLORURO LYA D/MAGNESIO GRANUL X 16,7",25.45,Cobeca
CLORURO POTASIO SOL INY  7.5%X 100ML,40.12,Cobeca
CLORURO/SODIO SOL ISOT/ NUM 16X500ML,17.62,Cobeca
"CLOTRIM/DEXAM CREM 1%/0,04% X 10G CL",33.61,Cobeca
"CLOTRIM/NEOMIC/BETAMET CREM 0,05% X ",32.21,Cobeca
CLOTRIM/NEOMICI/DEXAME CREM X20G LA ,46.44,Cobeca
CLOTRIMAZOL 1% X 20 G GENVEN        ,39.08,Cobeca
CLOTRIMAZOL CREM 1 %  X 20 G SM     ,43.44,Cobeca
CLOTRIMAZOL CREM 1% X 20 G KIMI     ,22.32,Cobeca
CLOTRIMAZOL CREM 1% X 20 G KMPLUS   ,6.98,Cobeca
CLOTRIMAZOL CREM 1% X 20 G MVGA     ,25.58,Cobeca
CLOTRIMAZOL CREM 1% X 50 G KIMI     ,25.49,Cobeca
CLOTRIMAZOL CREM VAG 1% X 50G       ,21.95,Cobeca
CLOTRIMAZOL CREM VAG 10MG+7 APLIC X ,68.65,Cobeca
CLOTRIMAZOL CREM VAG 2% X 30G       ,17.56,Cobeca
CLOTRIMAZOL CREM VAG+CANULA 10% X 5 ,27.39,Cobeca
CLOTRIMAZOL CREM VAGINAL 2% X 20 G B,26.67,Cobeca
CLOTRIMAZOL OVUL 100MG X6           ,15.29,Cobeca
CLOTRIMAZOL OVUL 500MG X1           ,14.37,Cobeca
CLOTRIMAZOL OVULO 200 MG X 3        ,18.55,Cobeca
CLOTRIMAZOL OVULO 500 MG X 1        ,21.36,Cobeca
CLOTRIMAZOL SOL/TOPICA 1% X 30 ML LA,21.08,Cobeca
CLOTRIMAZOL TAB/VAG 500 MG X 50 MVGA,335.26,Cobeca
CLOTRIMAZOL+GENTAM+BETAM CREM 15G DA,28.45,Cobeca
CLOTRIMAZOL+GENTAM+BETAM CREM 20G DA,29.08,Cobeca
CLOTRIMAZOL/DEXAM/NEOMI CREM X 20 G ,27.06,Cobeca
CLOZAPINA TAB 100 MG X 30 CLEO      ,64.03,Cobeca
CO SULTRIN SUSP X 100 ML            ,26.74,Cobeca
CO SULTRIN TAB X 20                 ,26.08,Cobeca
"CO-APROVEL COM/REC 150MG/12,5MG X 14",81.05,Cobeca
"CO-APROVEL COM/REC 300MG/12,5MG X 14",128.1,Cobeca
CO-ENZIMA Q-10 CAP 80 MG X 60 CRIS  ,55.42,Cobeca
"COAPROVEL COM 150/12,5 MG X 14      ",44.58,Cobeca
CODEBROMIL JBE 15 MG/3MG PLUS X 90 M,48.64,Cobeca
COFADOR SOL OFT 5 ML                ,90.6,Cobeca
COFADOR T SOL OFT 5 ML              ,83.81,Cobeca
COFASURE TAB/REC 80 MG X 30         ,28.63,Cobeca
COFATODEX SUSP OFT 5 ML             ,33.67,Cobeca
COGNITAN TAB/REC 500 MG X 30        ,159.24,Cobeca
COLA D/CABALLO CAP 300 MG X 60 NAT P,43.26,Cobeca
COLA DE CABALLO CAP 300MG X 90 ARCO ,43.41,Cobeca
COLA DE CABALLO CAP 500 MG X 30     ,25.65,Cobeca
COLA DE CABALLO CAP 500 MG X60 HERB ,39.03,Cobeca
COLAGENED PLUS CAP 550MG X 60       ,57.92,Cobeca
COLAGENO C/VIT C CAP X 60 NAT SYSTEM,3.4,Cobeca
COLAGENO CAP 500 MG X 60            ,72.71,Cobeca
COLAGENO CAP 500 MG X 60 PRIMAV     ,61.49,Cobeca
COLAGENO CAP C/VIT C 400 MG X 60    ,74.98,Cobeca
COLAGENO CAP X 60                   ,1.05,Cobeca
COLAGENO HIDRO C/VIT E Y C TAB X 30 ,86.17,Cobeca
COLAGENO PLUS CAP 550MG X 30        ,42.37,Cobeca
COLAGENO PLUS CAP 550MG X 60 HERB   ,66.9,Cobeca
COLAGENO TAB 1000 MG X 90           ,127.83,Cobeca
COLASTIN-L TAB REC 20 MG X 30       ,31.76,Cobeca
COLASTIN-L TAB REC 40 MG X 30       ,52.95,Cobeca
"COLAYTE PVO P/RECONSTITUIR 69,57 G X",195.59,Cobeca
COLFENE COM 400 MG/4 MG X 10        ,22.85,Cobeca
COLFENE COMPR 600MG/4MG X 15        ,55.88,Cobeca
COLGESIC COM 400 MG-4MG X 15        ,30.59,Cobeca
COLIK FORTE TAB  220/250 GR X 5     ,35.95,Cobeca
COLININ JBE PED 120 ML              ,23.8,Cobeca
COLISTIMETHATE SOD INY 100 MG X 25  ,5.75,Cobeca
COLLAGEN + VIT C CAP X 60 ETERNAL   ,55.78,Cobeca
COLONPLANT CAP 400 MG X 30          ,42.37,Cobeca
COLONPLANT CAP 400MG X 60           ,66.9,Cobeca
COLPRIN COM 500 MG X 20 RNV         ,15.9,Cobeca
COLPRIN FORTE COM 650 MG X 10 RNV   ,19.71,Cobeca
COLSAN CAP 300 MG X 90              ,43.41,Cobeca
COLVAL AMP SOL INY IM/IV 2MLX2      ,32.54,Cobeca
COLVAL COM 4 MG X 12                ,49.5,Cobeca
COLYPAN TAB 200 MG X 10             ,38.71,Cobeca
COLYPAN TAB/REC LIB/PRO 300 MG X 20 ,106.25,Cobeca
COMBAIR INH 10/20MG X 200 DOSIS     ,41.64,Cobeca
COMPLEBREZ INH 100 MCG / 6 MCG X 150,245.45,Cobeca
COMPLEBREZ INH 200 MCG / 6 MCG X 150,258.96,Cobeca
COMPLEGEL NF TAB/REC 500 MG X 30    ,274.75,Cobeca
COMPLEJO B AMP 2 ML X 3 COLMED      ,29.55,Cobeca
COMPLEJO B AMP 2 ML X 6 COLMED      ,31.02,Cobeca
COMPLEJO B AMP 3 ML X 10 KMPLUS     ,49.61,Cobeca
COMPLEJO B AMP C/JER 3 ML X 3       ,26.08,Cobeca
COMPLEJO B CAP/BLD 100MG/100MG/2MG X,35.83,Cobeca
COMPLEJO B COM AMP X 1              ,13.07,Cobeca
COMPLEJO B COM AMP X 3              ,30.5,Cobeca
COMPLEJO B COM X 50                 ,12.63,Cobeca
COMPLEJO B VIAL IM/IV 10 ML         ,30.07,Cobeca
COMPLEJO VIT B AMP IM/IV X 100 DROV ,519.87,Cobeca
COMPLEX B CAP/BL X 30 BIOFAR        ,34.22,Cobeca
"COMPRESAS DE LAPAROTOMIA 18""X18"" X 5",15.05,Cobeca
COMTREX SOB ANTIGRIPAL DIA 5 G  X 60,331.29,Cobeca
COMTREX SOB ANTIGRIPAL NOCH 5G X 60 ,331.29,Cobeca
CONTAINS SOD/CHLO INF IV 0.9G/5G X 5,2.99,Cobeca
CONTRAVAL PVO SOB 15MG/1500MG X 15  ,16.23,Cobeca
CORAL CALCIO PLUS D CAP 500 MG X 60 ,59.02,Cobeca
CORATAB 81 MG X 30                  ,19.61,Cobeca
CORAZEM CD CAP 120 MG X 10          ,142.5,Cobeca
CORAZEM TAB 60 MG X 20              ,56.77,Cobeca
CORBIS COM 10 MG X 30               ,30.62,Cobeca
"CORBIS COM 2,5 MG X 30              ",24.47,Cobeca
CORBIS COM 5 MG X 30                ,32.91,Cobeca
CORENTEL COM/REC 1.25 MG X 30       ,36.6,Cobeca
CORENTEL COM/REC 10 MG X 30         ,62.75,Cobeca
CORENTEL COM/REC 2.5 MG X 30        ,36.6,Cobeca
CORENTEL COM/REC 5 MG X 10          ,28.76,Cobeca
CORENTEL COM/REC 5 MG X 30          ,50.98,Cobeca
CORENTEL H COM/REC 10/6.25MG X 30   ,67.97,Cobeca
CORENTEL H COM/REC 5/6.25MG X 30    ,70.59,Cobeca
CORMAC COM/REC 100 MG X 30          ,22.86,Cobeca
COROPRES COM 16 MG X 30             ,62.75,Cobeca
COROPRES COM 32 MG X 10             ,32.68,Cobeca
COROPRES COM 32 MG X 30             ,103.18,Cobeca
COROPRES COM 8 MG X 30              ,32.68,Cobeca
COROPRES COMR 16 MG X 10            ,24.84,Cobeca
COROPRES COMR 8 MG X 10             ,16.99,Cobeca
COROPRES H COM 16 MG/12.5MG X 30    ,78.43,Cobeca
COROPRES H COM 8 MG/12.5 MG X 30    ,54.9,Cobeca
"COROPRES HCT 32/12,5 MG X 30        ",105.73,Cobeca
"CORTINGEN CREM 0,25% X 30 G         ",55.07,Cobeca
CORTYNASE REFORM SUSP 0.05% X 140 DO,67.58,Cobeca
COTRIMOXAZOL TAB 480 MG X 100 DPT   ,35.14,Cobeca
COVENTROL COM 12.5 MG X 30          ,51.05,Cobeca
COVENTROL COM 25 MG X 30            ,61.09,Cobeca
COVENTROL COM 6.25 MG X 30          ,37.77,Cobeca
COXIBEN CAP 200 MG X 10             ,81.05,Cobeca
CRANBERRY CAP 500 MG X 30           ,35.65,Cobeca
CRANBERRY CAP 500 MG X 60           ,55.78,Cobeca
CRANBERRY/VIT C VAL CAP X 30        ,54.9,Cobeca
CREATINA CAP 750 MG X 120           ,215.66,Cobeca
CREATINA CAP/BLD 500/700 MG X 60 CRI,57.92,Cobeca
CREM ALIVIAMED LYA X 50 G           ,28.07,Cobeca
CREM D/AZUFRE LYA X 30 G            ,17.11,Cobeca
CREM D/AZUFRE LYA X 50 G            ,27.56,Cobeca
"CREM IVERMED 0,4 % LYA X 60 G       ",35.65,Cobeca
CREM LYA BABY ZINC X 30 G           ,19.84,Cobeca
CREM LYA CICATRIMED X 30 G          ,22.82,Cobeca
CREM LYA HEMORROIMED X 30 G         ,40.03,Cobeca
CREM LYA PSORIASIMED X 30 G         ,28.44,Cobeca
CREM PR88 FORM BABY P/PAÑALITIS 60 G,74.51,Cobeca
