Descripción del Artículo,Precio Mayoreo,Proveedor
CIATAL 500MG /2ML SOL/INYECTABLE X 9 AMP,113.87,Drolanca
CORBIS 10 MG X 30 COMPRIMIDOS,31.68,Drolanca
CORBIS 5 MG X 30 COMPRIMIDOS,33.82,Drolanca
DIFEN PLUS X 10  TAB,17.35,Drolanca
DIFEN PLUS X 20  TAB,32.97,Drolanca
EQUALIV X 30 TAB (MEYER),39.16,Drolanca
ESPIRONOLACTONA  100 MG X 10 TAB,38.06,Drolanca
ESPIRONOLACTONA  25 MG X 20 TAB,25.69,Drolanca
"EXANIA 0,05% EMULSIÓN FRASCO X 60 ML",54.0,Drolanca
FERROCE X 30 GRA,41.26,Drolanca
FUROSEMIDA 20 MG X 12 TAB,18.03,Drolanca
FUROSEMIDA 40 MG X 24 TAB DALIOL,19.82,Drolanca
GLYMAR 2 MG X 20 TAB,24.03,Drolanca
HEPAFOL B-12 X 30 TAB REC,35.79,Drolanca
IBANDROMET 150 MG X 1 TAB (MEYER),31.08,Drolanca
IBUTAN 400 MG X 10 TAB,11.84,Drolanca
IBUTAN 600 MG X 10 TAB,18.65,Drolanca
IBUTANFEM 400MG-20MG TAB REC X 10,10.44,Drolanca
IBUTANFEM 400MG-20MG TAB REC X 30,43.51,Drolanca
IBUTANMIGRA 10 MG X 10 TAB,14.35,Drolanca
IMAZOL 1 % 25 ML SPRAY,36.64,Drolanca
IMAZOL 1%  20 GR POL,9.8,Drolanca
IMAZOL 100 MG X 6 CAPSULAS VAGINALES,35.17,Drolanca
IMAZOL 100MG  X 6 TABLETAS VAGINALES,27.84,Drolanca
IMAZOL 20 ML SOL,20.58,Drolanca
IMAZOL DUAL 500 MG X 1 OVU+10 G CRE/VAG,20.81,Drolanca
KAPET 75 MG X 14 TAB,23.86,Drolanca
KAPET 75 MG X 30 TAB,51.13,Drolanca
"LIBERDUX 2,5MG/5ML SOLUCIÓN ORAL 60ML",21.68,Drolanca
LOFLOX 400 MG X 10 TAB,10.87,Drolanca
LOFLOX 400 MG X 5 TAB,6.99,Drolanca
"MELCOX 15MG/1,5ML SOLUCIÓN INYECT X 3AMP",41.11,Drolanca
MESAMESYN X 28 COMPRIMIDOS RECUBIERTOS,79.31,Drolanca
MIXEL 500 MGX 6 TB REC (NITAZOXANIDA),34.6,Drolanca
MULTIVIRAL CAPS X 30,40.36,Drolanca
MUPROBAN 2 % 30 G UNG,63.96,Drolanca
NONAFOL 10 MG TABS X 20,9.28,Drolanca
NONAFOL 10 MG TABS X 30,21.79,Drolanca
NONAFOL 10MG X 10 TABLETAS,9.69,Drolanca
NONAFOL 5 MG TABS X 10,8.88,Drolanca
NONAFOL 5 MG TABS X 20,6.46,Drolanca
NONAFOL 5MG TABS X 30,9.69,Drolanca
NORTRICOL 200MG X 10 TAB,39.22,Drolanca
NORTRICOL 200MG X 20 TAB,58.83,Drolanca
OSTEACAL 600MG TABLETAS X 30           ,24.0,Drolanca
PARKEN 25MG/250MG X 30 TABLETAS,98.18,Drolanca
PASOLAX POLVO PARA SOLUCION ORAL 100GR,34.09,Drolanca
PERTEN 1% GEL TOPICO X 20 G,27.75,Drolanca
PERTEN 250 MG X 20 TABLETAS,63.52,Drolanca
"PROLASTAT  0,5 X 4 TAB",98.17,Drolanca
"PROLASTAT  0,5 X 8 TAB",147.91,Drolanca
SEDIVAL X 30 TAB,44.4,Drolanca
SILDENAFIL 50 MG TAB REC X 1,8.78,Drolanca
SILDENAFIL 50 MG TAB REC X 4,18.44,Drolanca
SILDENAFIL 50 MG X 2 TAB (DALIOL),11.42,Drolanca
VASTAN 40 MG X 10 TAB,20.64,Drolanca
CAMPAL 50 MG X 20 GRA (DiclofenacSodico),13.95,Drolanca
DIFEN X 10TAB (Acetam. Caf.Dihidroergot),16.48,Drolanca
IMAZOL 1% CREMA VAGINAL X 50 GRS       ,46.01,Drolanca
ACIDO FOLICO 10 MG X 20 TAB (DALIOL),7.78,Drolanca
SIGTIPHIN 200 MG X 20 COMP (MEYER),38.29,Drolanca
SIGTIPHIN 200 MG X 10 COMP (MEYER),25.01,Drolanca
MICONAX 15%-4% CREMA VAGINAL X 40 G    ,43.05,Drolanca
NOXPIRIN GOTAS 15 ML,13.05,Drolanca
ARBIXIL JARABE 15MG/5ML X 120ML ADULTO,32.18,Drolanca
BELOC 100 MG X 10 TAB ATENOLOL,19.14,Drolanca
BELOC 100 MG X 20 TAB ATENOLOL,26.97,Drolanca
CAMPAL 20 G CRE (DICLOF. SODICO),16.44,Drolanca
IMAZOL 20 G CRE,22.62,Drolanca
TILODRIN 15 ML GOT,16.84,Drolanca
TILODRIN 120 ML JAR,24.91,Drolanca
"ARBIXIL JARABE 7,5MG/5ML X 120ML PEDIATR",29.25,Drolanca
"CALMOX 7,5 MG X 10 TAB",16.3,Drolanca
LIPONTAL 900 MG X 10 TAB,26.38,Drolanca
METREN 500 MG X 10 CAPSULAS VAGINALES,29.78,Drolanca
BENZODIAZOL MENTA  X 16  (MEYER),20.56,Drolanca
IMAZOL DUAL 100 MG X 6 OVU+20 G CRE/VAG,48.79,Drolanca
BENZODIAZOL LIMON  X 16 TAB (MEYER),20.56,Drolanca
BROLAT 5 MG/30MG X 60 ML (MEYER),38.29,Drolanca
IBUTANMIGRA 10 MG X 20 TAB,23.32,Drolanca
ACIDO FOLICO 5 MG X 10 TAB,7.42,Drolanca
IBUTANFEM 400MG-20MG TAB REC X 20,31.32,Drolanca
NUVICORT-A TRIAMC ACETONID X 5ML 1 VIAL,89.38,Drolanca
ACEVAL 30 ML GOT (VALMORCA),25.29,Drolanca
ACEVAL 650 MG X 10 TAB (VALMORCA),11.48,Drolanca
ACEVAL 650 X 50 TAB,48.47,Drolanca
ACIDO FOLICO 10 MG X 30 COM (GENCER) (R),17.91,Drolanca
AMIODARONA 200 MG X 10 COM (GENCER) (R),42.78,Drolanca
AMOXIVAL 250 MG X 90 ML (VALMORCA),43.73,Drolanca
AMOXIVAL 750 MG/5 ML X 70 ML SUSP,70.6,Drolanca
AMOXIVAL 875 MG X 20 TAB (VALMORCA),94.84,Drolanca
ARCOVAL 60 MG X 7 TAB REC,22.66,Drolanca
ATODIP 5 MG - 20 MG X 30 TAB,36.88,Drolanca
ATORVASTATINA 20 MG X 20 TAB (GENCER),33.19,Drolanca
ATORVASTATINA 40 MG X 20 TAB (GENCER),54.38,Drolanca
BACTEVAL X 24 CAP (VALMORCA),51.1,Drolanca
CANDER 16 MG X 30 TAB (VALMORCA),71.13,Drolanca
CANDER 8 MG X 30 TAB (VALMORCA),49.0,Drolanca
CLOPIVAL 75 MG X  30 TAB,61.22,Drolanca
COLVAL 4 MG X 12 COM  (VALMORCA),47.42,Drolanca
CO-SULTRIN 100 ML SUS ( VALMORCA),25.61,Drolanca
CO-SULTRIN 400 X 20 TAB (VALMORCA),24.97,Drolanca
DIVAL 50 MG X 20 COM (VALMORCA),12.32,Drolanca
DIVAL FORTE 100 MG X 20 TAB,26.35,Drolanca
DUROVAL 50 MG X 1 TAB (VALMORCA),5.9,Drolanca
DUROVAL 50 MG X 10 TAB (VALMORCA),46.9,Drolanca
DUROVAL 50 MG X 2 TAB,10.53,Drolanca
DUROVAL 50 MG X 3 TAB (VALMORCA),15.29,Drolanca
ESQUIDONE 1 MG X 30 TAB (VALMORCA),39.42,Drolanca
"HISTALER 0,5 MG X 60 ML JAR (VALMORCA)",22.44,Drolanca
HISTALER 5 MG X 30 TAB,38.88,Drolanca
IBUCOLVAL 400 MG/4M X 20 TAB  (VALMORCA),59.53,Drolanca
IBUCOLVAL 600 MG/4M X 20 TAB  (VALMORCA),72.71,Drolanca
IVERMECTINA 6 MG X 12 TAB,32.25,Drolanca
IVERMECTINA 6 MG X 4 TAB,12.22,Drolanca
LANOL-ZINC 60 GRA POMADA (VALMORCA),26.87,Drolanca
"LODESTAR HCT 50MG/12,5 MG X 30 TAB REC",42.16,Drolanca
LORAVAL 10 MG X 10 TAB (VALMORCA) (R),12.65,Drolanca
LORAVAL 60 ML JAR (VALMORCA).,16.34,Drolanca
MIRTAZAVAL 30 MG X 30 TAB,54.69,Drolanca
MOXVAL 400 MG X 5 TAB,77.87,Drolanca
NACLODIN  0.150MG X 20 TAB (VALMORCA),31.61,Drolanca
NEULEVAL 500 MG X 10 TAB REC (LEVOFLOXAC,77.77,Drolanca
NEULEVAL 750 MG X 5 TAB REC (LEVOFLOXACI,53.64,Drolanca
"OXIMETAZOLINA 0,25% NAS 15ML PED(GENCER)",25.29,Drolanca
OXOLAMINA PED 120ML JAR (GENCER),28.45,Drolanca
PREDNISONA 5 MG X 10 TAB (GENCER),13.17,Drolanca
PRELIVAL 150 MG X 20 CAP (PREGABALINA),62.6,Drolanca
PRELIVAL 75 MG X 20 CAP (PREGABALINA),42.47,Drolanca
SALBUROL 0.5% SOL NEBULIZADORA 20ML,45.84,Drolanca
TADAFOX 20 MG X 1 TAB (VALMORCA),6.84,Drolanca
TADAFOX 5 MG X 30TAB (VALMORCA),36.88,Drolanca
VALDIPOT 50 MG X 20 TAB,14.55,Drolanca
"VALSARTAN HCT 160 MG/12,5 MG X 14 GENCER",52.69,Drolanca
VALSARTAN HCT 80 MG X 14 TAB (GENCER),29.3,Drolanca
VITISIVAL JBE X 240 ML  (VALMORCA),61.12,Drolanca
CARBAMAZEPINA 200 MG X 20 TAB GENCER,28.45,Drolanca
PREDNISONA 50 MG X 10 TAB (GENCER),35.83,Drolanca
FLUCONAZOL 150 MG X 2 CAP GENCER,15.29,Drolanca
DUROVAL 100 MG X 1 TAB (VALMORCA),11.06,Drolanca
ESQUIDONE 3 MG X 30 TAB (VALMORCA),63.65,Drolanca
CANDER HCT 8 MG X 30 TAB (VALMORCA),54.79,Drolanca
CANDER HCT 16 MG X 30 TAB (VALMORCA),78.51,Drolanca
EPITRAL 100 MG X 30 TABLETAS,39.73,Drolanca
ACEVAL 180 MG/5 ML X 120 ML PEDIATRICO,26.35,Drolanca
DIVAL 75 MG/3ML X 2 AMP I.M,22.77,Drolanca
IBECAR 150 MG X 30 TAB,79.04,Drolanca
IBECAR 300 MG X 30 TAB,126.45,Drolanca
COMPLEX B COMPLEJO B CAP BLANDAS X 30,34.0,Drolanca
VITAMINA D3 5000 IU X 30 CAP,34.0,Drolanca
SABE MIEL KIDS JARABE X 120ML,34.83,Drolanca
ALIPAL FORTE DIA / NOCHE  4 + 2 CAP,23.38,Drolanca
AMIODARONA HCL 200 MG X 10 TAB,40.26,Drolanca
"AZUTAN 0,15 % COLUTORIO 180 ML",30.0,Drolanca
BEPRODERM 15 G CREMA,26.0,Drolanca
BEPROSPEN 7MG/ML X 1 AMP KIT,64.04,Drolanca
"BETADERM 0,05% 15 G CREMA",30.49,Drolanca
BETADERM C/GENTAMICINA 15 G CRE,29.81,Drolanca
BETADERM PLUS 15 G CREMA,39.44,Drolanca
BETAGEN 4 MG 1 ML X 1 AMP,22.73,Drolanca
BETAGEN SOLSPEN 1 ML AMP,34.4,Drolanca
BLOCAX 16 MG X 30 TAB,58.44,Drolanca
BLOCAX 8 MG X 30 TAB,37.66,Drolanca
BRAL 500 MG X  20 TAB,32.47,Drolanca
BRAL 500 MG X 100 TAB,162.34,Drolanca
BROFLEMA 8 MG/5 ML X 120 ML JAR,26.99,Drolanca
CALPAL D 1500 MG+300 UI X 30 TAB,68.83,Drolanca
CARBONATO DE LITIO 300MG X 20 CAP (RX),45.45,Drolanca
DIAGESIC 75 MG X 2 AMP,49.35,Drolanca
"DI-EUDRIN 12,50  MG X 24 TAB",24.68,Drolanca
"ERILON 0,05 % X 15 G CREMA",30.62,Drolanca
FLENOX 15 MG/5 ML PED X 120 ML JAR,27.27,Drolanca
FLENOX 30 MG / 5 ML X 120 ML,28.57,Drolanca
FLUOXETINA 20 MG X 14 CAP (RX,19.48,Drolanca
"GINACOL 0,1% 135 ML SOL VAGINAL",27.27,Drolanca
"ISOSPRAY PLUS 0,15%-025% 180 ML",37.99,Drolanca
IVAGAN FORTE 650 MG X 10 TAB,20.06,Drolanca
IVAGAN X 10 GRAG,18.77,Drolanca
LESTECOL 40 MG X 30 TAB,66.62,Drolanca
LOGANIL PED 120 ML JAR,32.49,Drolanca
MELAX 200 G,72.4,Drolanca
MONTRAX 10 MG X 30 TAB MASTICABLES,44.81,Drolanca
MULTIDERM 2% X 15 G UNGUENTO,32.47,Drolanca
NORSINA X 12 TAB,32.47,Drolanca
PROPRANOLOL 10 MG X 20 TAB (RX),17.53,Drolanca
RINOT X 12 CAP,23.38,Drolanca
SAX ACID 135 ML DUC,28.57,Drolanca
SILIN 30 ML GOTAS NASALES,29.87,Drolanca
YONAL JBE X 120 ML,31.17,Drolanca
SAX 135 ML DUC,29.87,Drolanca
"CARBATIL 6,25 MG X 30 TAB",31.17,Drolanca
"CARBATIL 12,5 MG X 30 TAB",38.96,Drolanca
TONUM 10 MG X 30 TAB,25.97,Drolanca
YONALAT 15 MG-3 MG / 5 ML X 120 ML,33.77,Drolanca
ACIDO ACETIL SALICILICO 81 MG X 100 COMP,20.57,Drolanca
DEXAMETASONA 8 MG/2ML X 10 AMP IM/IV,19.26,Drolanca
"DIGOXINA 0,25 MG X 10 COMP",5.66,Drolanca
HIDROCORTISONA 100 MG X 10 VIALES,100.78,Drolanca
HIDROCORTISONA 500 MG X 10 VIALES,216.1,Drolanca
LEVOFLOXACINA 500 MG SOLUCION,13.52,Drolanca
METILPREDNISOLONA 125 MG X 2 VIALES,100.54,Drolanca
MOXIFLOXACINA 400 MG/250 ML SOLUCION,41.26,Drolanca
PREDNISONA  5 MG X 10 COMP,5.46,Drolanca
BISOPROLOL 5MG X 60 COMP REC,83.06,Drolanca
BRIMOLAG 0.2% SOL OFT 5mL DOROPHARMA,45.05,Drolanca
CANDESARTAN 16MG X 56 COMP (BLUEPHARMA),175.08,Drolanca
CETIRIZINA 10MG X 20 COMP REC (BLUEPHARM,23.96,Drolanca
CLINDAMICINA 600MG/4ML I.M./I.V X 10 AMP,143.3,Drolanca
"IRBESARTAN 300mg + HCT 12,5mg X 28 COMP",115.01,Drolanca
IRBESARTAN 300mg x 28 COMP REC (BLUEPHAR,162.94,Drolanca
LEVETIRACETAM 500MG X 60 COMP REC (BLUEP,239.61,Drolanca
LOSAPRES PLUS 100MG/25MG X 28 TAB RECB,69.17,Drolanca
LOSARTAN P 50MG X 60 COMP REC (BLUEPHARM,77.64,Drolanca
MOXIFLOXACINO 400MG X 7 COMP REC,49.35,Drolanca
N-BUTIL BROMURO DE HIOSCINA 20MG/ ML,103.83,Drolanca
NORIFLAM 75mg/3mL SOL INY I.M. x 6 AMP,42.65,Drolanca
OPTI QUA 20MG+5MG SOL. OFT. X FRASCO 5ML,78.27,Drolanca
"ROLASTYM 160 G/4,5G X INHAL120 DOSIS",243.29,Drolanca
ACETAMINOFEN 500MG X 10 TAB X 10 BLISTER,30.29,Drolanca
CALCIO LONGEVITY 600 MG X 60 CAP,46.81,Drolanca
COMPLEJO B VITAMINA 3 ML X 100 AMP IM/IV,530.0,Drolanca
IBUPROFENO B.P. 400 MG X 20 TAB,13.77,Drolanca
MULTIVITAMINICO LONGEVITY X 60 CAP,57.55,Drolanca
SABEMIEL CEBOLLA MORADA JARABE 180 ML,34.42,Drolanca
SABEMIEL EUCALIPTO JARABE 180 ML,34.42,Drolanca
SABEMIEL JENGIBRE JARABE 180 ML,34.42,Drolanca
SABEMIEL PLUS JARABE 180 ML,34.42,Drolanca
VITAMINA C 500 MG LONGEVIT X 60 CAP,53.0,Drolanca
MAGNESIO LONGEVITY 500 MG X 60 CAP,59.05,Drolanca
CALCIO-MAGNESIO-ZIN+VIT X 60 CAP,55.06,Drolanca
VITAMINA E 400IU LONGEVITY X 60 CAP,57.55,Drolanca
VITAMINA C 1000 MG LONGEVITY X 60 CAP,45.43,Drolanca
ZINC 50 MG X 60 TAB,51.48,Drolanca
LOSARTAN POT 50 MG X 10 TAB X 10 BLISTER,45.43,Drolanca
ADELGASEN 400 MG X 30 CAP,37.88,Drolanca
ALCACHOFA + CENTELLA 350MG X 60 CAP HERB,42.08,Drolanca
ANAMU (MAPURITE) 400 MG X 60 CAP HERBAPL,34.84,Drolanca
ARTYPLANT 400 MG X 30 CAP,37.88,Drolanca
ARTYPLANT 400 MG X 60 CAP HERBAPLANT,59.82,Drolanca
BEUSAN EXPECTORANTE JBE 240 ML,29.92,Drolanca
BEUSAN PLUS 11 PLANTAS JBE 240 ML,29.92,Drolanca
COLA DE CABALLO 500 MG X 30 CAP,22.94,Drolanca
COLAGENO PLUS X 60 CAPS HERBAPLANT,59.82,Drolanca
DELGAPLANT X 60 CAP,59.82,Drolanca
ENERGYPLANT 450 MG X 30 CAP,37.88,Drolanca
ESCOBA DE CARNICERO 350 MG X 30 CAP,31.87,Drolanca
GYMEN'S X 60 CAP HERBAPLANT,59.82,Drolanca
GYNKGO BILOBA X 60 CAP HERBAPLANT,49.87,Drolanca
HERBAKIDS JARABE X 180 ML,24.96,Drolanca
LINAZA 500 MG X 30 CAP,22.9,Drolanca
LINAZA 500 MG X 60 CAP,34.84,Drolanca
MACA 500 MG X 30 CAP,34.87,Drolanca
MUXER 500 MG X 30 CAP,37.88,Drolanca
QUINCHONCHO 300 MG X 60 CAP HERBAPLANT,34.9,Drolanca
RIÑOCARE X 60 CAP,59.82,Drolanca
TOTUMO JARABE 240 ML,29.88,Drolanca
UÑA DE GATO 430 MG X 60 CAP,39.86,Drolanca
VALERIANA 400 MG X 60 CAP,34.9,Drolanca
VENACARE X 60 CAP HERBAPLANT,59.82,Drolanca
ZABILA 250MG + LINAZA 250MG X 30 CAP,25.92,Drolanca
ZABILA 250MG + LINAZA 250MG X 60 CAP,39.86,Drolanca
ZARZAPARRILLA 450 MG X 60 CAP,34.9,Drolanca
ZARZAPARRILLA 450MG X 30 CAPSULAS,22.94,Drolanca
CASCARA SAGRADA 430MG X 60 CAP HERBAPLAN,44.83,Drolanca
BEUSAN EXPECTO CEBOLLE MORADA JBE 240 ML,29.92,Drolanca
SABILA 500 MG X 60 CAP,39.86,Drolanca
CARDO LECHOZO 370 MG X 30 CAP,23.81,Drolanca
CASTAÑA DE INDIAS 450 MG X 30 CAP,31.92,Drolanca
CHANCA PIEDRA 400 MG X 30 CAP,31.92,Drolanca
GINKGO BILOBA 300 MG X 30 CAP,31.92,Drolanca
ÑANE SALVAJE 365 MG X 30 CAP,31.92,Drolanca
CASTAÑO DE INDIAS 450 GR X 60 CAPS,49.87,Drolanca
CHANCA PIEDRA 400 MG X 60 CAP HERBAPLANT,49.87,Drolanca
PIRA+GINKGO BILOBA 500MG X 60 CAP HERBAP,49.87,Drolanca
CASCARA SAGRADA 430 MG X 30 CAP,28.9,Drolanca
QUINCHONCHO 300 MG X 30 CAP,22.94,Drolanca
HELAL 200 MG X 2 COM,11.69,Drolanca
ACIDO FOLICO 10 MG X 20 TAB KLINOS,13.51,Drolanca
ACIDO FOLICO X 15 ML GOT  KLINOS,38.96,Drolanca
ACIDO FOLICO 5 MG X 20 COM  KLINOS,7.27,Drolanca
VIT. B12 500 MG X 20 CAP (KLINOS),49.35,Drolanca
KELFEN X 20 COMPDO,35.06,Drolanca
"NAFAVINE 6,5MG/ML SOLUCION NASAL X 15ML",25.97,Drolanca
"CLENBUNAL 0,020 MG X 10 TAB",23.38,Drolanca
"CLENBUNAL 0,020 MG X 20 TAB",31.17,Drolanca
"CLENBUNAL PED 0,005 MG 120 ML JAR",31.17,Drolanca
"CLENBUNAL ADU 0,010 MG 120 ML JAR",36.36,Drolanca
CLENBUXOL AD  120 ML  JBE,40.26,Drolanca
CLENBUXOL PED  120 ML,40.26,Drolanca
FLODONT EN FILMORASE 15 G UNG BUCAL,23.38,Drolanca
BUMELEX 1 MG X 16 TAB,46.75,Drolanca
FERGANIC 15 ML GOT,42.86,Drolanca
GULAPER 250MG/5ML X 120 ML JAR ADULTO,55.84,Drolanca
GULAPER PED 120 ML JAR,51.95,Drolanca
TOLNAFTAN 30 G CREMA,36.36,Drolanca
FERGANIC 40 MG X 14 CAPS,51.95,Drolanca
GRAUSIN 120 ML JAR,42.86,Drolanca
POLI-OTICO 5 ML GOT,44.16,Drolanca
DALTAZEN 60 MG X 20 COM,83.12,Drolanca
DERMOSUPRIL  0.1% 15 CRE,55.84,Drolanca
DERMOSUPRIL 0.05% 15 CRE,51.95,Drolanca
EMOLIN NEO EMULSION 240 GR,177.92,Drolanca
DERMOSUPRIL LOC CAPILAR 1%  30 ML,64.94,Drolanca
BETARRETIN 0.05% LOCION X 60 ML,103.9,Drolanca
BETARRETIN 0.25% GEL X 30 GR,71.43,Drolanca
"BETARRETIN 0,25% 30 GR CRE",66.23,Drolanca
LODIPIN 5 MG X 10 COM,12.99,Drolanca
TAUCARON 15 MG X  10 COM,24.68,Drolanca
BACITRACINA 15 G UNGTO (KLINOS),20.78,Drolanca
POENTOBRAL 5 ML GOT,32.47,Drolanca
VIT. B12 250 MG X 20 CAP  (KLINOS),35.06,Drolanca
BARGONIL X 10 GR UNG RECTAL,77.92,Drolanca
BARGONIL X 30 GR UNG RECTAL,122.08,Drolanca
KELFEN 2.5% 30 GR GEL,40.26,Drolanca
TIALIN 50 MG X 10 COMP,32.47,Drolanca
TIALIN 50 MG X 30 COMP,66.23,Drolanca
RIDAL 2 MG X 20 COMP,40.26,Drolanca
RIDAL 3 MG X 20 COMP,55.84,Drolanca
SERLINE 50 MG X 10 TAB,32.47,Drolanca
MIGRAVAL 100 MG X 2 TAB (GIEMPI),76.62,Drolanca
AMOXIDUO 750 MG X 70 ML (KLINOS),71.43,Drolanca
GLAUCOTENSIL T 5 ML SOL,94.81,Drolanca
GLAUCOTENSIL D 2% 5 ML SOL,85.71,Drolanca
NEFROTAL H 50 MG/12.5 MG X 14 COMP,23.38,Drolanca
ACIDO FOLICO AFOKLIN 10MG/ML X15 ML GTAS,38.96,Drolanca
ACIDO FOLICO AFOKLIN 10 MG X 20 COMP,16.88,Drolanca
FERGANIC-FOLIC X 20 TAB MASTI,59.74,Drolanca
FERGANIC-FOLIC 120 ML JAR,97.4,Drolanca
DORIXINA FLEX 125 MG X 10 COMP,64.94,Drolanca
NAFINA 1% X 15 G,36.36,Drolanca
POENKERAT 5 ML GOT (KLINOS),53.25,Drolanca
MIGRADORIXINA X 10 COMP,46.75,Drolanca
ONDANSETRON 2MG/ML X 1 AMP 2 ML (4MG),22.08,Drolanca
ONDANSETRON 2MG/ML X 1 AMP 4 ML (8MG),36.36,Drolanca
ONDANSETRON 4 MG X 10 COMP (GIEMPI),41.56,Drolanca
ONDANSETRON 8 MG X 10 COMP,58.44,Drolanca
TRIDETARMON 15 G CRE,55.84,Drolanca
DERMOSUPRIL 0.05% 120 ML EMULSION,116.88,Drolanca
DERMOSUPRIL C 0.1%/ 3 % CREMA TUBO X 1,75.32,Drolanca
"DIAFORMINA PLUS 2,5 MG X 30 COMP",88.31,Drolanca
ACIDO FOLICO AFOKLIN 5 MG X 20 COM,9.09,Drolanca
"BETARRETIN 0,05% 30 GR CRE",77.92,Drolanca
HYALIX 60 G GEL,133.77,Drolanca
MAILEN 5 MG X 10 COMP,13.64,Drolanca
VIGRASOL 50 MG X 1 COMP,6.49,Drolanca
PLIDAN COMPUESTO I.M/I.V 1 DOSIS AMP 2ml,42.86,Drolanca
ESPARFLIN 5 MG X 10 TAB,19.48,Drolanca
"ESPARFLIN 0,5 MG/ML JBE X 50 ML",23.38,Drolanca
SESAREN XR 75 MG X 15 TAB,101.3,Drolanca
SESAREN XR 150 MG X 15 TAB,166.23,Drolanca
KELAC 30 MG / 1ML X 1 AMP (GIEMPI),28.57,Drolanca
CORENTEL 10 MG X 30 COMP,62.34,Drolanca
CORENTEL 5 MG X 30 COMP,50.65,Drolanca
CORENTEL 5 MG X 10 COMP,28.57,Drolanca
"CORENTEL H 5/6,25 MG X 30 COMP",70.13,Drolanca
"CORENTEL H 10/6,25 MG X 30 COMP",67.53,Drolanca
COROPRES 8 MG X 10 COMP,16.88,Drolanca
COROPRES 16 MG X 10 COMP,24.68,Drolanca
"ZUDENINA 0,1 % 30 G GEL",55.84,Drolanca
PRESIDERM 2% 15 G UNG,36.36,Drolanca
RIDAL 1 MG X 20 COMP (GIEMPI),35.06,Drolanca
"GLAUCOPROST  0,004% 3 ML GOT",77.92,Drolanca
FERGANIC-FOLIC X 30 TAB MASTI,77.92,Drolanca
EDAGAN 25 MG X 30 COM,48.05,Drolanca
EDAGAN 200 MG X 30 COM,146.75,Drolanca
AZIMAKROL 1 G X 2 COM,58.44,Drolanca
IVERGOT 6 MG X 5 ML GOT,31.17,Drolanca
MISELLIM 10 MG X 20 COM,48.05,Drolanca
FARBICIL 1% 15 G CREMA,29.09,Drolanca
FARBICIL 1%  30 ML LOCION,42.6,Drolanca
ZUDENINA 30 GR CRE,48.05,Drolanca
"CURPINOL 12,5 MG X  30 COMPDO",40.91,Drolanca
CURPINOL 25 MG X  30 COMPDO,52.6,Drolanca
ROWELUK 5 MG X 30 COMP,36.36,Drolanca
ACIDO FOLICO 10 MG X 30 COM KLINOS,22.08,Drolanca
ACIDO FOLICO 5 MG X 30 COM  KLINOS,10.39,Drolanca
CICLOKAN 500 MG/5 ML  X  1 AMP,35.06,Drolanca
FERGANIC-FOLIC PED 30 ML GOT,63.64,Drolanca
VIT. B12 1000 MCG 1 ML X 3 AMP (KLINOS),53.25,Drolanca
RISPERID 2 MG X 30 TAB (KLINOS),49.35,Drolanca
RISPERID 3 MG X 30 TAB (KLINOS),64.94,Drolanca
ORLIDIET 120 MG X 30 CAP,155.84,Drolanca
VIT. C 100 MG/5 ML X 3 AMP KLINOS,53.25,Drolanca
"CLONIPRES 0,150 MG/ML X 3 AMP",36.36,Drolanca
DENUAL 150 MG X 1 COM,40.26,Drolanca
RISPERID 1 MG X 30 COM,41.56,Drolanca
DIAFORMINA 1000 MG X 30 COMPDO,89.61,Drolanca
"ANASMOL 2,5 MG X 30 COM",41.56,Drolanca
ANASMOL 5 MG X 30 COM,68.83,Drolanca
"COROPRES H 8 / 12,5 X 30 COMP",54.55,Drolanca
FEBRATIC 10 MG /5 ML X 120 M SUS,36.36,Drolanca
NEFROTAL H 100 MG/12.5 MG X 30 COMPDO,55.84,Drolanca
MARTESIA 150 MG X 14 CAP,46.75,Drolanca
MARTESIA 300 MG X 14 CAP,50.0,Drolanca
"CORENTEL 2,5 MG X 30 COMP",36.36,Drolanca
"ZUDENINA FORTE 0,3 % 30 G GEL",64.94,Drolanca
"COROPRES H 16 MG/12,5 X 30 COMPDO",77.92,Drolanca
MAILEN 5 MG X 30 COMP,37.66,Drolanca
RIDAL 1 MG/ML X 20 ML  GOT,37.66,Drolanca
NEFROTAL H 100 MG/25 MG X 30 COMP,71.43,Drolanca
NEFROTAL  100 MG X 14 COMP,24.68,Drolanca
IVERGOT 6 MG X 4 COMPDO,19.48,Drolanca
COROPRES 8 MG X 30 COMP,32.47,Drolanca
COROPRES 16 MG X 30 COMPDO,62.34,Drolanca
TADIFIL 20 MG X 1 COM,7.79,Drolanca
TADIFIL 20 MG X 2 COM,14.29,Drolanca
LODIPIN VL 5 MG /80 MG X 30 CAP,55.84,Drolanca
PLIDAN 20 ML GOT (KLINOS),46.75,Drolanca
DERMAZOL 30 GR CRE,64.94,Drolanca
DERMAZOL 30 GR UNG,75.32,Drolanca
LODIPIN VL 5 MG /160 MG X 30 CAP,75.32,Drolanca
LEPTAZINE 5 MG X 30 COM,36.36,Drolanca
"BRIMOPRESS 0,2% SOL. X 5 ML GOT",84.16,Drolanca
TIALIN 100 MG X 10 COMP,51.95,Drolanca
PINAVIX 100 MG X 30 COM,102.6,Drolanca
"MAILEN 2,5 MG/ML X 50 ML JARABE",23.38,Drolanca
