Descripción del Artículo,Precio Mayoreo,Proveedor
DECOBEL 0.5 MG TAB X 30 (DEXAMETASONA),45.65,Drolvilla Nacionales
DEFEROL 2000 U.I. CAP X 30 (VIT D3) VIVA,15.0,Drolvilla Nacionales
DEFEROL 7000 U.I CAP X 8 (VIT D3) VIVAX,15.0,Drolvilla Nacionales
DEFLAZACORT 6 MG X 10 TAB CALOX,71.61,Drolvilla Nacionales
DERAIN 15% X 10 GASAS,125.29,Drolvilla Nacionales
DERAIN CREMA X15 GR GV,65.76,Drolvilla Nacionales
"DERMACORTINE EMULSIÓN 0,1% X 60 ML",173.16,Drolvilla Nacionales
"DERMAZOL 0,05% LOCION CAPILAR X 25 ML",114.66,Drolvilla Nacionales
"DERMAZOL 0,05% UNGUENTO  X 30 GR",132.21,Drolvilla Nacionales
"DERMOSUPRIL 0,05% CREMA X 15 GR",92.43,Drolvilla Nacionales
DERMOSUPRIL 0.1% CREMA X 15 GR,97.11,Drolvilla Nacionales
DERMOSUPRIL C 0.1%/ 3 % CREMA X 15 GR,132.21,Drolvilla Nacionales
DERMOSUPRIL EMULSION FCO X 120 ML,203.58,Drolvilla Nacionales
DEROVIT 1.000UI CAPS X 15 (VIT D3),6.24,Drolvilla Nacionales
DESLER 5 MG X 10 TAB REC,41.07,Drolvilla Nacionales
DESLORAT 5 MG X 10 TAB,18.09,Drolvilla Nacionales
DESLORAT 5 MG X 20 TAB,30.43,Drolvilla Nacionales
"DESLORATADINA 0,5MG/ML JBE X 60 ML GV",28.62,Drolvilla Nacionales
DESLORATADINA 2.5MG/5ML X 60 ML KIMICEG,26.03,Drolvilla Nacionales
DESLORATADINA 5 MG X 10  COMP SPEFAR,46.77,Drolvilla Nacionales
DEXAMETASONA 4 MG X 10 COMP SPEFAR,31.78,Drolvilla Nacionales
DEXTAMIN 0.5 MG/ML SOL X 60 ML (DESLORAT,27.79,Drolvilla Nacionales
DEXTONIL JBE 15MG/5ML X 120ML (DEXTROMET,33.22,Drolvilla Nacionales
DEXTRAN 70 0.01% LAGRIMAS ARTIF X 15 ML,31.16,Drolvilla Nacionales
DIAGESIC AMP. 75 MG/3ML X 2 (DICL POT),54.34,Drolvilla Nacionales
DIARONA TAB 200MG X 10,76.81,Drolvilla Nacionales
DICIGEL REF SUSP X 240 ML,81.97,Drolvilla Nacionales
DICLODEX 50 MG X 10 TAB (DICLOFENAC),10.29,Drolvilla Nacionales
DICLODEX 50 MG X 20 TAB (DICLOFENAC),17.64,Drolvilla Nacionales
DICLOFENAC DIETILAM GEL X 15 GR SPEFAR,19.34,Drolvilla Nacionales
DICLOFENAC POT 50 MG X 10 COMP (DOLCAN),5.33,Drolvilla Nacionales
DICLOFENAC POT 50 MG X 10 COMP GV,7.68,Drolvilla Nacionales
DICLOFENAC POT 50 MG X 10 TABR OFTALMI,3.0,Drolvilla Nacionales
DICLOFENAC POT 50 MG X 20 TAB KIMICEG,12.52,Drolvilla Nacionales
DICLOFENAC POT 50 MG X 20 TABR OFTALMI,5.0,Drolvilla Nacionales
DICLOFENAC SOD TAB 50MG X 20 QUIMFAR,13.17,Drolvilla Nacionales
DICLORET SUSP 1.8MG X 60ML DICLOF POT,49.88,Drolvilla Nacionales
DIECAPS 60 MG X 30 CAPS. ROWE,144.2,Drolvilla Nacionales
"DI-EUDRIN TAB 12,5 MG X 24 TAB BIOTECH",33.35,Drolvilla Nacionales
"DI-EUDRIN TAB 12,5 MG X 30 TAB BIOTECH",43.23,Drolvilla Nacionales
DIFEN PLUS 650MG/50MG TAB X 10,33.29,Drolvilla Nacionales
DIFEN PLUS 650MG/50MG TAB X 20,57.66,Drolvilla Nacionales
"DIKLASON 1,16% X 50 GR GEL",52.72,Drolvilla Nacionales
"DIKLASON 1,8MG/ML SUSP ORAL PED X120ML",45.72,Drolvilla Nacionales
DIMAR 2/1000 MG X 30 COMP (GLIMEP+METFOR,77.74,Drolvilla Nacionales
DIMAVYL MET 2MG-500MG X30 CR LETI,93.96,Drolvilla Nacionales
DIOSMINA 600 MG X 14 TAB CALOX,116.81,Drolvilla Nacionales
DIOSMINA-HESPER 450/50MG X 10 CAPS VIVAX,58.86,Drolvilla Nacionales
DOBRACID LP 300MG X30 COMP REC,112.25,Drolvilla Nacionales
DOCE PLEX ELIXIR X 120 ML,53.0,Drolvilla Nacionales
DOCE PLEX ELIXIR X 240 ML,79.51,Drolvilla Nacionales
DOL 450-40-1 MG X 10 TAB CALOX,25.72,Drolvilla Nacionales
DOL 450-40-1 MG X 20 TAB CALOX,39.1,Drolvilla Nacionales
DOL GRIP  FORTE X 10 TAB REC,53.01,Drolvilla Nacionales
DOL GRIP X 10 CAP,35.8,Drolvilla Nacionales
DOL KIDS 160 MG X 20 TAB MAST,28.94,Drolvilla Nacionales
DOL PLUS 650/50/1MG X 10 TAB CALOX,30.31,Drolvilla Nacionales
DOL PLUS 650/50/1MG X 20 TAB CALOX,44.08,Drolvilla Nacionales
DOLFENAC 75MG/3ML IV/IM X 1 (DOCL SOD),1.62,Drolvilla Nacionales
DOMPERIDONA 10 MG X 20 COMP  SPEFAR,42.7,Drolvilla Nacionales
DORIXINA FLEX 125MG-5MG COMPR X10,114.66,Drolvilla Nacionales
DROMETOX 4MG/5ML JBE X 120 ML,26.42,Drolvilla Nacionales
DUOVENT SOL. P/INHALAR X 15ML,83.82,Drolvilla Nacionales
ENALAPRIL 10 MG X 30 TAB PLUSANDEX,16.89,Drolvilla Nacionales
ENALAPRIL 20 MG X 30 COMP PLUSANDEX,22.17,Drolvilla Nacionales
ENALAPRIL 20 MG X 30 TAB ELTER,20.05,Drolvilla Nacionales
ENALAPRIL MALEATO 20 MG X 10 COMP GV,6.81,Drolvilla Nacionales
EPAX 1.200MG C.BLANDAS X 30 VIVAX,86.18,Drolvilla Nacionales
EQUALIV PN TAB 100 MG-50 MG X 30,69.69,Drolvilla Nacionales
"ERILON CREM TUB 0,05% X 15 GR",48.78,Drolvilla Nacionales
ESCITALOPRAM 1MG/ML SOL ORAL X 120 ML,25.0,Drolvilla Nacionales
ESOMEPRAZOL 40 MG X 30 TAB REC KIMICEG,33.39,Drolvilla Nacionales
ESPIRONOLACTONA TAB 100 MG X 10,76.89,Drolvilla Nacionales
ESPIRONOLACTONA TAB 25 MG X 20,50.09,Drolvilla Nacionales
ESTIN JARABE X 240 ML  ARCO IRIS,89.6,Drolvilla Nacionales
EUCAMIEL JARABE X 120 ML ARCO IRIS,60.13,Drolvilla Nacionales
EUSILEN AMP 4 MG/2 ML KIT X 2,70.68,Drolvilla Nacionales
EUSILEN COMP 4 MG X 15 (TIOCOLCHICOSIDO),62.0,Drolvilla Nacionales
EUSILEN COMP 4 MG X 8 (TIOCOLCHICOSIDO),33.44,Drolvilla Nacionales
EUSILEN DUAL 600MG/4MG MG X 10 TAB,69.93,Drolvilla Nacionales
EVIGAX CAPS BLANDAS 125MG  X 10,38.3,Drolvilla Nacionales
EVIGAX CAPS BLANDAS 125MG  X 20,55.9,Drolvilla Nacionales
FANASAL AD (NAFAZOLINA) 0.1%  X 15 ML,21.9,Drolvilla Nacionales
FANASAL PED (NAFAZOLINA) 0.05%  X 15 ML,21.48,Drolvilla Nacionales
FARBICIL 1% CREMA X 15 GR,62.01,Drolvilla Nacionales
FARBICIL 1% LOCION X 30 ML,93.6,Drolvilla Nacionales
FEBRATIC 10 MG/5ML X 120 ML,62.01,Drolvilla Nacionales
FEBRATIC 10MG/5ML X 60 ML SUSP,37.44,Drolvilla Nacionales
FEBRATIC 15MG/ML SUSP  GOTAS X 15 ML,28.08,Drolvilla Nacionales
FEBRILIX 120MG/5 ML SOLUCION X 120 ML,25.0,Drolvilla Nacionales
FEBRILIX 500MG X 20 TAB KIMICEG,15.79,Drolvilla Nacionales
FEBRILIX GRIP 500MG-2MG X 10 TAB REC,28.0,Drolvilla Nacionales
FEBRIP 650 MG X 14 COMP,8.03,Drolvilla Nacionales
FEM DUCHA VAG. 250MG/100ML 135 ML.,46.93,Drolvilla Nacionales
FEMADONNA 40 MG X20 COMP,66.75,Drolvilla Nacionales
FERGANIC 40 MG X 14 CAPS,97.11,Drolvilla Nacionales
FERGANIC 40 MG X 24 CAPS,149.76,Drolvilla Nacionales
FERGANIC FOLIC GTA 20MG/80MCG X30ML,111.15,Drolvilla Nacionales
FERGANIC FOLIC JBE 40MG/360 X120ML,171.99,Drolvilla Nacionales
FERGANIC FOLIC TAB MAST 40MG/ X 20,99.45,Drolvilla Nacionales
FERGANIC FOLIC TAB MAST 40MG/ X 30,139.23,Drolvilla Nacionales
FERGANIC GOTAS X 15 ML,73.71,Drolvilla Nacionales
FERGANIC JARABE X 120 ML,132.21,Drolvilla Nacionales
FERROCE B-12 X 120 ML JBE,48.12,Drolvilla Nacionales
FERROCE B-12 X 240 ML JBE,67.35,Drolvilla Nacionales
FERROCE TAB X 30,80.48,Drolvilla Nacionales
FESTAL 210 MG X 10 GRG,55.8,Drolvilla Nacionales
FESTAL 210 MG X 20 GRG,89.89,Drolvilla Nacionales
FEXOFENADINA 120 MG X 10 COMP REC SPEFAR,45.23,Drolvilla Nacionales
FISIOLIN SOL. NEBULIZADOR X 260 DOSIS,56.97,Drolvilla Nacionales
FITEX 20 MG TAB REC X 1 (TADAFILO),15.88,Drolvilla Nacionales
FITEX 20 MG TAB REC X 2 (TADAFILO),28.58,Drolvilla Nacionales
FITEX 5 MG TAB REC X 10 (TADAFILO),32.82,Drolvilla Nacionales
FITEX 5 MG TAB REC X 30 (TADAFILO),88.92,Drolvilla Nacionales
FLATORIL 80 MG X 20 MLGOTAS,93.85,Drolvilla Nacionales
FLATVIN 125 MG  CAP BL X 10,55.2,Drolvilla Nacionales
FLAVOL 300 MG X 20 CAPS RONAVA,105.09,Drolvilla Nacionales
"FLEMIBAR 6,67MG-333,40 MG/ML SOL X 20 ML",62.01,Drolvilla Nacionales
FLEMICAINE SOL GOTAS X 5 ML,43.29,Drolvilla Nacionales
FLEXURAT TAB. 500MG-400MG X 30 (GLUCOSAM,160.55,Drolvilla Nacionales
FLODONT ENJUAGUE BUCAL X 180 ML,54.99,Drolvilla Nacionales
FLODONT UNGUENTO BUCAL X 15 GR,39.78,Drolvilla Nacionales
FLUCONAZOL 150 MG X 2 CAP KIMICEG,18.69,Drolvilla Nacionales
FLUCONAZOL 150 MG X 2 CAPS SPEFAR,36.78,Drolvilla Nacionales
FLUCONAZOL 150 MG X 2 CAPS VIVAX,19.13,Drolvilla Nacionales
FLUDIL 10 MG TAB X 20,65.71,Drolvilla Nacionales
FLUTIXAIR INH 125/25MCG X 120 DOSIS,403.65,Drolvilla Nacionales
FLUTIXAIR INH 250/25MCG X 120 DOSIS,484.38,Drolvilla Nacionales
FLUVIRIN JBE X 120ML,51.29,Drolvilla Nacionales
FOLIFER B-12 X 30 TAB,60.05,Drolvilla Nacionales
FRIXONIL 5GR/100 ML X 60 ML SPRAY,25.0,Drolvilla Nacionales
FUGOLIN AL 1%GR/100ML X 30 ML SOL,37.82,Drolvilla Nacionales
FUGOLIN CREMA TOP X 20 GR VINCENTI,29.25,Drolvilla Nacionales
FUGOLIN CREMA VAGINAL X 50GR,52.49,Drolvilla Nacionales
"FULGRAM 600MG-42,9MG/5ML PPS X 60ML",154.0,Drolvilla Nacionales
FULGRAM 875MG-125MG X16 CR LETI,141.49,Drolvilla Nacionales
FUROSEMIDA 40MG COMP X 12 PLUSANDEX,11.61,Drolvilla Nacionales
FUROSEMIDA TAB 20 MG X 12 MEYER,29.56,Drolvilla Nacionales
FUROSEMIDA TAB 40 MG X 24 MEYER,38.67,Drolvilla Nacionales
FUROSIL SUSP 50 MG/15ML X 90ML  VINCENTI,44.77,Drolvilla Nacionales
GABAPENTINA 300 MG X 20 CAP SPEFAR,78.66,Drolvilla Nacionales
GABAPENTINA 400 MG X 20 CAP SPEFAR,75.8,Drolvilla Nacionales
GARABET SOL OFTALMICA X 5 ML,60.64,Drolvilla Nacionales
GENCIVOL 150MG-150MG X 15 ML SOL PED,42.45,Drolvilla Nacionales
GENTAMICINA 0.1 % CREMA X 15 GR,18.75,Drolvilla Nacionales
GENTAMICINA SOL OFT X 5 ML (OFTALMI),53.03,Drolvilla Nacionales
GINACOL 0.1% SOL VAGINAL FCO X 135ML,15.0,Drolvilla Nacionales
GINKGO BILOBA 300MG X 60 CAP ARCO IRIS,128.7,Drolvilla Nacionales
GINSENG 300MG X 60 CAP ARCO IRIS,128.7,Drolvilla Nacionales
GIVOTAN P/SUSP. 100 MG /5ML X 30 ML,132.21,Drolvilla Nacionales
GIVOTAN P/SUSP. 100 MG /5ML X 60 ML,167.31,Drolvilla Nacionales
GLUCOSAMINA 500MG X 60 CAP ARCO IRIS,130.73,Drolvilla Nacionales
GLYMAR TAB 2 MG X 20 (GLIMEPIRIDE),46.09,Drolvilla Nacionales
GRAUSIN JBE X 120 ML (COMPLEJO B),51.6,Drolvilla Nacionales
GULAPER GOT PED X 30 ML (CARBOXIMETILCIS,54.99,Drolvilla Nacionales
GULAPER JBE ADU 250 MG X 120 ML,85.41,Drolvilla Nacionales
GULAPER JBE PED 100 MG X 120 ML,81.9,Drolvilla Nacionales
GULAPER JBE PED 100 MG X 60 ML,42.12,Drolvilla Nacionales
"GYNODERAIN 0,6 G OVULO VAG X 6",95.46,Drolvilla Nacionales
GYNOMET 15%-4% CREMA VAG X 40 GR,69.61,Drolvilla Nacionales
HEPAFOL B-12 X 30 TAB REC,68.67,Drolvilla Nacionales
HEPAFOL FORTE 150MG-0.150MG JBE X 240 ML,119.26,Drolvilla Nacionales
HEPAGRAS 120 MG X 30 CAPS LETI,114.91,Drolvilla Nacionales
"HIDROCLOROTIAZIDA 12,5 MG X 10 COMP SPEF",44.46,Drolvilla Nacionales
IBANDROMET 150 MG X 1 TAB (ACID IBANDRON,59.63,Drolvilla Nacionales
IBUN 400 MG X 10 TAB (IBUPROFENO),15.45,Drolvilla Nacionales
IBUN 600 MG X 10 TAB (IBUPROFENO),26.12,Drolvilla Nacionales
IBUPROFENO 100MG/5ML SUSP X 60 ML KIMICE,22.42,Drolvilla Nacionales
IBUPROFENO 100MG/5ML SUSP X 60 ML LA SAN,25.44,Drolvilla Nacionales
IBUPROFENO 400 MG X 10 TAB PLUSANDEX,7.0,Drolvilla Nacionales
IBUPROFENO 400 MG X 20 TAB QUIMFAR,24.74,Drolvilla Nacionales
IBUPROFENO 800 MG X 10 TAB LA SANTE,53.71,Drolvilla Nacionales
IBUPROFENO+TIOCOLCH 400MG X 10 COMP SPEF,53.4,Drolvilla Nacionales
IBUTAN 400 MG TAB X 10 (IBUPROFENO),22.72,Drolvilla Nacionales
IBUTAN 600 MG TAB X 10 (IBUPROFENO),35.78,Drolvilla Nacionales
IBUTANCOL 400MG-4MG TAB X 20,78.56,Drolvilla Nacionales
IBUTANCOL 600MG-4MG TAB X 20,121.2,Drolvilla Nacionales
IBUTANFEM 400MG-20MG TAB REC X 10     ,16.96,Drolvilla Nacionales
IBUTANFEM 400MG-20MG TAB REC X 20,25.44,Drolvilla Nacionales
IBUTANFEM 400MG-20MG TAB REC X 30     ,35.34,Drolvilla Nacionales
IBUTANMIGRA TABLETAS X 10,23.33,Drolvilla Nacionales
ILANA 600MG CAP BLANDA VAG  X 1,46.67,Drolvilla Nacionales
IMAZOL 1% CREMA VAG X 50 GR,70.85,Drolvilla Nacionales
IMAZOL 1% CREMA X 20 GRS,37.52,Drolvilla Nacionales
IMAZOL 1% SOLUCION X 20 ML,34.86,Drolvilla Nacionales
IMAZOL 100 MG CAPS BLANDA VAG X 6,43.31,Drolvilla Nacionales
IMAZOL 100 MG TAB VAG X 6,46.18,Drolvilla Nacionales
IMAZOL 500MG CAPS BL VAG PAC X 1 + 2 CAP MEY,10.0,Drolvilla Nacionales
IMAZOL DUAL 100 MG X 6 OVU + 20GR CR VAG,30.0,Drolvilla Nacionales
IMAZOL DUAL 500 MG X 1 OVU + 10GR CR VAG,15.0,Drolvilla Nacionales
IPALAT 1% CREMA X 20 GR,127.27,Drolvilla Nacionales
IPALAT 10 MG/ML SOL TOP X 20 ML,100.54,Drolvilla Nacionales
IPORET SUSP 40 MG X 60 ML (IBUPROFENO),30.91,Drolvilla Nacionales
IPROXIN TAB 500MG X 12 (CIPROFLOXACINA),36.31,Drolvilla Nacionales
IRBESARTAN 150 MG X 10 COMP SPEFAR,38.35,Drolvilla Nacionales
IRBESARTAN 150 MG X 30 COMP SPEFAR,50.72,Drolvilla Nacionales
IRBESARTAN 150 MG X 7 TAB CALOX,33.06,Drolvilla Nacionales
IRBESARTAN 300 MG X 20 COMP SPEFAR,58.08,Drolvilla Nacionales
ISOSPRAY PLUS 0.15%-0.25% FCO 180ML,58.66,Drolvilla Nacionales
IVAGAN FORTE TAB EST X 10 TAB BIOTECH,32.73,Drolvilla Nacionales
IVAGAN FORTE TAB REC DISP 25 BLI X 4,293.31,Drolvilla Nacionales
IVAGAN TAB EST X 10 TAB BIOTECH,30.88,Drolvilla Nacionales
"IVERMED CR (IVERMECTINA 0,4%) X 60GR LYA",32.81,Drolvilla Nacionales
JENGIBRE MIEL  JBE X 120 ML ARCO IRIS,83.07,Drolvilla Nacionales
KATIVIL SOL ORAL 1G/10ML X 120 ML S/AZUC,133.89,Drolvilla Nacionales
KATIVIL SOL ORAL 1G/10ML X 90 ML S/AZUC,101.16,Drolvilla Nacionales
"KELFEN GEL 2,5 % X 30 GR",67.86,Drolvilla Nacionales
KEPRORET 1MG /ML SOL ORAL X 120 ML ,52.37,Drolvilla Nacionales
KETIAN 25 MG X 10  TAB (QUETIAPINA),57.49,Drolvilla Nacionales
KETOCONAZOL 2%  CREMA X 15 GR KIMICEG,44.4,Drolvilla Nacionales
KETOPROFENO 100MG  TAB REC X 10 PLUSANDE,24.21,Drolvilla Nacionales
KETOPROFENO 100MG  TAB REC X 20 PLUSANDE,38.29,Drolvilla Nacionales
KETOROLAC 10 MG X 20 COMP SPEFAR,43.48,Drolvilla Nacionales
KETOROLAC 20 MG X 10 COMP SPEFAR,43.14,Drolvilla Nacionales
KLAS 100MG CP X 20,48.57,Drolvilla Nacionales
KLAS 100MG/10ML JB X 120 ML,52.79,Drolvilla Nacionales
KLAS 100MG/10ML JB X 60 ML,39.67,Drolvilla Nacionales
KUARA 0.2% SOL OFT X 3 ML (OLOPATADINA),107.64,Drolvilla Nacionales
LACRIDOS 0.1% SOL OFTAL X 15 ML GOT,48.66,Drolvilla Nacionales
LANSOPRAZOL 30 MG X 14 CAPS CALOX,48.21,Drolvilla Nacionales
LANSOPRAZOL 30 MG X 28 CAPS  CALOX,72.32,Drolvilla Nacionales
LASIX 20 MG X 24 CPR,41.32,Drolvilla Nacionales
LASIX 40 MG X 12 CPR,36.48,Drolvilla Nacionales
LECART 1G/10 ML SOLUCION X 120 ML L-CARN,95.1,Drolvilla Nacionales
LECART 1G/10 ML SOLUCION X 60 ML L-CARNI,55.93,Drolvilla Nacionales
LEPRIT ENZIMATICO GRAGEAS X 6,69.93,Drolvilla Nacionales
LEPTAZINE 10 MG X 24 COMP (TRIFLUOPERAZI,80.24,Drolvilla Nacionales
LEPTAZINE 5 MG X 30 COMP (TRIFLUOPERAZIN,62.01,Drolvilla Nacionales
LESTECOL 40 MG TAB REC X 30 (ATORVASTATI,42.1,Drolvilla Nacionales
LETISAN  500 MG X 10 CAP,17.4,Drolvilla Nacionales
LETISAN 500 MG TAB MASTIC TIRAS X 10 TAB,12.59,Drolvilla Nacionales
LEVOFERIN SOLUCION 30MG/5ML X 90ML,44.2,Drolvilla Nacionales
LEVOFLOXACINA 750 MG X 5 COMP SPEFAR,48.7,Drolvilla Nacionales
LEVORAT 5 MG X 10 TAB REC,24.9,Drolvilla Nacionales
"LIBERDUX 2,5 MG/5ML JBE X 60 ML (DESLORATADINA)",15.0,Drolvilla Nacionales
"LIBERDUX 2,5/5 ML SOLUCION X 60 ML (DESLORATADINA)",15.0,Drolvilla Nacionales
LIBOLAR 5MG/5ML JBE X 120 ML DEXTROMORFA,33.9,Drolvilla Nacionales
LIOLACTIL 250MG X 20 CAP,143.86,Drolvilla Nacionales
LIPONTAL 900 MG TAB X 10 (GEMFIBROZIL),50.19,Drolvilla Nacionales
LOFLOX TAB RECU 400 MG X 10,19.01,Drolvilla Nacionales
LOFLOX TAB RECU 400 MG X 5,12.22,Drolvilla Nacionales
LOGANIL 100MG/5ML JBE PED X 120 ML,55.58,Drolvilla Nacionales
LOGANIL 250MG/5ML JBE AD X 120 ML,61.13,Drolvilla Nacionales
LOKARIN 5MG-60MG/5ML JBE X 60 ML,54.96,Drolvilla Nacionales
LONGACEF 100MG/5ML PPS X60ML,195.46,Drolvilla Nacionales
LORADEX 1 MG/ML X 30 ML (LORATADINA),17.41,Drolvilla Nacionales
LORADEX 1 MG/ML X 60 ML (LORATADINA),27.17,Drolvilla Nacionales
LORADEX 10 MG X 10 TAB (LORATADINA),11.97,Drolvilla Nacionales
LORATADINA 1 MG/ML JBE X 60 ML  SPEFAR,27.46,Drolvilla Nacionales
LORATADINA 10 MG X 10 COMP SPEFAR,27.56,Drolvilla Nacionales
LORATADINA 10 MG X 10 TAB (OFTALMI),12.61,Drolvilla Nacionales
LORATADINA 10MG 5 TAB DISP X 25 BLISTER,134.37,Drolvilla Nacionales
LORATADINA 1MG/5ML JBE X 60 ML KIMICEG,20.15,Drolvilla Nacionales
LORECORT 1MG/0.05MG SOL ORAL X 60 ML,59.24,Drolvilla Nacionales
LOSARTAN POT 100 MG X 10 COMPR GENVEN,19.21,Drolvilla Nacionales
LOSARTAN POT 100 MG X 10 TAB KIMICEG,18.73,Drolvilla Nacionales
LOSARTAN POT 100 MG X 30 COMP SPEFAR,59.31,Drolvilla Nacionales
LOSARTAN POT 100 MG X 30 COMPR GENVEN,51.7,Drolvilla Nacionales
LOSARTAN POT 50 MG X 14 CR SPEFAR,37.88,Drolvilla Nacionales
LOSARTAN POT 50 MG X 20 TAB KIMICEG,21.7,Drolvilla Nacionales
LOSARTAN POT 50 MG X 30 CR GENVEN,34.33,Drolvilla Nacionales
MAPURITE 300 MG X 90 CAP ARCO IRIS,77.22,Drolvilla Nacionales
MARADEX SUSP. OFT X 5 ML,44.85,Drolvilla Nacionales
MARTESIA 75 MG X 14 CAP (PREGABALINA),35.36,Drolvilla Nacionales
MELOVAX 15MG CAP X 10,30.31,Drolvilla Nacionales
"MELOXICAM 7,5 MG X 10 COMP OFTALMI",29.56,Drolvilla Nacionales
MENISTIN 16 MG X 21 TAB REC BETAHISTINA,67.29,Drolvilla Nacionales
MENTOL  UNGUENTO X 10 G LYA,16.2,Drolvilla Nacionales
"MESAMESYN 3,00MG-0,02MG X 28 COMPR",125.69,Drolvilla Nacionales
METFORMINA 500 MG TAB X 30 QUIMFAR,21.4,Drolvilla Nacionales
METFORMINA 850 MG X 30 COMP SPEFAR,64.74,Drolvilla Nacionales
METFORMINA 850 MG X 30 TABREC VIVAX,20.0,Drolvilla Nacionales
METFORMINA CLORH 1000 MG X 30 COMP SPEFA,87.66,Drolvilla Nacionales
METOCLOPRAMIDA 10 MG X 10 TAB VINCENTI,12.0,Drolvilla Nacionales
METREN 500MG CAP BLANDA VAGINAL X 10,50.82,Drolvilla Nacionales
METREN 500MG TAB X 10 (METRONIDAZOL),35.32,Drolvilla Nacionales
METREN SUSP 125MG/5 ML X 120 ML (METRONI,39.41,Drolvilla Nacionales
METREN SUSP 250MG/5 ML X 120 ML(METRONID,50.78,Drolvilla Nacionales
METRONIDAZOL 500MG X 10 COMP SPEFAR,41.75,Drolvilla Nacionales
METRONIDAZOL BENZOIL 125MG/ 5ML X 120 ML,32.77,Drolvilla Nacionales
METRONIDAZOL BENZOIL 250 MG/5ML X 120 ML,38.19,Drolvilla Nacionales
METROVAX CAPS. 500MG. X 15 VIVAX,58.39,Drolvilla Nacionales
METSIGLIN 500/50 MG X10 TAB REC METF+SIT,75.07,Drolvilla Nacionales
MICONAX 15%-4% CREMA VAGINAL X 40GR,82.61,Drolvilla Nacionales
MIGRADORIXINA 125MG-1MG X 10 COMP REC,84.24,Drolvilla Nacionales
MIGREN COMPR 650MG X 10,26.15,Drolvilla Nacionales
MIGREN COMPR 650MG X 20,35.61,Drolvilla Nacionales
MILAX PVO SOL. ORAL TARRO X 120 GR,88.08,Drolvilla Nacionales
MILAX PVO SOL. ORAL TARRO X 360 GR,224.6,Drolvilla Nacionales
MIOVIT AMPOLLAS (KIT X 1  AMP),43.37,Drolvilla Nacionales
MIOVIT AMPOLLAS (KIT X 3  AMP),79.69,Drolvilla Nacionales
MIOVIT GOTAS X 20 ML,69.72,Drolvilla Nacionales
MIOVIT GRAGEAS X 10,46.77,Drolvilla Nacionales
MIOVIT GRAGEAS X 30,110.94,Drolvilla Nacionales
MIOVIT GRAGEAS X 60,187.1,Drolvilla Nacionales
MIOVIT JARABE X 180 ML,171.42,Drolvilla Nacionales
MIOVIT JARABE X 90 ML SIN AZUCAR,101.57,Drolvilla Nacionales
MISELLIM 10 MG X 20 COMP (FLUNARIZINA),79.56,Drolvilla Nacionales
MISULVAN COMP  AD 15MG+0.01MG/5ML X 120M,32.48,Drolvilla Nacionales
MISULVAN COMP PED 7.5+0.005MG/5ML X 120M,30.5,Drolvilla Nacionales
MISULVAN FORTE 30-5MG/5ML SOL X 120 ML,48.41,Drolvilla Nacionales
MISULVAN JARABE ADUL. 30MG/5ML X 120ML,30.38,Drolvilla Nacionales
MISULVAN JARABE PED. 15MG/5ML X 120ML,29.02,Drolvilla Nacionales
"MISULVAN SOL GOTAS 7,5 MG/ML X 30 ML",21.49,Drolvilla Nacionales
MONTELUKAST 10 MG X 10 COMPR SPEFAR,38.69,Drolvilla Nacionales
MONTELUKAST 10 MG X 30 TAB REC OFTALMI,51.25,Drolvilla Nacionales
MOVIMEX 15 MG X 10 TAB OFTALMI,36.07,Drolvilla Nacionales
MOXIDEX SOL OFTALMICA X 5ML,86.78,Drolvilla Nacionales
MUCOBROL JBE 4 MG/5 ML X 120 ML,131.41,Drolvilla Nacionales
MUCOFAR JBE ADULTO X 120 ML,40.92,Drolvilla Nacionales
MUCOMAX 15MG/5ML SOL PED X 120 ML,33.38,Drolvilla Nacionales
MUCOMAX 30MG/5ML SOL AD X 120 ML,37.28,Drolvilla Nacionales
MUCOMAX PLUS 5MG-30MG/5MLSOL X 60 ML,35.29,Drolvilla Nacionales
MULTIDERM 2%  TUBO 15 GR UGT,74.1,Drolvilla Nacionales
MULTIVIRAL CAPS X 30,76.54,Drolvilla Nacionales
MUPROBAN 2%  UNGUENTO X 15 GR,63.33,Drolvilla Nacionales
MUPROBAN 2%  UNGUENTO X 30 GR,122.7,Drolvilla Nacionales
MYDROX SOL OFT 1% X 5 ML (TROPICAMIDA),68.29,Drolvilla Nacionales
NAFAZOL 0.05% GOTAS NAS X 15ML,34.73,Drolvilla Nacionales
NAS 0.05% SOL NAS GOTAS PED X 15 ML,23.04,Drolvilla Nacionales
NAS 0.1% SOL NAS GOTAS AD X 15 ML,23.04,Drolvilla Nacionales
"NASIN 0,05% SOL NAS X 15 ML",34.47,Drolvilla Nacionales
NEURIBE AMP C/LIDOCAINA 2ML X 3 C/J,59.2,Drolvilla Nacionales
NEURIBE CAP BLANDAS X 30 VIVAX,51.48,Drolvilla Nacionales
NEURIXA 150 MG CAP X 14 FARMA,104.98,Drolvilla Nacionales
NEURIXA 75 MG CAP X 14 FARMA,47.64,Drolvilla Nacionales
NEUROMIX X 10 COMP REC,9.0,Drolvilla Nacionales
NEUROMIX X 30 COMP REC,24.0,Drolvilla Nacionales
NEVAC NEPAFENAC 0.1% SUSP OFT X 5ML,83.72,Drolvilla Nacionales
"NINAZO 0,1% SOL GOTAS NAS ADUL15ML FARMA",23.29,Drolvilla Nacionales
