Descripción del Artículo,Precio Mayoreo,Proveedor
CORAMODIO 2 EN 1 CHAMPU Y BAÑO LIQUIDO PARA BEBE 175 ML,15.97,Vitalclinic
CORAMODIO BABY CREMA ANTIPAÑALITIS 84 GR,33.44,Vitalclinic
CORAMODIO LOCION CORPORAL ACEITE DE ROSA MOSQUETA 200 GR,28.94,Vitalclinic
CORBIS 10MG X 30 COMPRIMIDOS,63.67,Vitalclinic
"CORBIS 2,5 MG X 30 TABLETAS",19.19,Vitalclinic
CORENTEL - H 5 MG - 6.25 MG X 30 COMPRIMIDOS,75.72,Vitalclinic
CORENTEL 10 MG X 30 COMPRIMIDOS,67.11,Vitalclinic
CORENTEL 2.5 MG X 30 COMPRIMIDOS,39.15,Vitalclinic
CORENTEL 5 MG X 10 COMPRIMIDOS,30.97,Vitalclinic
COR-INA 81MG X 30 TAB,11.19,Vitalclinic
COROPRES 16 MG X 30 COMPRIMIDOS,67.28,Vitalclinic
COROPRES 32 MG X 30 TABLETAS,111.68,Vitalclinic
COROPRES 8 MG X 10 COMPRIMIDOS,18.41,Vitalclinic
COROPRES 8 MG X 30 COMPRIMIDOS,35.02,Vitalclinic
CORTA UÑAS PARA BEBES 0M+ COLORES SURTIDOS (PIE) GENIAL,13.97,Vitalclinic
CORTICORTEN 20 MG X 20 TABLETAS NEO QUIMICA,19.79,Vitalclinic
CORTIGEN 0.25% CREMA TOPICA 30 GR,63.24,Vitalclinic
CO-SULTRIN 40 MG / 200 MG SUSP PED 5 ML,25.81,Vitalclinic
CO-SULTRIN 80 MG / 400 MG X 20 TAB,21.51,Vitalclinic
COTRIMOXAZOL   200 MG + 40MG  SUSP 100ML,18.5,Vitalclinic
CREAM HAND MASSAGE CON ALMENDRAS (MASAJE DE MANOS CON ALMENDRAS) 118 ML (ETERNAL),26.95,Vitalclinic
CREATINE MONOHIDRATADA 750 MG X 120 CAPSULAS NOW,199.18,Vitalclinic
CREMA ACID MANTLE BABY ANTIPAÑALITIS 30 GR BAYER,128.2,Vitalclinic
CREMA BLANQUEADORA 30 GR FARMAGENIK,41.73,Vitalclinic
CREMA CONTORNO  DE OJOS 30 GR  BIO+,44.91,Vitalclinic
CREMA CORPORAL HIDRATANTE UVA/UVB SEXY AMOUR 200 ML (AROMA SPA),42.92,Vitalclinic
CREMA CORPORAL HIDRATANTE UVA/UVB VERSALLES 200 ML (AROMA SPA),42.92,Vitalclinic
CREMA CORPORAL ULTRA HIDRATANTE UREA URIBODY 200 ML,36.93,Vitalclinic
CREMA DE PEINAR BRESH FOR WOMEN DIVA 200 ML (CORPAÑAL),22.96,Vitalclinic
CREMA DERMOPROTECTORA  ADULTOS 50 GR CERO,39.42,Vitalclinic
CREMA DERMOPROTECTORA 60 GR BIO +,58.39,Vitalclinic
CREMA FACIAL ANTISEPTICA 30 G (LYA),15.92,Vitalclinic
CREMA FRIA DESMAQUILLANTE HIDRATANTE 50 GR (BIOFARCO),24.95,Vitalclinic
CREMA FRIA X 50 GR (LYA),25.38,Vitalclinic
CREMA HUMECTANTE LIGERA ADULTOS 200 ML CERO,38.92,Vitalclinic
CREMA LIMPIADORA FACIAL 120 GR BIO +,40.92,Vitalclinic
CREST SCOPE ENJUAGUE BUCAL 500 ML,54.1,Vitalclinic
CRISOMET 50 MG / 500 MG  X 60 TABLETAS,273.61,Vitalclinic
CRISPLUS ORLISTAT 120 MG X 30 CAPSULAS,131.64,Vitalclinic
CRIX X 21 TABLETAS,48.18,Vitalclinic
CUMIFEM 500 MG X 3 CAPSULAS VAGINALES,38.72,Vitalclinic
CURE AID  (PARCHE OCULAR ADULT  58MM X 82MM) X 20 UND PHARMAPLAST,29.64,Vitalclinic
CURE AID (PARCHE OCULAR PED 50MM X 62MM) X 20 UND PHARMAPLAST,23.35,Vitalclinic
CURE AID CLEAR  X 20 UNIDADES PHARMAPLAST,10.38,Vitalclinic
CURE AID KIDS (CURITAS INFANTIL) X 20 UNIDADES PHARMAPLAST,11.68,Vitalclinic
CURE-AID COLD SORE (PARCHES) X 24 UND (PHARMAPLAST),18.96,Vitalclinic
CURITAS CON ALOE X 20 PCS 19 MM X 72 MM + 25 X 72 MMN (EUROSTRIPS ALOE),38.72,Vitalclinic
CURITAS CON ALOE X 20 PCS 19 MM X 72 MM 2 (3/4) (EUROSTRIPS ALOE),33.56,Vitalclinic
CURITAS MIXTAS PE ZUVISS X 20 UNIDADES,10.98,Vitalclinic
CURPINOL 12.5 MG X 10 COMPRIMIDOS,14.63,Vitalclinic
CURPINOL 25 MG X 10 TABLETAS,24.95,Vitalclinic
CURPINOL 25 MG X 30 TABLETAS,61.95,Vitalclinic
CURPINOL 6.25 MG X 10 COMPRIMIDOS,12.48,Vitalclinic
CUTICLIN  20 MG X 30 CAPSULAS,130.18,Vitalclinic
CUTICLIN 10 MG X 30 CAPSULAS,103.76,Vitalclinic
CUTIMED SORBACT (APOSITO) 10 X 10 CM  4 X 4 (BSN),130.25,Vitalclinic
CYNT 20 MG X 20 TABLETAS,23.23,Vitalclinic
CYNT 40 MG X 10 TABLETAS,15.49,Vitalclinic
CYPRAL 500 MG X 20 TAB,31.4,Vitalclinic
CYPRAL 750 MG X 6 TABLETAS,13.68,Vitalclinic
DABIGATRAN 110 MG X 10 TABLETAS VINCENTI,96.02,Vitalclinic
DABIGATRAN 75 MG X 10 TABLETAS VINCENTI,69.69,Vitalclinic
DALCITRIN 2% 30 GR,44.74,Vitalclinic
DALPAS 10 MG X 30 TABLETAS,24.95,Vitalclinic
DALPAS 5 MG X 30 TABLETAS,21.51,Vitalclinic
DALTAZEN 60 MG X 20 COMPRIMIDOS,86.04,Vitalclinic
DANI-35 2 MG - 35 MCG  X 21 TABLETAS,61.43,Vitalclinic
DANIELE 2 MG - 0.035 MG X 21 TABLETAS,57.22,Vitalclinic
DARLIDE  1000 UI X30 CAP,20.22,Vitalclinic
DAYFLU DIA / NOCHE 500 MG - 10 MG - 2 MG X 15 CAPSULAS,36.39,Vitalclinic
DAYFLU DIA 500 MG - 10 MG - 2 MG  X 10 CAPSULAS,26.33,Vitalclinic
DAYFLU NOCHE 500 MG X 10 TABLETAS,26.33,Vitalclinic
DECA LENTERMINA  X 3AMP,28.39,Vitalclinic
DEFALOX 400 MG X 10TABLE,84.32,Vitalclinic
DEFEROL 2000 U.I X 30CAP,42.59,Vitalclinic
DEFEROL 7000U.I  X 8CAP,27.88,Vitalclinic
DEFLAZACORT 30 MG X 10 TABLETAS CALOX,43.02,Vitalclinic
DEFLAZACORT 6 MG X 10 TABLETAS CALOX,41.3,Vitalclinic
DEFLAZACORT 6 MG X 10 TABLETAS PRAHEM,33.99,Vitalclinic
DEFLAZACORT 6MG X 10TAB INMENOL,16.78,Vitalclinic
DEFLAZACORT 6MG X 10TAB JMW,13.77,Vitalclinic
DELBACTAM AMP I.V 4.5G DELTA,60.23,Vitalclinic
DELGAPLANT 500 MG X 60 CAPSULAS HERBAPLANT,67.11,Vitalclinic
DENCOFEN GEL 40 GR,26.24,Vitalclinic
DENCORUB CREMA 40 GR,20.65,Vitalclinic
DENCORUB GEL 40 GR,27.96,Vitalclinic
DENCORUB ICE ROLL ON 80 G,21.96,Vitalclinic
DENUAL 150 MG X 1 COMPRIMIDO,41.73,Vitalclinic
DERAIN 15 % CREMA 15 GR  USO TOPICO,47.84,Vitalclinic
DERAIN 15 % X 10 GASAS USO TOPICO,86.21,Vitalclinic
DERM CLOBETA 0.05% CREMA 30 GR,28.82,Vitalclinic
DERM KETA 2 % CREMA 15 GR,10.32,Vitalclinic
DERMANUTRIX X 14 SACHETS 15 GR,190.13,Vitalclinic
DERMATREZ 30GR  (ZUZU),17.12,Vitalclinic
DERMAZOL 0.05% LOCION CAPILAR 25 ML,73.99,Vitalclinic
DERMAZOL 0.05% UNGUENTO 30 GR,77.87,Vitalclinic
DERMAZOL CREMA 0.05% USO TOPICO 30 GR,67.11,Vitalclinic
DERMISA BARRA DE AVENA 85 GR,26.67,Vitalclinic
DERMISA BARRA DE AZUFRE 85 GR,30.97,Vitalclinic
DERMISA BARRA DE CARBON 85 GR,38.72,Vitalclinic
DERMISA BARRA DE GLICERINA 85 GR,26.67,Vitalclinic
DERMISA BARRA DE TE VERDE 85GR,38.72,Vitalclinic
DERMISA CREMA BLANQUEADORA  50 GR,85.18,Vitalclinic
DERMOSONE 0.05% CREMA 15 GR,14.63,Vitalclinic
DERMOSUPRIL 0.05% CREMA 15 GR,53.78,Vitalclinic
DERMOSUPRIL 0.05% EMULSION TOPICA 120 ML,121.32,Vitalclinic
DERMOSUPRIL 0.1% CREMA 15 GR,60.23,Vitalclinic
DERMOSUPRIL C - 0.1% - 3% CREMA 15 GR,81.31,Vitalclinic
DERMOX CREMA ANTIPANALITIS 50 GR,19.96,Vitalclinic
DERMOX CREMA ANTIPANALITIS TARRO 100 GR,35.93,Vitalclinic
DERMOX LOCION CORP.  MILK NUTRITIVA 350 ML,27.45,Vitalclinic
DERMOX LOCION CORPORAL  HUMECTANTE CON VITAMINA E 200 ML,21.26,Vitalclinic
DERMOX LOCION CORPORAL HUMECTANTE CON GLICERINA 200 ML,21.26,Vitalclinic
DERMOX LOCION CORPORAL HUMECTANTE CON GLICERINA 350 ML,28.25,Vitalclinic
DERMOX LOCION CORPORAL HUMECTANTE CON VITAMINA E 350 ML,28.25,Vitalclinic
DERMOX LOCION CORPORAL MILK NUTRITIVA 200 ML,21.26,Vitalclinic
DERMOX LOCION CORPORAL REAFIRMANTE CON COLAGENO 350 ML,28.25,Vitalclinic
DERNIER AGUA MICELAR BIFASICA TODO TIPO DE PIEL 200 ML,51.9,Vitalclinic
DERNIER AGUA MICELAR PIEL SENSIBLE 200 ML,50.4,Vitalclinic
DERNIER BRONCEADOR DERNIER CREMA SUN CARE 200ML,27.95,Vitalclinic
DERNIER BRONCEADOR SPRAY DERNIER SUN CARE 200 ML,46.11,Vitalclinic
DERNIER BRUMA TONIFICANTE FACIAL  200 ML,32.94,Vitalclinic
DERNIER COLONIA BABY 200 ML,21.96,Vitalclinic
DERNIER LECHE LIMPIADORA FACIAL 120 GR,27.95,Vitalclinic
DERNIER PROTECTOR SOLAR SPRAY BABY SUN CARE 200ML,47.91,Vitalclinic
DERNIER REPELENTE DE INSECTOS EN LOCION  BABY 200ML,45.91,Vitalclinic
DERNIER REPELENTEDE INSECTOS EN SPRAY SKINSEPT 200ML,26.95,Vitalclinic
DERNIER SOLUCION LIMPIADORA FACIAL SKINSEPT 200 ML,18.96,Vitalclinic
DERNIER SOLUCION LIMPIADORA PARA LA HIGIENE INTIMA  200 ML,26.45,Vitalclinic
DERNIER SOLUCION LIMPIADORA PARA LA PIEL BABY 200ML,15.47,Vitalclinic
DEROVIT 1000UI X15 CAP,15.92,Vitalclinic
DESLER 0.5 MG / ML JBE 60 ML PED,31.83,Vitalclinic
DESLER M 5MG - 10 MG X10 TABLETAS,63.67,Vitalclinic
DESLITINE 5 MG X10TABLETAS,7.31,Vitalclinic
DESLORAT 0.5 MG / ML JARABE 60 ML,22.37,Vitalclinic
DESLORAT 5 MG X 10 TABLETAS,13.94,Vitalclinic
DESLORATADINA 0.5 MG / ML JARABE 60 ML GENVEN,22.11,Vitalclinic
DESLORATADINA 2.5 MG / 5 ML JARABE PEDIATRICO 60 ML LA SANTE,20.65,Vitalclinic
DESLORATADINA 2.5 MG / 5 ML SOLUCION ORAL PEDIATRICO 60 ML MEYER,23.66,Vitalclinic
DESLORATADINA 5MG X10 TAB  BRIX MEDIC,6.02,Vitalclinic
DESLORATADINA 5MG X10 TAB CALOX,12.91,Vitalclinic
DESLORATADINA 5MG X10 TAB LAND,6.02,Vitalclinic
DESODORANTE BARRA OLD SPICE (FRESH) 85 GR,54.89,Vitalclinic
DESODORANTE BARRA OLD SPICE (ORIGINAL) 85 GR,54.89,Vitalclinic
DESODORANTE BARRA OLD SPICE (PURE SPORTS) 85 GR,54.89,Vitalclinic
DESODORANTE DIOXOGEN ROLL - ON TALCO 90 GR (PONCE & BENZO),16.97,Vitalclinic
DESODORANTE DIOXOGEN ROLL-ON ALOE VERA 90 GR,16.97,Vitalclinic
DESODORANTE DIOXOGEN ROLL-ON BICARBONATO 90 G,16.97,Vitalclinic
DESOLON 75 MCG X 28 TABLETAS,20.22,Vitalclinic
DESONIDA 0.05% CREMA TOPICA 15 GR,19.79,Vitalclinic
DESONIDA CREMA 0.1% CREMA TOPICA 15 GR,22.8,Vitalclinic
DETFORGLIN 500MG - 50 MG X 30 TABLETAS,66.25,Vitalclinic
DETOX SUPLEMENT DIET. 60 CAP (ETERNAL) (FRASCO),58.51,Vitalclinic
DEVAL JABON CON AVENA EXFOLIANTE 92 GR,7.98,Vitalclinic
DEXAGLOS  0.1MG/ML JBE 100 ML,12.91,Vitalclinic
DEXAMER  0.05% 20 GR,21.51,Vitalclinic
DEXAMETASONA 4 MG X10 TAB  PORTUGAL,11.19,Vitalclinic
DEXAMETASONA 8 MG / 2 ML SOLUCION INYECTABLE I.M./ I.V X 1 AMPOLLA BRIX MEDIC,3.01,Vitalclinic
DEXAMETASONA 8 MG / 2 ML SOLUCION INYECTABLE X 1 AMPOLLA 2 ML PSICOFARMA,8.17,Vitalclinic
DEXAMETASONA 8 MG / 2 ML X 1 AMPOLLA I.M / I.V KMPLUS,3.01,Vitalclinic
DEXAMETASONA 8MG 2ML I.M I.V AMP CAPLIN POINT,3.44,Vitalclinic
DEXAMETASONA INY 8 MG / 2 ML (I. M / I. V) (BALAXI),3.44,Vitalclinic
DEXKETOPROFENO 25 MG X 15 TABLETAS,20.22,Vitalclinic
DEXMEDETOMIDINA 100 MCG / 1 ML SOLUCION INY USO I.V BIOSANO,60.23,Vitalclinic
DEXTROMETORFANO 6.25MG/5ML JBE 120 ML ZUZU,17.64,Vitalclinic
DEXTROSA 5% CLORURO DE SODIO 0.9% 500 ML IPS,16.78,Vitalclinic
DIA - MED PLUS 1000MG / 50 MG X 30 TABLETAS,89.48,Vitalclinic
DIA - MED PLUS 850 MG / 50 MG X 30 TABLETAS,84.75,Vitalclinic
DIACEREINA 50 MG X 30 TABLETAS ANGELUS,55.93,Vitalclinic
DIACERINA 50 MG X 10 TABLETAS VINCENTI,35.88,Vitalclinic
DIACORT SUSP 3MG 60 ML DISTRILAB,42.16,Vitalclinic
DIAFORMINA PLUS 2.5/500 X 30 TABLETAS,93.61,Vitalclinic
DIAFORMINA PLUS 5/500 X 30 TABLETAS,108.84,Vitalclinic
DIAGESIC 75 MG/ 3ML X  2 AMPOLLAS,40.44,Vitalclinic
DIALPRON 250 MG / ML JARABE PEDIATRICO 120 ML,66.25,Vitalclinic
DIAMENIL PLUS 1000 MG - 200 MG X 30 TABLETAS,85.18,Vitalclinic
DIAMET 300 MG X 90 CAPSULAS,42.16,Vitalclinic
DIAMIB 500MG / 5ML -15ML POLVO PARA SUSP,22.8,Vitalclinic
DIANIDIP 10 MG X 10 TABLETAS,42.16,Vitalclinic
DIANIPID 20 MG X 10 TABLETAS  DISTRILAB,49.47,Vitalclinic
DIARONA 200 MG X 10 TABLETAS,48.78,Vitalclinic
DICAZID 30 MG X 30 TABLETAS,30.11,Vitalclinic
DICLODEX 50 MG X 10 TABLETAS,6.02,Vitalclinic
DICLODEX 50 MG X 20 TABLETAS,10.76,Vitalclinic
DICLOFENAC 10 MG / 5 ML SUSP 60 ML S.R.L,22.37,Vitalclinic
DICLOFENAC GEL 30G BRIX MEDIC,14.2,Vitalclinic
DICLOFENAC POTASICO - ACETAMINOFEN 50 MG / 500 MG X 10 TABLETAS ARTE MEDICO,8.6,Vitalclinic
DICLOFENAC POTASICO 100 MG X 10 TABLETAS BRIX MEDIC,6.45,Vitalclinic
DICLOFENAC POTASICO 100 MG X 10 TABLETAS SAGA,7.31,Vitalclinic
DICLOFENAC POTASICO 100 MG X10 TAB (S.R.L),7.31,Vitalclinic
DICLOFENAC POTASICO 25 MG / 5 ML SUSPENSION ORAL PEDIATRICO 60 ML KMPLUS,21.08,Vitalclinic
DICLOFENAC POTASICO 50 MG X 10 TABLETAS BUKA,4.73,Vitalclinic
DICLOFENAC POTASICO 50 MG X 10 TABLETAS JL DE VENEZUELA,3.44,Vitalclinic
DICLOFENAC POTASICO 50 MG X 10 TABLETAS UNICURE,3.01,Vitalclinic
DICLOFENAC POTASICO 50 MG X10 TAB  FARMAMED,4.3,Vitalclinic
DICLOFENAC POTASICO 50 MG X10 TAB  OFTALMI,4.47,Vitalclinic
DICLOFENAC POTASICO 50 MG X10 TAB (LA SANTE),9.03,Vitalclinic
DICLOFENAC POTASICO 50 MG X10 TAB BLUE MEDICAL,3.7,Vitalclinic
DICLOFENAC POTASICO 50 MG X10 TAB LAND,3.01,Vitalclinic
DICLOFENAC POTASICO 50 MG X10 TAB ZUZU,1.72,Vitalclinic
DICLOFENAC POTASICO 50 MG X10TABLETAS BRXMEDIC,4.73,Vitalclinic
DICLOFENAC POTASICO 50 MG X20 TAB (UNIPHARMA),7.31,Vitalclinic
DICLOFENAC POTASICO 50 MG X30TABLETAS ZUZU,5.16,Vitalclinic
DICLOFENAC POTASICO AMP IM/IV 75MG/3ML GLOBALMEDIC,15.06,Vitalclinic
DICLOFENAC SODICO 1% 50GR  USO TOPICO GEL  (SGG),18.5,Vitalclinic
DICLOFENAC SODICO 100 MG X 5 SUPOSITORIOS ADN,13.94,Vitalclinic
DICLOFENAC SODICO 50 MG X 10 TABLETAS BALAXI,1.72,Vitalclinic
DICLOFENAC SODICO 50 MG X10  TAB  UNICURE,2.15,Vitalclinic
DICLOFENAC SODICO 50 MG X10 TAB REC.  HUMAN,3.87,Vitalclinic
DICLOFENAC SODICO 75 MG / 3 ML SOLUCION INYECTABLE I.M / I.V X 1 AMPOLLA BRIX MEDIC,2.58,Vitalclinic
DICLOFENAC SODICO 75 MG / 3 ML SOLUCION INYECTABLE I.V / I.M X 1 AMPOLLA MEDEK,2.15,Vitalclinic
DICLOFENAC SODICO 75 MG / 3 ML SOLUCION INYECTABLE X1 AMPOLLA VITALIS,2.15,Vitalclinic
DICLOFENAC SUPOSITORIOS PED. X5 (INMENOL),14.2,Vitalclinic
DICLOFENACO 1% GEL 50 GR COASPHARMA,15.06,Vitalclinic
DICLOFEVIN 50 MG X 10 CAPSULAS,15.75,Vitalclinic
DICLOHEM 50 MG X10TAB,3.53,Vitalclinic
DICLOPRAM 5MG/5ML 100ML DISTRILAB,14.63,Vitalclinic
DICLOPTIC 0.1% SOLUCION OFTALMICA 5 ML,57.22,Vitalclinic
DICLORFAM  4 MG X20TABLETAS,8.6,Vitalclinic
DIECAPS 60 MG X 30 CAPSULAS ROWE,96.36,Vitalclinic
DIENTE DE LEON 250 MG X90 CAP ARCOIRIS,38.03,Vitalclinic
DIENTE DE LEON 300 MG X60 CAP NATURAL PREMIUM,48.18,Vitalclinic
DIEPILEP X 30 TABLETAS,36.14,Vitalclinic
DI-EUDRIN 12.5 MG X 24 TABLETAS,25.38,Vitalclinic
DIFEN PLUS X10TABLETAS,18.07,Vitalclinic
DIFEN X 10 TABLETAS,15.06,Vitalclinic
DIFENAC GEL 1% 30 GR,16.35,Vitalclinic
DIFENHIDRAMINA 50 MG X10 TABLETAS JMW,5.16,Vitalclinic
DIFFERIN 0.3% 30 GR,215.53,Vitalclinic
DIFLURYL 10 MG X30TABLETAS,40.44,Vitalclinic
DIGESAN 300 MG X 90 CAPSULAS,42.16,Vitalclinic
DIGESNAT  PLUS X60CAPSULAS,51.62,Vitalclinic
DIGESTA 250 MG X20 CAPSULAS BLANDAS,59.37,Vitalclinic
DIGIFAL 1 MG X10TAB,20.65,Vitalclinic
DIGLET VIT D3 1000UI X30COMP,22.8,Vitalclinic
DIGOXINA 0.25 MG TAB X10 TAB BRIX MEDIC,3.87,Vitalclinic
DIGOXINA 0.25 MG X 10 TABLETAS LAND,6.02,Vitalclinic
DIGOXINA 0.25 MG X10 COLIN,7.74,Vitalclinic
DIGOXINA 0.25MG X10TAB INMENOL,8.17,Vitalclinic
DIHIDROLIP 20 MG X 10 TABLETAS,49.04,Vitalclinic
DIKLASON 1.8 MG / ML SOLUCION ORAL PEDIATRICO 120 ML,42.07,Vitalclinic
DIKLASON 50 MG X 10 COMPRIMIDOS,14.71,Vitalclinic
DILOTEX 10 MG X 10 TABLETAS,9.89,Vitalclinic
DIMENHIDRINATO 50 MG / 1 ML X 1 AMPOLLA I.M / I.V 1 ML COLIN,9.03,Vitalclinic
DIMETIGAS 75 MG/ML SOLUCION GOTAS X 15 ML,9.46,Vitalclinic
DIMETIN 200 MG X 20 TABLETAS,34.42,Vitalclinic
DIMEZIN 75 MG / ML SOLUCION GOTAS 10 ML,9.89,Vitalclinic
DINITRATO DE ISOSORBIDA 10 MG X 10 TABLETAS JMW,3.87,Vitalclinic
DINITRATO DE ISOSORBIDE 10MG X 10 TAB LAPROFF,3.87,Vitalclinic
DIOLFEN X 20 TABLETAS,45.6,Vitalclinic
DIOSMINA - HESPERIDINA 450 MG - 50 MG X 10 TABLETAS DAC 55,49.9,Vitalclinic
DIOSMINA - HESPERIDINA 450 MG - 50 MG X 10 TABLETAS LAND,37.86,Vitalclinic
DIOSMINA 450 MG X 10 TABLETAS ZUZU,49.9,Vitalclinic
DIOSMINA 600 MG X 10 TABLETAS JMW,33.13,Vitalclinic
DIOSMINA 600 MG X 14 TABLETAS CALOX,76.58,Vitalclinic
DIOSMINA 600 MG X 20 TABLETAS MEDRIKHA,66.25,Vitalclinic
DIOSMINA 600 MG X 30 TABLETAS DISTRILAB,84.32,Vitalclinic
DIOSPERIN 450 MG - 50 MG X 20 CAPSULAS,99.81,Vitalclinic
DIOXOGEN SOLUCION ANTISEPTICA  460 ML,11.48,Vitalclinic
DIOXOGEN SOLUCION ANTISEPTICA  MED 115ML,6.49,Vitalclinic
DIOXOGEN SOLUCION ANTISEPTICA  MED 230 ML,8.58,Vitalclinic
DIPIRONA 1 G / 2 ML SOLUCION INYECTABLE I.M / I.V X1 AMPOLLA KMPLUS,2.58,Vitalclinic
DIPIRONA 1G / 2 ML SOLUCION INYECTABLE I.M / I.V X1 AMPOLLA VITALIS,2.15,Vitalclinic
DIPIRONA 500 MG X 10 TABLETAS KMPLUS,5.59,Vitalclinic
DIPIRONA MONOHIDRATADA 500 MG / ML SOLUCION GOTAS 10 ML NEO QUIMICA,8.17,Vitalclinic
DIPIRONA SODICA 1 GR / 2 ML X1 AMPOLLA I.V / I.M RYAN,2.15,Vitalclinic
DIPLOZ 1 MG X 30 TABLETAS,62.81,Vitalclinic
DIPROXIN SUSPENSION ORAL 250MG / 5ML - 60ML,24.52,Vitalclinic
DISCAPINA SOLUCION ORAL 5 MG / ML - 20 ML,26.24,Vitalclinic
DISCAPINA x 20 TABLETAS,36.14,Vitalclinic
DISCETAM 1000 MG X 30 TABLETAS,102.39,Vitalclinic
DISCOLAYTE POLVO 69.7 G X 1 SOBRE,18.93,Vitalclinic
DISFENAC 1.8 MG / ML SUSPENSION ORAL 120 ML,26.24,Vitalclinic
DISLEPTAL 300 MG / 5 ML SUSPENSION ORAL 100 ML,84.32,Vitalclinic
DISLEPTAL 300 MG X 30 TABLETAS,64.53,Vitalclinic
DISPOSITIVO INTRAUTERINO DE LIBERACION CONTROLADA MIRENA ( 20mcg/24h),1505.7,Vitalclinic
DISTEN DUO 100MG+300MGX X30CAPSULAS,151.43,Vitalclinic
DISTRILAX POLVO PARA SOLUCION ORAL X 120 GR,36.14,Vitalclinic
DISZEPIN 100 MG / 5 ML SUSPENSION ORAL PEDIATRICO 100 ML,42.16,Vitalclinic
DITOSXIL 100MG/5ML 120 ML,17.64,Vitalclinic
DIUSAN 300 MG X90 CAPSULAS ARCO IRIS,39.58,Vitalclinic
DIVAL 50 MG X20TABLETAS,12.91,Vitalclinic
DIVAL 75 MG / 3 ML SOLUCION INYECTABLE I.M X 2 AMPOLLAS,24.52,Vitalclinic
DIVAL FORTE 100 MG X 20 TABLETAS,27.96,Vitalclinic
DIVINALT 3 MG / 0.03 MG X 21 COMPRIMIDOS,88.19,Vitalclinic
DIXAPARIN 40 MG / 0.6 ML X 2 JERINGAS,103.25,Vitalclinic
DIZOLID 2 MG / ML SOL. INY. I.V. 300 ML,116.15,Vitalclinic
DIZONIDE 500 MG X 10 TABLETAS,42.16,Vitalclinic
DIZONIDE SUSP POLVO 100MG 60ML,50.76,Vitalclinic
DLORACE 500MG-4MG  X20TABLETAS,14.63,Vitalclinic
DOBRACID L.P 300 MG X 30 COMPRIMIDOS,85.87,Vitalclinic
DOBUTAMINA 250MG/5ML I.V AMP BIOSANO,43.02,Vitalclinic
DOCE - PLEX SUSPENSION ORAL 240 ML,42.07,Vitalclinic
DOCE PLEX ELIXIR 120 ML JARABE,27.36,Vitalclinic
DOL  X 10 TABLETAS,18.93,Vitalclinic
DOL  X 10 TABLETAS,17.04,Vitalclinic
DOL DISPENSADOR 20 BLISTER X 4 TABLETAS,117.44,Vitalclinic
DOL KIDS 160 MG X 20 TABLETAS,15.06,Vitalclinic
DOL PLUS DISPENSADOR 20 BLISTER X 4 TABLETAS,119.42,Vitalclinic
DOL PLUS X 10 TABLETAS,21.08,Vitalclinic
DOL PLUS X 10 TABLETAS,19.01,Vitalclinic
DOL PLUS X 20 TABLETAS,31.4,Vitalclinic
DOL X 20 TABLETAS,27.96,Vitalclinic
DOLAK 10 MG X 20 COMP,24.52,Vitalclinic
DOLAK SUBLINGLAL 10 MG X10COMP,22.8,Vitalclinic
DOLGRIP 325 MG - 4 MG / 32 MG X 10 TABLETAS,17.21,Vitalclinic
DOLGRIP FORTE X 10 TAB,35.71,Vitalclinic
DOLICOX GRIP NOCHE PANELA Y LIMON X 1 SOBRE,5.16,Vitalclinic
DOLNIX 75 MG X 20 TABLETAS,30.11,Vitalclinic
DOLO - RINN  X 10 TABLETAS,22.37,Vitalclinic
DOLO ICE GEL MENTOLADO 120 GR,20.46,Vitalclinic
DOLO ICE GEL MENTOLADO 250 GR TARRO,25.95,Vitalclinic
DOLO ICE GEL MENTOLADO ROLL ON 90 GR,20.96,Vitalclinic
DOLOMAX 100 MG X 20 TABLETAS,55.5,Vitalclinic
DOMPERIDONA 10 MG X 10 TABLETAS FAHD,5.16,Vitalclinic
DOMPERIDONA 10 MG X 15 TABLETAS CALOX,11.19,Vitalclinic
DOMPERIDONA 10 MG X 30 TABLETAS ANGELUS,15.49,Vitalclinic
DOMPERIDONA 10 MG X10TABLETAS (JMW),5.59,Vitalclinic
DOMPERIDONA 10MG/2ML I.M/I.V AMP BIOSANO,11.19,Vitalclinic
DOMPESIN 1 MG / ML SUSPENSION ORAL 120 ML,24.95,Vitalclinic
DONABELLA 2 MG - 0.035 MG X 21 COMPRIMIDOS,44.74,Vitalclinic
DONEPEZIL 10 MG X 10 TAB (ZUZU),85.18,Vitalclinic
DONEPEZIL 5 MG X 10 TAB (ZUZU),67.97,Vitalclinic
DONEPEZILO 10 MG X 56 COMPRIMIDOS FARMOZ,204.78,Vitalclinic
DONEPEZILO 5 MG X 56 COMPRIMIDOS FARMOZ,123.47,Vitalclinic
DOPAMINA 200MG/5ML I.V AMP BIOSANO,8.6,Vitalclinic
DORIPENEM 500 MG X 1 AMP (ADN),379.44,Vitalclinic
DORIXINA FLEX 125 MG - 5 MG X 10 COMPRIMIDOS,64.96,Vitalclinic
DORTIMOL  2% +  0.5% SOL OFTAMICA 10 ML (JAYWIN),48.61,Vitalclinic
DORZOLOLAMIDA + TIMOLOL 2%+0.5% GOTA OFT LAND,35.28,Vitalclinic
DOSPROL 10MG X30TABLETAS,23.66,Vitalclinic
DOTRON 1.8 MG / ML JARABE PEDIATRICO 120 ML,45.17,Vitalclinic
DOTRON 50 MG X 20 TABLETAS,24.95,Vitalclinic
