Descripción del Artículo,Precio Mayoreo,Proveedor
CLODOXIN (METOCL+VIT B6) GOTA PED X 30ML PLUS ANDEX,21.86,Unipharma
"CLONIPRES (CLONIDINA CLORH) 0,150MG X 20 TAB KLINOS MEGALABS",80.93,Unipharma
CLONIXINATO DE LISINA 100MG/2ML AMP BIOSANO EL MORRO,6.66,Unipharma
CLOPIDOGREL 75MG X 20 TAB FARMAMED,21.72,Unipharma
CLORACE 500MG/4MG X 10 TAB COFASA,60.66,Unipharma
CLORACE 500MG/4MG X 20 TAB COFASA,113.36,Unipharma
CLORACE JARABE SIN AZUCAR X 120ML COFASA,67.32,Unipharma
CLORFENIRAMINA 10MG/1ML IV/IM AMP BIOSANO EL MORRO,6.66,Unipharma
CLORFENIRAMINA 10MG/ML I.M/I.V 1ML X 10 AMP UNIPHARMA,57.19,Unipharma
CLORFENIRAMINA BP CAJA X 10 AMP X 1 ML ASIA,192.99,Unipharma
CLORFENIRAMINA MALEATO 4MG X 20 TAB COASPHARMA,16.94,Unipharma
CLORURO DE MAGNESIO 25GR SOBRE CHEMICALS,32.43,Unipharma
"CLORURO DE POTASIO 7,5% (KCL)X 100ML BEHRENS",60.52,Unipharma
CLORURO DE SODIO 0.9% X 100ML BEHRENS,42.85,Unipharma
CLORURO DE SODIO 0.9% X 500ML BEHRENS,31.27,Unipharma
CLORURO DE SODIO SOL 0.9% 500ML UNIPHARMA,20.7,Unipharma
CLOTRIMAZOL 500MG X 1 OVULO TIARES,30.26,Unipharma
CLOTRIMAZOL100MG X 6 OVULOS TIARES,35.91,Unipharma
CODEBROMIL PLUS AD JARABE X 90ML  VINCENTI,84.41,Unipharma
COFADOR (DORZOLAMINA) GOTAS X 5ML COFASA,107.14,Unipharma
COFASURE (VALSARTAN) 80 MG X 30 TAB COFASA,45.61,Unipharma
COFATODEX (TODEX) GOTAS X 5 ML COFASA,53.71,Unipharma
COLAGENO CON VITAMINA C 400MG X 60 CAP ARCOIRIS,120.02,Unipharma
COLAGENO HIDR. 500MG X 60 CAP NATURAL PREMIUM,104.97,Unipharma
COLAYTE TARRO X 69.57G RONAVA,81.51,Unipharma
COLCHICINA 0.5MG X 10 TAB LAPROFF,6.95,Unipharma
COLLAR CERVICAL FORMA (PHILA) PED FORMA,500.36,Unipharma
COLLAR CERVICAL FORMA (PHILA) TALLA L FORMA,550.16,Unipharma
COLLAR CERVICAL FORMA (PHILA) TALLA M FORMA,533.51,Unipharma
COLLAR CERVICAL SUAVE TALLA L FORMA,267.12,Unipharma
COLLAR CERVICAL SUAVE TALLA S FORMA,197.05,Unipharma
COLYPAN 200MG X 10 TAB FARMA,66.89,Unipharma
COLYPAN 300MG X 20 TAB LIB. PROLONG FARMA,159.69,Unipharma
COMPLEJO B I.V/I.M (VITOWISE B PLUS) CAJA X 10 AMP X 2ML ASIA,263.5,Unipharma
COMPLEJO B IM (VIT B1-B6-B12) AMP BIOSANO EL MORRO,13.17,Unipharma
COMPLEJO DE VITAMINAS B X 20 TAB SPEFAR,31.85,Unipharma
COMPRESAS DE LAPARATOMIA DIPHOCARE,45.32,Unipharma
COMTREX DIA CAJA X 60 SOBRES PORTUGAL,484.87,Unipharma
CONDON DUO ESTIMUL X 3 UNID,15.93,Unipharma
CONDON DUO G-SENSATION X 3 UNID,15.93,Unipharma
CONDON DUO KIT FIESTA X 3 UNID,15.93,Unipharma
CONDON DUO LUBRICADO X 3 UNID,15.93,Unipharma
CONDON DUO RETARDANTE X 3 UNID,15.93,Unipharma
CONDON DUO SABORES X 3 UNID,15.93,Unipharma
CONFIRA PRUEBA DE EMBARAZO SANFARMA,7.38,Unipharma
CORENTEL 5MG (BISOPROLOL) 10COMP ROEMMERS,43.0,Unipharma
CORRECTOR DE POSTURA FEMENINO TALLA L FORMA,326.91,Unipharma
CORRECTOR DE POSTURA FEMENINO TALLA XL FORMA,342.98,Unipharma
CORRECTOR DE POSTURA MASCULINO TALLA L FORMA,301.0,Unipharma
CORRECTOR DE POSTURA MASCULINO TALLA M FORMA,270.16,Unipharma
CORRECTOR DE POSTURA MASCULINO TALLA XL FORMA,316.63,Unipharma
CORTICORTEN (PREDNISONA) 20MG X 20 COMP NEO QUIMICA,32.43,Unipharma
CREMA FRIA HIDRATANTE X 50GR BIOFARCO,13.61,Unipharma
CURPINOL ( CARVEDILOL ) 25MG X 30 COMP ROWE MEGALABS,76.01,Unipharma
CURPINOL (CARVEDILOL) 25MG X 10 COMP ROWE MEGALABS,40.39,Unipharma
CURPINOL (CARVEDILOL) 6.25MG X 10 COMP MEGALABS,24.76,Unipharma
CUTICLIN 10MG X 30 CAP VIVAX,180.83,Unipharma
CUTICLIN 20MG X 30 CAP VIVAX,224.55,Unipharma
CYPRAL (CIPROFLOXACINA) 750MG X 6 TAB SIEGFRIED MEYER,25.05,Unipharma
DAC-LAX 8.5G POLVO X 120G DAC55,28.52,Unipharma
DALTAZEN (DILTIAZEM) 60MG X 20COMP MEGALABS,143.77,Unipharma
DAYFLU DIA/NOCHE X 6 CAP VIVAX,27.65,Unipharma
DECOBEL 0.5MG/ X 30 TAB RONAVA,42.57,Unipharma
DEFEROL (VITAMINA D3) 2000MG X 30 CAP VIVAX,81.22,Unipharma
DEFLAZACORT 30MG X 10 COMP CALOX,70.36,Unipharma
DEFLAZACORT 30MG X 30 TAB CALOX,166.21,Unipharma
DEFLAZACORT 6MG X 10 TAB CALOX,70.22,Unipharma
DENCOFEN GEL X 40G PONCE & BENZO,42.85,Unipharma
DENCORUB CREMA X 40 G PONCE & BENZO,35.47,Unipharma
DENCORUB ICE X 40G PONCE & BENZO,35.04,Unipharma
DENUAL 150MG X 1 COMP,61.24,Unipharma
DERMAZOL 0.05% CREMA X 30 GR MEDIHEALTH MEGALABS,112.35,Unipharma
DERMAZOL 0.05% LOCION CAPILAR X 25ML MEDIHEALTH MEGALABS,124.51,Unipharma
DERMAZOL 0.05% UNGUENTO X 30 GR MEDIHEALTH MEGALABS,136.24,Unipharma
DERMOSUPRIL 0.05% CREMA TOPICA MEDIHEALTH,89.91,Unipharma
DERMOSUPRIL 0.1% CREMA X 15 GR MEDIHEALTH,101.06,Unipharma
DESLER 5MG ADULT X 10 TAB GALENO PHARMETIQUE,38.51,Unipharma
DESLOR+MONTELUKAST (UNIDES-M ) 5/10MG X 30TAB UNIPHARMA,162.88,Unipharma
DESLER M 5MG-10MG ADULT X 10 TAB GALENO PHAMETIQUE,87.59,Unipharma
DESLORATADINA 2.5MG/5ML PED JARABE X 60ML LA SANTE PHARMETIQUE,34.89,Unipharma
DESLORATADINA 5MG X 10 TAB CALOX,21.28,Unipharma
DESLORATADINA 5MG X 10 TAB LA SANTE PHARMETIQUE,20.12,Unipharma
DESOGESTREL X 28 COMP MEDICAMENTO GENERICO,49.37,Unipharma
DEXAMETASONA 4MG X 10 TAB FARMAMED,10.86,Unipharma
DEXAMETASONA 4MG/1ML IM/IV AMP X 10 AMP DISTRILAB,30.11,Unipharma
DEXAMETASONA 8MG/2ML IM/IV CAJA 10 AMP BIOSANO EL MORRO,57.19,Unipharma
DEXAMETASONA 8MG/2ML IM/IV X 10 AMP DISTRILAB,57.19,Unipharma
DEXTRO 5% AGUA DES N1 X 500 ML BEHRENS,39.24,Unipharma
DEXTRO AL 5% SOL FISIOLOGICA NRO 4 X 500ML BEHRENS,43.43,Unipharma
DEXTRO SAL 0.30% NRO 28 SOL X 500ML BEHRENS,38.22,Unipharma
DEXTRO SAL AL 0.45% NRO 29 SOL X 500ML BEHRENS,47.92,Unipharma
DEXUNI (DEXAMETASONA) 8MG/2ML IM/IV X 10 AMP UNIPHARMA,57.19,Unipharma
"DI-EUDRIN (HIDROCLOROTIAZIDA) 12,5MG X 24TAB BIOTECH",52.12,Unipharma
DIADEX PHIS LOC JABONOSA 120ML POLINAC,37.06,Unipharma
DIAGESIC (DICLOFENAC P.) 75MG 2 AMP X 3ML BIOTECH,79.19,Unipharma
DIANIDIP (LERCANIDIPINA) 10MG X 10 TAB DISTRILAB,65.87,Unipharma
DIANIDIP (LERCANIDIPINA) 20MG X 10 TAB DISTRILAB,77.31,Unipharma
DIARONA (AMIODARONA CLORHIDRATO) 200MG X 10 TAB VINCENTI,81.37,Unipharma
"DICLOFENAC DIETILAMINO 1,16% GEL X 15G SPEFAR",46.47,Unipharma
DICLOFENAC POTASICO 50 MG X 20 TAB UNIPHARMA,11.29,Unipharma
DICLOFENAC SODICO 100MG X 10 SUPOS. DISTRILAB,29.25,Unipharma
DICLOFENAC SODICO 75MG/3ML AMP I.M BIOSANO EL MORRO,3.47,Unipharma
DIGOXINA 0.25MG X 10 TAB (BLISTER) LAND,16.22,Unipharma
"DIGOXINA TAB BP 0,25MG X 30 TAB LATTAN MEDIC",37.21,Unipharma
DIMETIGASS (SIMETICONA ) GOTAS 15 ML CIMED,18.68,Unipharma
DIOSMINA 600MG X 14 CALOX,127.7,Unipharma
DIOSMINA 600MG X 30 TAB DISTRILAB,128.42,Unipharma
DIOSMINA-HESPERIDINA 450/50 MG X 10 TAB DAC55,71.67,Unipharma
DIPLOZ (PLUCALOPRIDA ) 1 MG X 30 TAB MCK CALOX,105.4,Unipharma
DISULPEC (LEVOSULPRIDE) 25MG X 20 TAB CALOX,36.48,Unipharma
DIVAL (DICLOFENAC SODICO) 50MG X 20 TAB ENT. VALMORCA,20.27,Unipharma
DIVAL FORTE (DICLOFENAC SOD) 100MG X 20 TAB GAST. VALMORCA,49.37,Unipharma
DOL PLUS X 10 TAB CALOX,30.11,Unipharma
DOL PLUS X 20 TAB CALOX,44.3,Unipharma
DOL X 10 TAB CALOX,32.0,Unipharma
DOL X 20 TAB CALOX,41.7,Unipharma
DOLGRIP X 10 CAP CALOX,27.22,Unipharma
DOLO ICE  GEL 120ML DAWGUT,27.51,Unipharma
DOLO ICE  GEL 250ML DAWGUT,35.76,Unipharma
DOLO ICE ROLL ON 90 ML DAWGUT,26.78,Unipharma
DOMPERIDONA 10MG X 15 TAB CALOX,16.79,Unipharma
DOMPERIDONA 10MG X 20 COMP SPEFAR,32.14,Unipharma
DORIXINA FLEX 125MG/5MG X 10 COMP KLINOS MEGALABS,117.42,Unipharma
DOSPROL(DOMPERIDONA) 10MG X 30 TAB CALOX,42.71,Unipharma
DOXICAL (DOB. DE CALCIO MONOHIDRATO) X 30 X CAP UNIPHARMA,152.02,Unipharma
DULCOXUNI (BISACODILO) 5MG X 10TAB UNIPHARMA,20.99,Unipharma
DULOXUNI (DULOXETINA) 30MG X 30 CAP UNIPHARMA,131.61,Unipharma
DULOXUNI (DULOXETINA) 60MG X 30 CAP UNIPHARMA,169.25,Unipharma
DUROVAL 100MG X 1 TAB VALMORCA,18.53,Unipharma
DUROVAL 50MG X 1 TAB VALMORCA,10.42,Unipharma
DUROVAL 50MG X 10 TAB VALMORCA,83.1,Unipharma
DUVADILAN 10MG X 30 COMP ZUOZ PHARMA VARGAS,143.04,Unipharma
EKI CAL SUSPENSION X120ML BIOTECH,85.42,Unipharma
ENALAPRIL 20MG X 20 TAB LA SANTE,19.11,Unipharma
ENALAPRIL MALEATO 10MG X 30 TAB PLUS ANDEX,15.2,Unipharma
ENALAPRIL TAB 20MG X 10 CALOX,7.82,Unipharma
ENALAPRIL10 MG X 20 COM LA SANTE PHARMETIQUE,8.98,Unipharma
ENOXAPARINA (NOXIPAR) 60MG/0.6ML X 2 AMP BIOSANO EL MORRO,252.06,Unipharma
ENOXAPARINA (NOXIPAR) 80MG/0.8ML X 2 AMP BIOSANO EL MORRO,339.51,Unipharma
ENOXAPARINA SODICA 40MG/0.4ML AMP X 2 DISTRILAB,159.11,Unipharma
ENOXAPARINA SODICA 60MG/0.6ML AMP X 2 DISTRILAB,152.02,Unipharma
ENTERUNI (ENTEROGERMINA) 5ML X 10 VIALES UNIPHARMA,159.84,Unipharma
EPAMIN (FENITOINA SODICA) 100MG X 50 CAP PFIZER,152.02,Unipharma
EQUALIV X 30 TAB SIEGFRIED MEYER,64.28,Unipharma
EQUIPO DE LAPARATOMIA CMV,173.74,Unipharma
EQUIPO DE OBSTETRICIA CMV,225.57,Unipharma
EQUIPO DE TRANSFUSION DE SANGRE,33.15,Unipharma
ERILON 0.05% CREMA X 15G BIOTECH,49.08,Unipharma
ESOMEPRAZOL 20MG X 14 TAB LA SANTE PHARMETIQUE,40.25,Unipharma
ESOMEPRAZOL 40MG I.V X 1 AMP VITALIS EL MORRO,18.24,Unipharma
ESOMEPRAZOL 40MG X 20 TAB COLMED,86.14,Unipharma
ESOZ 20MG X 14 TAB PHARMETIQUE,53.71,Unipharma
ESPIRONOLACTONA 100MG X 10 TAB MEYER,60.95,Unipharma
ESPIRONOLACTONA 25MG X 20 TAB MEYER,40.97,Unipharma
ESQUIDONE 1MG X 30 TAB VALMORCA,67.76,Unipharma
ESTIN JAB X 240ML ARCOIRIS,69.2,Unipharma
ETORICOXIB 60MG X 10 TAB CALOX,49.8,Unipharma
EUCAMIEL JARABE X 120ML ARCOIRIS,46.62,Unipharma
EUSILEN (TIOCOLCHICOSIDO) 4MG X 8 COMP COFASA,22.01,Unipharma
EVIGAX 125MG X 10 CAP VIVAX,57.77,Unipharma
EZETIMIBA 10MG -SIMVASTATINA 20MG X 30 TAB PHARMETIQUE,54.73,Unipharma
FABIENZ (FAVIPIRAVIR) 200MG X 40 TAB DISTRILAB,493.56,Unipharma
FAJA ABDOMINAL UNIVERSAL EXTRA FORMA,733.17,Unipharma
FAJA ECONOFAJA ABDOMINAL  REGULAR FORMA,452.15,Unipharma
FARBICIL 1% CREMA X 15G MEDIHEALTH MEGALABS,53.28,Unipharma
FARBICIL 1% LOCION 30ML MEDIHEALTH MEGALABS,96.28,Unipharma
FARMA D 2000U.I SIN AZUCAR X 30 TAB REC FARMA,72.53,Unipharma
FEBRATIC 10MG/5ML SUSP (DICLOFENAC POT) 120ML  ROWE MEGALABS,56.61,Unipharma
FEBRATIC 15MG/5ML GOTAS X 15MLROWE MEGALABS,21.43,Unipharma
FEM DUCHA VAGINAL SOL 135ML BIOTECH,43.72,Unipharma
FEMMEX ULTRA 200/30MG X 10 TAB REC FARMA,40.54,Unipharma
FEMMEXTRA 200/10MG X 10 TAB CAP FARMA,51.25,Unipharma
FENITOINA 250MG/5ML I.V AMP BIOSANO EL MORRO,17.52,Unipharma
FERGANIC 40MG X 24 CAPS ROWE MEGALABS,139.28,Unipharma
FERGANIC FOLIC GOTAS X 30ML ROWE MEGALABS,83.25,Unipharma
FERGANIC FOLIC JARABE X 120ML ROWE MEGALABS,168.52,Unipharma
FERGANIC FOLIC MAST X 20 COMP ROWE MEGALABS,103.37,Unipharma
FERGANIC JARABE X 120ML ROWE MEGALABS,132.47,Unipharma
FESTAL X 10 TAB CALOX,52.56,Unipharma
FESTAL X 20 GRAG CALOX,92.66,Unipharma
FEXOFENADINA 120MG X 10 COMP SPEFAR,32.0,Unipharma
FEXOFENADINA CLORH. 180MG X 7 TAB LA SANTE,29.1,Unipharma
FEXOFENADINA CLORHIDRATO 120MG X 10 TAB R CALOX,46.47,Unipharma
FINASTERIDE 5MG X 10 TAB CALOX,34.46,Unipharma
FINASTERIDE 5MG X 30 TAB CALOX,79.05,Unipharma
FISIOLIN NEBULIZADOR NASAL 260DOSIS OFTALMI,73.84,Unipharma
FITEX 5MG X 30 TAB FARMA,71.23,Unipharma
FITOMENADIONA (VITAMINA K) 10MG/1ML IM AMP BIOSANO EL MORRO,7.38,Unipharma
FLATORIL 80MG/ML SUP GOT X 20ML ELMOR,56.03,Unipharma
FLATVIN (SIMETICONA) 125MG X 10 CAP VINCENTI,63.7,Unipharma
FLAVOL (TRIHIDROXIETILRUTINA) 300MG X 20 TAB RONAVA,67.47,Unipharma
FLAVOXATO 200MG X 10 TAB CALOX,53.86,Unipharma
FLAVOXUNI (FLAVOXATO) 200MG X 20TAB UNIPHARMA,50.96,Unipharma
"FLAXOL (OMEGA 3,6,9) 1000MG X 30 CAP BLAND BEHRENS",131.89,Unipharma
FLEMIBAR REFORMULADO SOL X 20ML ROWE MEGALABS,47.49,Unipharma
FLENOX AMBROXOL 15MG/5ML JBE PED FCO X 120ML BIOTECH,40.83,Unipharma
FLENOX AMBROXOL 30MG/5ML JBE ADULT FCO X 120ML BIOTECH,49.66,Unipharma
FLESPAN (PIPETANATO ETOBROMURO) 10MG X 20 COMP VARGAS,68.77,Unipharma
FLEX ENEMA ADUL/PED 130ML AIRELA,65.87,Unipharma
FLEXURAT (GLUCOSAMINA/CONDROITINA) 500MG/400MG X 30TAB BIOTECH,131.61,Unipharma
FLODONT ENJUAGUE BUCAL X 180ML KLINOS MEGALABS,45.61,Unipharma
FLODONT UNG BUCAL X 15G KLINOS MEGALABS,40.39,Unipharma
FLORASTOR 200MCG X 12 CAP UNIAO QUIMICA,70.22,Unipharma
FLORES DE MANZANILLA 5GR SOBRE CHEMICALS,20.7,Unipharma
FLUCONAZOL 150MG X 2 CAP COLMED,19.55,Unipharma
FLUCONAZOL 150MG X 2 CAP GENCER,25.48,Unipharma
FLUCONAZOL AMP 200MG/100ML IV ALFA,41.99,Unipharma
FLUDIL 10 MG X 20 TAB PHARMETIQUE,73.26,Unipharma
FLUNARIZINA 10MG X 20 TAB COASPHARMA,21.72,Unipharma
FLUOXETINA 20MG X 20 TAB FARMAMED,17.81,Unipharma
FLUTIXAIR INH 125-25 MCG X 120 DOSIS  ROWE MEGALABS,395.39,Unipharma
FLUTIXAIR INH 250-25 MCG X 120 DOSIS  ROWE MEGALABS,471.69,Unipharma
FLUTIXAIR INH 50-25 MCG X 120 DOSIS  ROWE MEGALABS,318.95,Unipharma
FOLAC (ACIDO FOLICO) 10MG X 20 TAB RONAVA,25.34,Unipharma
FOLIFER B-12 X 30 TAB RONAVA,55.89,Unipharma
"FOSFOLIT 21,6-8,1/45ML VARGAS",144.78,Unipharma
FRAILEJON NATURAL JAB 120ML CHEMYCAL'S SOMA,24.9,Unipharma
FRIENDS JABON INTIMO X 240 CC PHARSANA,42.57,Unipharma
FRIENDS PROT. DIA. MANZANILLA X 40 UND PHARSANA,24.03,Unipharma
FRIENDS PROT. DIA. REGULAR X 60 UND PHARSANA,35.04,Unipharma
FRIENDS TOA. SANIT. MALLA REGULAR X 14 PHARSANA,22.01,Unipharma
FRIENDS TOA. SANIT. TELA EXTRA SUAV REGULAR X 14 PHARSANA,21.28,Unipharma
FRIXONIL SPRAY X 60ML VINCENTI,43.14,Unipharma
FUGOLIN (CLOTRIMAZOL) 1% USO TOP CREMA X 20GR VINCENTI,45.03,Unipharma
FUGOLIN (CLOTRIMAZOL) CREMA VAGINAL 1% X 50G VINCENTI,80.64,Unipharma
FUGOLIN CAP BLANDA VAGINAL X 1 VINCENTI,67.03,Unipharma
FUGOLIN SPRAY X 30ML VINCENTI,74.42,Unipharma
FURFURIL UNG X 30G KLINOS MEGALABS,87.59,Unipharma
FUROSEMIDA 20MG X 12 TAB MEYER,23.89,Unipharma
FUROSEMIDA 20MG/2ML AMP BIOSANO EL MORRO,6.23,Unipharma
FUROSEMIDA 40MG X 12 COMP PLUS ANDEX,10.71,Unipharma
FUROSEMIDA 40MG X 24 TAB MEYER,31.27,Unipharma
FUROSIL SUSPENSION X 90ML VINCENTI,58.2,Unipharma
GABAPENTINA 300MG X 20 TAB FARMAMED,17.52,Unipharma
GABOX 200MG X 20 COMP (CARBAMAZEPINA) RONAVA,40.83,Unipharma
GASAS ESTERILES 4X4 X 50 UNID DIPHOCARE,114.38,Unipharma
GEL ANTIBACTERIAL AL 70%X 1000ML BIOFARCO,91.94,Unipharma
GEL PARA ULTRASONIDO 250CM ACUAGEL,40.54,Unipharma
GEL PARA ULTRASONIDO 3.75L ACUAGEL,280.87,Unipharma
GEMFIBROZIL 600MG X 30 TAB LATTAN MEDIC,93.96,Unipharma
GEMFIBROZILO TAB REC 600MG X 100 TAB PORTUGAL,406.54,Unipharma
GENCIVOL GOTAS X 15ML VINCENTI,60.37,Unipharma
GENTAMICINA 0.1% CREMA X 15 MG LA SANTE PHARMETIQUE,34.02,Unipharma
GENTAMICINA 0.3% GOT OFT X 5ML FUGEN,28.23,Unipharma
GENTAMICINA 160MG/2ML I.M/I.V BIOSANO EL MORRO,8.69,Unipharma
GENTAMICINA 80MG/2ML IV/IM AMP BIOSANO EL MORRO,6.66,Unipharma
GERIATECH COMPL. ALIME X 30 CAP BLAN PHARMATECH,88.61,Unipharma
GESTASYN (PROGESTERONA) 100MG X 10 TAB TIARES,98.31,Unipharma
GESTASYN (PROGESTERONA) 200MG X 10 TAB TIARES,118.86,Unipharma
GINKGO BILOBA 300MG X 60 CAP ARCOIRIS,110.03,Unipharma
GINKGO BILOBA 300MG X 60 CAP NATURAL PREMIUM,99.17,Unipharma
GINKGO SENG DH X 60 CAP NATURAL PREMIUM,136.53,Unipharma
GLAUCOTENSIL D SOL. OFT X 5ML POEN,143.19,Unipharma
GLAUCOTENSIL T SOL. OFT X 5ML POEN,156.22,Unipharma
"GLICERINA 1,68G X 6 SUPOSITORIOS PED. VARGAS",57.77,Unipharma
GLIMEPIRIDA 2MG X 30 TAB FARMAMED,17.81,Unipharma
GLIMEPIRIDE 2MG X 16 TAB LA SANTE PHARMETIQUE,33.73,Unipharma
GLIMEPIRIDE 4MG X 16 TAB LA SANTE PHARMETIQUE,43.87,Unipharma
GLUCOMETRO DIGITAL EASY TOUCH,436.22,Unipharma
GLUCONATO DE CALCIO AL 10% X 100ML  BEHRENS,43.29,Unipharma
GLUCOSAMINA 500MG X 60 CAP ARCOIRIS,122.77,Unipharma
GRAUSIN JARABE X 120ML KLINOS MEGALABS,68.34,Unipharma
GRAVIOLA X 60 CAP NATURAL PREMIUM,67.18,Unipharma
GUANTES DE LATEX T/S X 100 UNDS DIPHOCARE,188.21,Unipharma
GUANTES DE NITRILO T/L CAJA X100 UNDS DIPHOCARE,225.86,Unipharma
GUANTES DE NITRILO T/S CAJA X 100 DIPHOCARE,225.86,Unipharma
GUANTES DE NITRILO TALLA M NEGRO GROSSMED,225.13,Unipharma
GUANTES ESTERIL NRO 6.5 X 50 UND JHC MEDICAL,723.9,Unipharma
GUANTES ESTERIL NRO 8 X 50 UND JHC MEDICAL,723.9,Unipharma
GUANTES QUIRURGICOS 7 DIPHOCARE X 50 UND,723.9,Unipharma
GUANTES QUIRURGICOS 7.5 DIPHOCARE  X 50 UND,723.9,Unipharma
GUANTES QUIRURGICOS 8.00DIPHOCARE  X 50 UND,723.9,Unipharma
GUATA DESCART 4X3 PAQ X 12 UND,291.01,Unipharma
GUATA DESCART 6X3 PAQ X 8 UND,268.13,Unipharma
GUATA DESCART 8X3 PAQ X 6 UND,278.27,Unipharma
GULAPER GOT PED X 30ML KLINOS MEGALABS,52.12,Unipharma
GULAPER JBE ADULTO X 120 ML KLINOS MEGALAB,94.25,Unipharma
GULAPER JBE PED X 120 ML KLINOS MEGALABS,93.96,Unipharma
HALOPERIDOL 5MG/1ML IM/IV AMP BIOSANO EL MORRO,17.66,Unipharma
HALOPERIDOL BP 5MG X 100 TAB JMW,155.35,Unipharma
HEPAFOL B12 X 30 TAB SIEGFRIED MEYER,56.03,Unipharma
HERMESETAS EDULC LIQUIDO X 150ML POLINAC,84.84,Unipharma
HEXOMEDINE SPRAY U/TOPICO 30G CALOX,99.61,Unipharma
HIDROCLOROTIAZIDA 12.5MG X 10 COMP SPEFAR,21.28,Unipharma
HIDROCLOROTIAZIDA 25MG X 20 COMP SPEFAR,31.71,Unipharma
HIDROCORTISONA 1% X 15G CREMA COASPHARMA,24.47,Unipharma
HIDROCORTISONA 100MG I.M/I.V AMPOLLA BIOSANO EL MORRO,15.64,Unipharma
HIDROCORTISONA 500MG I.V/I.M AMPOLLA BIOSANO EL MORRO,39.24,Unipharma
HIDROTEN 12.5MG X 30TAB FARMA,62.11,Unipharma
HIERRO EN GOTAS X 30 ML ASIA,19.26,Unipharma
HIERRO SUSP X30ML ASIA,18.82,Unipharma
HOJILLA DE BISTURI NRO 10 X 100 UNID DIPHOCARE,126.54,Unipharma
HOJILLA DE BISTURI NRO 11 X 100 UNID DIPHOCARE,126.54,Unipharma
HOJILLA DE BISTURI NRO 15 X 100 UNID GROSSMED,126.54,Unipharma
HOJILLA DE BISTURI NRO 20  X 100 UND GROSSMED,126.54,Unipharma
HOJILLA DE BISTURI NRO 21 X 100 UNID DIPHOCARE,126.54,Unipharma
IBOTUNI (IBUPROFENO+TIOCOL) 600/4MG X 10TAB UNIPHARMA,41.41,Unipharma
IBUPROFEN (FENRONA) 100MG/5ML X 150ML FUGEN,36.2,Unipharma
IBUPROFENO 100MG/5ML SUSP X 60ML LA SANTE PHARMETIQUE,25.15,Unipharma
IBUPROFENO 600 MG X 10 TAB ZUZU,13.17,Unipharma
IBUPROFENO 600MG X 10 TAB FARMAMED,13.61,Unipharma
IBUPROFENO 800MG X 10 TAB FARMAMED,14.48,Unipharma
IBUPROFENO 800MG X 10 TAB ZUZU,15.93,Unipharma
IBUPROFENO-TIOCOLCHICOSIDO 600MG/4MG X 10 TAB DAC55,43.14,Unipharma
IBUTAN (IBUPROFENO) 400MG X 10 TAB SIEGFRIED MEYER,19.69,Unipharma
ILANA 600MG X 1 CAP VIVAX,53.42,Unipharma
IMAZOL (CLOTRIMAZOL) 100MG X 6 CAP BLAND VAG SIEGFRIED MEYER,57.77,Unipharma
INMOVILIZADOR P/HOMBROS FEMENINO PED. ROJO FORMA,380.92,Unipharma
INMOVILIZADOR P/HOMBROS FEMENINO TALLA L ROJO FORMA,583.17,Unipharma
INMOVILIZADOR P/HOMBROS FEMENINO TALLA M ROJO FORMA,566.52,Unipharma
INMOVILIZADOR P/HOMBROS FEMENINO TALLA S ROJO FORMA,498.04,Unipharma
INMOVILIZADOR P/HOMBROS FEMENINO TALLA XL ROJO FORMA,600.4,Unipharma
INMOVILIZADOR P/HOMBROS MASCULINO PED. AZUL REY FORMA,437.81,Unipharma
INMOVILIZADOR P/HOMBROS MASCULINO TALLA L AZUL REY FORMA,816.7,Unipharma
INMOVILIZADOR P/HOMBROS MASCULINO TALLA M AZUL REY FORMA,713.77,Unipharma
INMOVILIZADOR P/HOMBROS MASCULINO TALLA XL AZUL REY FORMA,892.57,Unipharma
IRBESARTAN 150MG X 10 TAB LA SANTE PHARMETIQUE,38.8,Unipharma
IRBESARTAN 150MG X 10 TAB SPEFAR,37.34,Unipharma
IRBESARTAN 300MG X 30 COMP SPEFAR,65.44,Unipharma
IRBESARTAN 300MG X 50 TAB PORTUGAL,248.15,Unipharma
ISOSPRAY PLUS USO TOP X180ML BIOTECH,61.53,Unipharma
ITRACONAZOL 100MG X 10 CAP FARMAMED,32.0,Unipharma
IVAGAN 450/1/40MG X 10 TAB BIOTECH,30.4,Unipharma
IVAGAN FORTE 650/1/40MG X 10TAB BIOTECH,32.14,Unipharma
IVERGOT 6MG/ML SOL GOTAS X 5ML KLINOS MEGALABS,65.3,Unipharma
IVERMECTINA TAB 6MG X 4 TAB CALOX,9.99,Unipharma
JELCO  18 VEINCARE,8.69,Unipharma
JELCO 20 VEINCARE,8.69,Unipharma
JELCO 24 VEINCARE,8.69,Unipharma
JER 10ML 21G X 1 1/2 X 100 UNID BIO-MERCY,260.46,Unipharma
"JER 20ML  21G X 1, 1/2 X 50 UNID. DIPHOCARE",155.06,Unipharma
JER 3 ML/CC 21G X 1/2 GROSSMED X 100 UND,147.53,Unipharma
JER 5 ML/CC 21G X 1/2 X 100UNID GROSSMED,148.98,Unipharma
JER 60CC SIN AGUJA GROSSMED,10.13,Unipharma
JER INSULINA 0.3ML 31G 1/2 X 100 GROSSMED,150.72,Unipharma
JER INSULINA 0.5ML 30G X 100 GROSSMED,150.14,Unipharma
JER INSULINA 1ML 27G X 100 GROSSMED,185.46,Unipharma
