Descripción del Artículo,Precio Mayoreo,Proveedor
CLORANFENICOL SOLUCION OFTALMICA 0.5% X 10 ML COLIN,8.91,Insuaminca
CLORFENAMINA AMP 10MG/ML I.M-I.V BLISTER X 10 AMP LABOT,29.7,Insuaminca
CLORFENIRAMINA AMP 10MG/ML CAJA X 10 AMP UNIPHARMA,33.95,Insuaminca
CLORFENIRAMINA AMP 10MG/ML I.V-I.M BLISTER X 10 AMP MEDEK,29.7,Insuaminca
CLORHIDRATO DE VERAPAMILO 80MG X 10 TAB REMENY,16.97,Insuaminca
CLORIDRATO DE BROMEXINA 4MG/5ML X 120ML GLOBO,23.34,Insuaminca
CLORIDRATO DE DOXICICLINA 100 MG X 15TAB PHARLAB,23.76,Insuaminca
CLORIDRATO DE METFORMINA 500MG X 30TAB TEUTO,12.73,Insuaminca
CLORURO DE MAGNESIO 1000ML BIOFARCO,54.32,Insuaminca
CLORURO DE MAGNESIO 16 G FARMAX,12.73,Insuaminca
CLORURO DE MAGNESIO 240ML ARCO IRIS,41.16,Insuaminca
CLORURO DE MAGNESIO 500ML BIOAFARCO,38.19,Insuaminca
CLORURO DE MAGNESIO SOL 240ML LYA,29.7,Insuaminca
CLORURO DE MAGNESIO SOL 500ML LYA,38.62,Insuaminca
"CLORURO DE MAGNESIO TARRO X 16,66G LYA",28.01,Insuaminca
CLORURO DE POTASIO 200MG/ML I.V. 10ML COLIN,5.94,Insuaminca
"CLORURO DE SODIO 0,45% SIN DEXTROSA X 500ML JL DE VZLA",15.28,Insuaminca
"CLORURO DE SODIO 0,9% 100ML PART-FILL - BEHRENS",21.05,Insuaminca
CLORURO DE SODIO 0.9% X 500ML KMPLUS,8.49,Insuaminca
"CLOTRIMAZOL - GENTAMICINA - BETAMETASONA 10MG-1M-0,5MG X 15G CREMA TOPICA CHEMICAL",34.37,Insuaminca
"CLOTRIMAZOL 1% + DEXAMETASONA 0,04% CREMA X 10GR CLEO",25.46,Insuaminca
CLOTRIMAZOL 1% CREMA VAG 50GR TIARES,31.4,Insuaminca
CLOTRIMAZOL 10% CREMA VAGINAL 1 DIA KIMICEG,27.5,Insuaminca
CLOTRIMAZOL 100MG X 6 TABLETAS VAGINALES + APLICADOR TIARES,20.79,Insuaminca
CLOTRIMAZOL 2% CREMA TOPICA/VAG 30GR TIARES,24.95,Insuaminca
CLOTRIMAZOL 500MG X 1 TABLETA VAGINAL + APLICADOR TIARES,17.4,Insuaminca
CLOTRIMAZOL 500MG X 5 TAB VAG CAJA X 10 BLISTER PORTUGAL,284.31,Insuaminca
CLOTRIMAZOL CREMA 1% X 20GR KIMICEG,22.41,Insuaminca
CLOTRIMAZOL CREMA 1% X 50GR KIMICEG,25.63,Insuaminca
CLOTRIMAZOL CREMA VAG 1% X 30GR UNILINK,30.03,Insuaminca
CLOZAPINA 100MG X 30 TAB CLEO,38.19,Insuaminca
CO-AMOXICLAV 1000MG X 14TAB ADN MEDICAL,61.11,Insuaminca
COAPROVEL 150MG/12.5MG X 14 COMP (IRBESARTAN - HCT) SANOFI,84.7,Insuaminca
COBAPETIT 0.8MG/ML 0.2MG SABOR CEREZA X 100 ML (ESTIMULANTE DEL APETITO) CIFARMA,26.31,Insuaminca
COCOSETTE MAXI  X 18 UNDS NESTLE,114.09,Insuaminca
COCOSETTE MAXI GALLETA 50GR PACK X 4 UNDS NESTLE,25.92,Insuaminca
COCOSETTE MINI 18 UNDS X 25GR NESTLE,71.1,Insuaminca
CODEBROMIL PLUS 15MG/3MG JBE X 90ML VINCENTI,50.07,Insuaminca
CODERA UNIVERSAL TALLA L FORMA ELASTICA,200.34,Insuaminca
CODERA UNIVERSAL TALLA M FORMA ELASTICA,206.64,Insuaminca
CODERA UNIVERSAL TALLA S FORMA ELASTICA,190.01,Insuaminca
"COFADOR T 2%+0,5% SOLUCION OFTALMICA X 5ML (DORZOLAMIDA-TIMOLOL) COFASA",59.41,Insuaminca
COLA DE CABALLO 500 MG X 30 CAP HERBAPLANT,25.46,Insuaminca
COLAGENO 120 CAP (BIOCELL COLLAGEN) NOW,364.09,Insuaminca
COLAGENO 450MG X 70 CAP LA ABEJITA,56.86,Insuaminca
COLAGENOL LIFE X 60 CAP WALIFE,55.17,Insuaminca
COLASTIN-L 40MG X 30 TAB (ATORVASTATINA) DEVA,17.82,Insuaminca
COLCHIWISE (COLCHICINA) 0.5 MG X 10 TAB  MEDICAMENTOS ASIA,10.84,Insuaminca
COLFENE 400MG-4MG X 10 COMPR (IBUPROFENO-TIOCOLCHICOSIDO) ELMOR,23.34,Insuaminca
COLFENE 600MG-4MG X 15 COMPR (IBUPROFENO-TIOCOLCHICOSIDO) ELMOR,56.86,Insuaminca
COLIPRAD 10MG X 10 TAB CAJA X 10 BLISTER (BUTILBROMURO DE HIOSCINA) DPT,135.79,Insuaminca
COLIS - 100G AMP (COLISTIMETHATE SODIUM FOR INJECTION) MEDICAMENTOS ASIA,212.18,Insuaminca
COLLAR CERVICAL FORMA PHILA TALLA L FORMA ELASTICA,322.91,Insuaminca
COLLAR CERVICAL FORMA PHILA TALLA S FORMA ELASTICA,303.22,Insuaminca
COLLAR CERVICAL FORMA TALLA M FORMA ELASTICA,313.07,Insuaminca
COLLAR CERVICAL SUAVE TALLA S FORMA ELASTICA,115.68,Insuaminca
COLONIA EVERY NIGHT FRESCA Y DELICADA X 200ML FISA,27.07,Insuaminca
COLONIA EVERY NIGHT SUAVE Y DELICADA X 200ML FISA,27.07,Insuaminca
COLONIA MELODY P/ NIÑOS AMARILLA X 200ML,27.07,Insuaminca
COLONIA MELODY P/ NIÑOS AZUL X 200ML,27.07,Insuaminca
COLONIA MELODY P/ NIÑOS ROSADA X 200ML,27.07,Insuaminca
COLONVITAL LIFE X 60 CAP (COLON IRRITABLE) WALIFE,47.53,Insuaminca
COLPATRIN CREMA VAG 100MG + 20.000UI (METRONIDAZOL + NISTATINA) TEUTO,29.28,Insuaminca
COLPRIN ACETAMINOFEN 500MG X 20 TAB RONAVA,17.31,Insuaminca
COLPRIN ACETAMINOFEN 650MG X 10 TAB RONAVA,19.35,Insuaminca
COLVAL (TIOCOLCHICOSIDO)  4MG X 12 COMPR VALMORCA,49.65,Insuaminca
COLVAL 4MG/2ML X 2AMP (TIOCOLCHICOSIDO) VALMORCA,33.1,Insuaminca
COMPLEGEL NF 500MG X 30 TAB (CITICOLINA) SIEGFRIED,241.88,Insuaminca
COMPLEJO B 3 AMPS X 2 ML PACK X 2 CAJA COLMED,31.06,Insuaminca
COMPLEJO B COMPOSITUM 3ML X 3 AMP POLINAC,34.37,Insuaminca
COMPLEJO B SOL INY 3ML I.M CAJA X 10 AMP KMPLUS,46.68,Insuaminca
COMPLEJO VITAMINA B X 20 COMPR SPEFAR,17.82,Insuaminca
COMPLEXO B IMUNO X 50 COMP. AIRELA,14.34,Insuaminca
COMTREX 325MG+2MG+5MG+10MG X 10 TAB CAJA X 10 BLISTER TAB ANSOLAT,157.01,Insuaminca
CONFIRA TEST  (PRUEBA DE EMBARAZO) SANFARMA,6.79,Insuaminca
CORANPROL BISOPROLOL 10MG X 10TAB CAJA X 10 BLISTER FARQUI,84.87,Insuaminca
CORBIS 10MG X 30 COMPR (BISOPROLOL) SIEGFRIED,49.22,Insuaminca
CORENTEL 10MG X 30 COM (BISOPROLOL) ROEMMERS,60.17,Insuaminca
CORENTEL 2.5MG X 30 COM (BISOPROLOL) MEGALABS,36.58,Insuaminca
CORENTEL 5MG X 10 COM (BISOPROLOL) ROEMMERS,26.56,Insuaminca
CORENTEL 5MG X 30 TAB (BISOPROLOL) ROEMMERS,50.92,Insuaminca
"CORENTEL H 5MG / 6,25MG X 30 TAB (BISOPROLOL / HCT) ROEMMERS",72.05,Insuaminca
COROPRES 16MG X 10 COMPR (CANDESARTAN) ROEMMERS,23.34,Insuaminca
COROPRES 8MG X 10 COM (CANDESARTAN) ROEMMERS,18.16,Insuaminca
COROPRES 8MG X 30 COM (CANDESARTAN) MEGALABS,33.35,Insuaminca
COROPRES H 16/12.5MG X 30 COM (CANDESARTAN/HIDROCLOROTIAZIDA) MEGALABS,78.42,Insuaminca
COROPRES H 32/12.5MG X 30 COM (CANDESARTAN / HCT) MEGALABS,110.76,Insuaminca
COROPRES H 8/12.5MG X 30 COM (CANDESARTAN / HCT),59.58,Insuaminca
CORRECTOR DE POSTURA FEMENINO TALLA M FORMA ELASTICA,171.3,Insuaminca
CORRECTOR DE POSTURA FEMENINO TALLA S FORMA ELASTICA,154.07,Insuaminca
CORRECTOR DE POSTURA MASCULINO TALLA M FORMA ELASTICA,158.5,Insuaminca
"COSOMIDOL SOL OFT 5ML (DORZOLAMIDA 2% + TIMOLOL 0,5%) LASIER",50.92,Insuaminca
CO-SULTRIN 40-200MG/5ML  X 100ML VALMORCA,26.82,Insuaminca
CO-SULTRIN 80-400MG X 20TAB VALMORCA,26.14,Insuaminca
CO-TRIMOXAZOL 80-400 MG X 20TAB QUIM-FAR,11.88,Insuaminca
CREMA ANTIPAÑALITIS DERMOX TARRO X 100GR FISA,34.46,Insuaminca
CREMA ANTIPAÑALITIS DERMOX TUBO X 50GR FISA,18.41,Insuaminca
CREMA BETAMER  (BETAMETASONA 0.1%) X 20 G  BOOZ,22.07,Insuaminca
CREMA BIO - NUTRITIVA 120 ML LIVING,40.36,Insuaminca
CREMA BLANQUEADORA W-1 30G FARMAGENIK,40.14,Insuaminca
CREMA BOOZ SPORT X 40 G  BOOZ,18.08,Insuaminca
CREMA C PONDS X 95GR REMUEVE MAQUILLAJE E IMPUREZAS,19.2,Insuaminca
CREMA CLOTRIGEN 30G FARMAGENIK,21.56,Insuaminca
CREMA CORPORAL DERMOX HUMECTANTE C/ COLAGENO X 350ML FISA,26.88,Insuaminca
CREMA CORPORAL DERMOX HUMECTANTE C/ VIT. E X 350ML FISA,26.88,Insuaminca
CREMA CORPORAL E. NIGHT PIEL SECA MIEL Y TRIGO 365ML FISA,25.1,Insuaminca
CREMA CORPORAL NIVEA ACLARADO NATURAL X 400ML,77.77,Insuaminca
CREMA CORPORAL NIVEA ALOE REFRESCANTE X 400ML (PIEL NORMAL-SECA),62.52,Insuaminca
CREMA CORPORAL NIVEA CHERRY BLOSSOM & ACEITE DE JOJOBA X 400ML,68.42,Insuaminca
CREMA CORPORAL NIVEA EXPRESS HYDRATION X 400ML (PIEL NORMAL),62.52,Insuaminca
CREMA CORPORAL NIVEA LATA X 50ML,28.06,Insuaminca
CREMA CORPORAL NIVEA MILK NUTRITIVA X 250ML (PIEL EXTRA SECA),44.79,Insuaminca
CREMA CORPORAL NIVEA MILK NUTRITIVA X 400ML (PIEL EXTRA SECA),62.52,Insuaminca
CREMA CORPORAL NIVEA REAFIRMANTE X 400ML (PIEL NORMAL),77.77,Insuaminca
CREMA CORPORAL NIVEA SOFT MILK X 250ML (PIEL SECA),44.79,Insuaminca
CREMA CORPORAL NIVEA SOFT MILK X 400ML (PIEL SECA),62.52,Insuaminca
CREMA DE AZUFRE 50 G AL 10% LYA,29.28,Insuaminca
CREMA DE NOCHE REAFIRMANTE NIVEA Q10 ANTI-ARRUGAS X 50ML,118.14,Insuaminca
CREMA DENTA COLGATE TOTAL 12 CLEAN  MINT X150ML,48.24,Insuaminca
CREMA DENTAL COLGATE  TRIPLE ACTION X100ML,19.2,Insuaminca
CREMA DENTAL COLGATE  TRIPLE ACTION X150ML,28.55,Insuaminca
CREMA DENTAL COLGATE KIDS FRUTILLA X50GR,9.35,Insuaminca
CREMA DENTAL COLGATE MAXIMA PROTECCION X 100ML,17.72,Insuaminca
CREMA DENTAL COLGATE PLAX X100ML,21.66,Insuaminca
CREMA DENTAL COLGATE SENSITIVE X110G,48.73,Insuaminca
CREMA DENTAL COLGATE TRIPLE ACCION  X75ML,14.77,Insuaminca
CREMA DENTAL GALACTIC CLASSIC ICE X 100GR,9.75,Insuaminca
CREMA DENTAL GALACTIC CLASSIC X 100GR,9.75,Insuaminca
CREMA DENTAL GALACTIC CLASSIC X 180GR XL,14.77,Insuaminca
CREMA DENTAL GALACTIC DIAMOND WHITE X 120GR,15.26,Insuaminca
CREMA DENTAL GALACTIC REBEL X 100GR,11.32,Insuaminca
CREMA DENTAL GALACTIC TUTIFRUTI NIÑA X 100GR,9.75,Insuaminca
CREMA DENTAL GALACTIC TUTIFRUTI NIÑO X 100GR,9.75,Insuaminca
CREMA DENTAL GALACTIC ULTRA MINT X 120GR,15.26,Insuaminca
CREMA DENTAL ICEBERG ADVANCED CRYSTALS X 120GR,7.88,Insuaminca
CREMA DENTAL LUMINOUS WHITE CARBON X75ML,36.43,Insuaminca
CREMA FACIAL ANTISEPTICA 30 GR LYA,18.67,Insuaminca
CREMA FACIAL NIVEA 5 EN 1 CUIDADO ACLARADO NATURAL X 200ML,87.62,Insuaminca
CREMA FACIAL NIVEA 5 EN 1 CUIDADO ANTI-ARRUGAS X 200ML,95.0,Insuaminca
CREMA FACIAL NIVEA 5 EN 1 CUIDADO EFECTO MATE X 200ML,87.62,Insuaminca
CREMA FACIAL NIVEA 5 EN 1 CUIDADO EFECTO MATE X 50ML,31.5,Insuaminca
CREMA FACIAL NIVEA 5 EN 1 CUIDADO NUTRITIVO X 200ML,73.34,Insuaminca
CREMA H PONDS X 100GR PIEL SUAVE E HIDRATADA (HUMECTANTE 20HR) C/ FILTRO SOLAR,39.28,Insuaminca
CREMA H PONDS X 50GR PIEL SUAVE E HIDRATADA (HUMECTANTE 20HR) C/ FILTRO SOLAR,22.15,Insuaminca
CREMA LÍQUIDA CON ALOE VERA PARA BEBE X 200 ML MIMADITO,27.07,Insuaminca
CREMA MELODY P/ NIÑOS X 200ML,25.6,Insuaminca
CREMA P/ PEINAR DRENE CABELLO LISO X 240ML FISA,21.46,Insuaminca
CREMA P/ PEINAR DRENE CABELLO SECO MALTRATADO X 240ML FISA,21.46,Insuaminca
CREMA P/ PEINAR E. NIGHT BIO CACAO Y FRUTOS ROJOS CABELLO OPACO Y FRAGIL  300ML FISA,21.36,Insuaminca
CREMA P/ PEINAR E. NIGHT BIO CEREALES MULTIACTIACTIVO CABELLO SECO/DAÑADO 300ML FISA,21.36,Insuaminca
CREMA P/ PEINAR E. NIGHT BIO COCO CABELLO BRILLANTE 300ML FISA,22.15,Insuaminca
CREMA P/ PEINAR E. NIGHT BIO TE VERDE Y ALOE CABELLO RIZADO U ONDULADO 300ML FISA,21.36,Insuaminca
CREMA P/ PEINAR EVERY NIGHT NIÑOS X 240ML FISA,18.41,Insuaminca
CREMA PARA PAÑALITIS DIADEX CON PANTENOL 50G POLINAC,16.24,Insuaminca
CREMA PONDS BIOHIDRATANTE X 100GR PIEL SUAVE Y FRESCA (HUMECTANTE),33.47,Insuaminca
CREMA PONDS BIOHIDRATANTE X 50GR PIEL SUAVE Y FRESCA (HUMECTANTE),19.2,Insuaminca
CREMA PONDS CLARANT B3 X 100GR CREMA ACLARADORA PIEL NORMAL A SECA,44.3,Insuaminca
CREMA PONDS CLARANT B3 X 100GR CREMA ANTI-MANCHAS PIEL NORMAL A GRASA,44.3,Insuaminca
CREMA PONDS CLARANT B3 X 50GR ANTI-MANCHAS PIEL BALANCEADA A SECA,27.07,Insuaminca
CREMA PONDS REJUVENESS X 100GR PIEL MAS FIRME Y JOVEN (CONTRA ARRUGAS),42.63,Insuaminca
CREMA PONDS REJUVENESS X 50GR PIEL MAS FIRME Y JOVEN (CONTRA ARRUGAS),26.09,Insuaminca
CREMA S PONDS X 50GR PIEL SUAVE Y TERSA (HUMECTANTE 48HR) NUTRITIVA,22.15,Insuaminca
CREMA SULFUROCIS 10% BOOZ LABORATORIOS,11.03,Insuaminca
CRICRI CAJA 12 UNDS x 27GR NESTLE,85.32,Insuaminca
CRICRI CAJA 5 UNDS x 123GR NESTLE,127.98,Insuaminca
CRISPLUS ORLISTAT 120MG X 30 CAP ELEA,130.36,Insuaminca
CRIX DESOGESTREL 0.15MG Y ETINILESTRADIOL 0.03MG 21 TAB FAHD,47.53,Insuaminca
CROMOFTAL SOL OFT 4% X 10 ML (CROMOGLICATO DE SODIO) OFTALMI,25.55,Insuaminca
CUBRE BOTAS X PAR GAVENTEX,2.95,Insuaminca
CURE AID EYE PAD (PARCHO OCULAR) ADULTO 58MM X 82MM CAJA X 20UNID PHARMAPLAST,31.01,Insuaminca
CURE AID EYE PAD (PARCHO OCULAR) PEDIATRICO 50MM X 62MM CAJA X 20UNID PHARMAPLAST,31.01,Insuaminca
CURE AID FOR KIDS X 20UNID,11.81,Insuaminca
CURE-AID CLEAR X 20 UNDS (CURITAS),10.83,Insuaminca
CURPINOL 12.5MG X 10 COM (CARVEDILOL) ROWE,16.89,Insuaminca
CURPINOL 12.5MG X 30 COM (CARVEDILOL) ROWE,45.74,Insuaminca
CURPINOL 25MG X 10M COMP (CARVEDILOL) ROWE,25.12,Insuaminca
CURPINOL 6.25MG X 10 COM (CARVEDILOL) ROWE,12.9,Insuaminca
CUTICLIN 10MG X 30 CAP (ISOTRETINOINA) VIVAX,101.84,Insuaminca
CUTICLIN 20MG X 30 CAP (ISOTRETINOINA) VIVAX,130.19,Insuaminca
CUTIMED SORBACT DRESSING 10CMX10CM X 1 SOBRE BSN MEDICAL,130.94,Insuaminca
CYNT 20MG X 20 TAB (SIMVASTATINA) DOLLDER,22.07,Insuaminca
DABIGATRAN 110MG X 10 TAB VINCENTI,92.51,Insuaminca
DABIGATRAN 75MG X 10 TAB VINCENTI,67.05,Insuaminca
DAFLON 500MG X 30 TAB SERVIER,112.03,Insuaminca
DAKSOL 500MG X 4 TAB (SECNIDAZOL) PHARMETIQUE,23.76,Insuaminca
DALCITRIN 2% UNGUENTO X 30G (MUPIROCIN) DOLLDER,67.05,Insuaminca
DALPAS 10MG X 30 TAB (BUSPIRONA) BIOTECH,23.76,Insuaminca
DALTAZEN 60MG X 20 COMPR (DILTIAZEM) KLINOS,85.38,Insuaminca
DANI 35 X 21 TAB (CIPROGESTERONA 2MG + ETINILESTRADIOL 35MCG) TIARES,53.89,Insuaminca
DANIELE 2MG/0.035MG X 21 COMP (CIPROTERONA-ETINILESTRADIOL) DALT PHARMA,63.48,Insuaminca
DARLIDE 1000UI X 30 CAP (VITAMINA D3) FC PHARMA,28.01,Insuaminca
DARLIDE 1000UI X 60 CAP S/ AZUCAR (VITAMINA D3) FC PHARMA,54.32,Insuaminca
DAYFLU 500MG/10MG/2MG DIA X 10CAP BDS VIVAX,28.18,Insuaminca
DAYFLU 500MG-2MG NOCHE X 10 CAP VIVAX,28.18,Insuaminca
DAYFLU DIA / NOCHE X 15 CAP (ANTIGRIPAL) VIVAX,38.96,Insuaminca
DECOBEL 0.5MG X 30 TAB (DEXAMETASONA) RONAVA,23.34,Insuaminca
DECOBEL 8MG/2ML  AMP X 2ML (DEXAMETASONA) RONAVA,17.48,Insuaminca
DECOREX 4MG X 10 TAB. (DEXAMETAXONA) PISA,44.13,Insuaminca
DEFALOX 400MG X 10 TAB (CEFIXIMA) DISTRILAB,59.41,Insuaminca
DEFEROL 14000 U.I X 4 TAB (VITAMINA D) PROCAPS,31.83,Insuaminca
DEFEROL 7000 U.I X 8 TAB (VITAMINA D) PROCAPS,31.83,Insuaminca
DEFLAZACORT 30MG X 10 TAB CALOX,41.42,Insuaminca
DEFLAZACORT 30MG X 30 TAB CALOX,99.38,Insuaminca
DEFLAZACORT 6MG X 10 TAB CAJA X 10 BLISTER INMENOL,165.5,Insuaminca
DEFLAZACORT 6MG X 10 TAB CAJA X 10 BLISTER JMW,135.79,Insuaminca
DEFLAZACORT 6MG X 10 TAB CALOX,38.36,Insuaminca
DEFLAZACORT 6MG X 20TAB PRAHEM,31.4,Insuaminca
DEGASTROL (LANSOPRAZOL) 30 MG X 28 TAB DEVA,27.16,Insuaminca
DEKLARIT 500MG CAJA X 14 TAB (CLARITROMICINA) DEVA,57.71,Insuaminca
DEKORT 8MG X 20 TAB (DEXAMETASONA) DEVA,113.73,Insuaminca
DENCORUB GEL X 40G LAB. PONCE,27.5,Insuaminca
DENCORUB ICE GEL X 40GR LAB PONCE,20.77,Insuaminca
DENCORUB ICE ROLL ON X 80G PONCE & BENZO,22.64,Insuaminca
DENUAL 150 MG X 1 COMP (ACIDO IBANDRONICO) ROWE,41.33,Insuaminca
DEPOTRIM AMP 150MG X 3ML (MEDROXIPROGESTERONA) LAFRANCOL,93.36,Insuaminca
"DERM CLOBETA 0,05% CREMA X 30GR (CLOBETASOL) GALENTIC",28.43,Insuaminca
DERM KETA 2% CREMA X 15GR (KETOCONAZOL) GALENTIC,10.18,Insuaminca
DERMABELLA LOCION CORPORAL HIDRATANTE X 120ML AVILA,15.26,Insuaminca
"DERMAZOL 0,05% LOCION CAPILAR 25 ML MEDIHEALTH",73.33,Insuaminca
"DERMAZOL UNGUENTO 0,05% X 30GR (CLOBETASOL) MEDIHEALTH",70.87,Insuaminca
"DERMOSONE 0,05% CREMA X 15GR (BETAMETASONA) GALENTIC",15.28,Insuaminca
DERMOSUPRIL 0.1% CREMA 15GR (DESONIDA) MEDIHEALTH,56.1,Insuaminca
"DERMOSUPRIL C CREMA 0,1%-3% X 15GR MEDIHELTH",78.5,Insuaminca
"DERMOSUPRIL CREMA 0,05% X 15G MEDIHEALTH",52.28,Insuaminca
DERMOSUPRIL EMULSION TOPICA FRASCO X 120ML MEDIHEALTH,120.09,Insuaminca
DERMOTRIZOL CREMA 1% X 20GR (CLOTRIMAZOL) BELFAR,12.73,Insuaminca
DERMOX CREMA CORPORAL HUMECTANTE C/VIT E 200ML FISA,20.28,Insuaminca
DESLORAT 0.5MG/ML 60ML JBE PED (DESLORATADINA) OFTALMI,26.31,Insuaminca
DESLORAT 5MG X 10 TAB (DESLORATADINA) OFTALMI,15.7,Insuaminca
DESLORAT 5MG X 20 TAB (DESLORATADINA) OFTALMI,27.07,Insuaminca
DESLORATADINA 2.5MG/5 ML SOL ORAL PED X 60ML MEYER,22.91,Insuaminca
DESLORATADINA 2.5MG/5ML JBE X 60ML LA SANTE,22.49,Insuaminca
DESLORATADINA 5MG X 10 COMPR SPEFAR,17.4,Insuaminca
DESLORATADINA 5MG X 10 TAB CALOX,12.99,Insuaminca
DESLORATADINA 5MG X 10 TAB KIMICEG,22.91,Insuaminca
DESLORATADINA 5MG X 10 TAB LA SANTE,13.15,Insuaminca
DESLORATADINA 5MG X 10TAB CAJA X 10 BLISTER BRIXMEDIC,64.5,Insuaminca
DESLORATADINA 5MG X 14 TAB GDG PHARMA,8.06,Insuaminca
DESLORATADINA 5MG X 30 TAB SAGA,17.82,Insuaminca
DESODORANTE  LADY SPEED STICK OMEGA 3 SPRAY X91GR,48.24,Insuaminca
DESODORANTE  LADY SPEED STICK OMEGA3 BARRA X45GR,37.9,Insuaminca
DESODORANTE  LADY SPEED STICK OMEGA3 ROLL-ON X45GR,22.64,Insuaminca
DESODORANTE  SPEED STICK  XTREME SPRAY X91GR MSS,39.87,Insuaminca
DESODORANTE APEX LEGACY BARRA X 62GR,18.71,Insuaminca
DESODORANTE APEX REVO BARRA X 62GR,18.71,Insuaminca
DESODORANTE AXE SPRAY CORPORAL X 150ML - 97GR DARK TEMPTATION,28.55,Insuaminca
DESODORANTE AXE SPRAY CORPORAL X 150ML - 97GR KILO,28.55,Insuaminca
DESODORANTE AXE SPRAY CORPORAL X 150ML - 97GR MARINE,28.55,Insuaminca
DESODORANTE AXE SPRAY CORPORAL X 150ML - 97GR MUSIC,28.55,Insuaminca
DESODORANTE DESKARO BLUE ROLL-ON X 75GR FISA,10.83,Insuaminca
DESODORANTE DESKARO PLATINUM ROLL-ON X 75GR FISA,10.83,Insuaminca
DESODORANTE DOVE DERMO ACLARANT AEROSOL X 89GR - 150ML,43.81,Insuaminca
DESODORANTE DOVE ORIGINAL AEROSOL X 89GR - 150ML,43.81,Insuaminca
DESODORANTE DOVE ORIGINAL ROLLON X 50ML,21.17,Insuaminca
DESODORANTE EVERY NIGHT BABY PINK 90G FISA,13.29,Insuaminca
DESODORANTE EVERY NIGHT FRESH 90GR FISA,13.29,Insuaminca
DESODORANTE EVERY NIGHT NATURELLE 90G FISA,13.29,Insuaminca
DESODORANTE EVERY NIGHT POWDER 90G FISA,13.29,Insuaminca
DESODORANTE EVERY NIGHT SPORT 90GR FISA,13.29,Insuaminca
DESODORANTE EVERY NIGHT SPRING FRESH 90G FISA,13.29,Insuaminca
DESODORANTE LADY SPEED STICK PRO5 BARRA X 50G,32.49,Insuaminca
DESODORANTE LADY SPEED STICK PRO5 ROLL-ON X 50ML,18.71,Insuaminca
DESODORANTE LADY STICK 24/7 PRO5 SPRAY X91GR,39.87,Insuaminca
DESODORANTE OLD SPICE FRESH BARRA X 85GR P&G,54.15,Insuaminca
DESODORANTE OLD SPICE LEÑA SPRAY X 93GR P&G,44.3,Insuaminca
DESODORANTE OLD SPICE ORIGINAL BARRA X 85GR P&G,54.15,Insuaminca
DESODORANTE REXONA BARRA X 50GR COTTON DRY,32.98,Insuaminca
DESODORANTE REXONA ROLLON X 50ML SPORTFAN,20.38,Insuaminca
DESODORANTE REXONA ROLLON X 50ML STAY FRESH (BAMBOO & ALOE),20.38,Insuaminca
DESODORANTE REXONA TONO PERFECTO ROLLON X 50ML,20.38,Insuaminca
DESODORANTE ROLL-ON NIVEA ACLARADO NATURAL CLASSIC TOUCH X 50ML,20.67,Insuaminca
DESODORANTE ROLL-ON NIVEA BLACK & WHITE INVISIBLE CLEAR X 50ML,20.67,Insuaminca
DESODORANTE ROLL-ON NIVEA MEN BLACK & WHITE INVISIBLE ORIGINAL X 50ML,20.67,Insuaminca
DESODORANTE ROLL-ON NIVEA MEN DEEP BLACK CARBON X 50ML,20.67,Insuaminca
DESODORANTE ROLL-ON NIVEA MEN DRY IMPACT  X 50ML,20.67,Insuaminca
DESODORANTE ROLL-ON NIVEA MEN FRESH ICE X 50ML,20.67,Insuaminca
DESODORANTE ROLL-ON NIVEA MEN FRESH SPORT X 50ML,20.67,Insuaminca
DESODORANTE ROLL-ON NIVEA MEN SILVER PROTECT X 50ML,20.67,Insuaminca
DESODORANTE SPEED STICK 24/7 X5 ROLL-ON X50ML,18.71,Insuaminca
DESODORANTE SPEED STICK 24/7 X5 SPRAY X 91GR,39.87,Insuaminca
DESODORANTE SPEED STICK ROLL-ON X50M EXTR,18.71,Insuaminca
DESODORANTE SPEED STICK STAIN GUARD BARRA X50GR,32.0,Insuaminca
DESODORANTE SPEED STICK X5 XTREME BLOC BARRA  X50GR,31.5,Insuaminca
DESOGESTREL 75MCG X 28 COMPR GERMED,22.91,Insuaminca
DEXA 8MG/2ML. SOL.  X 1 AMP (DEXAMETASONA) SAKAR,8.91,Insuaminca
DEXA 8MG/2ML. SOL.X 5 AMP.(DEXAMETASONA) SAKAR,36.92,Insuaminca
DEXAMED 8MG X 10 TAB (DEXAMETASONA) PHARMAMED,16.55,Insuaminca
DEXAMER 0.05% 20G (DEXAMETASONA) BOOZ,20.2,Insuaminca
DEXAMETASONA 4MG/1ML  I.V/I.M CAJA X 10 AMP LAND,35.65,Insuaminca
DEXAMETASONA 4MG/1ML CAJA X 10 AMP  KMPLUS,21.22,Insuaminca
DEXAMETASONA 4MG/1ML I.V/I.M BIOSANO,2.55,Insuaminca
DEXAMETASONA 8MG/ 2ML I.M./I.V. BLISTER X10 AMP BRIXMEDIC,29.7,Insuaminca
DEXAMETASONA 8MG/2ML I.M/I.V BLISTER X 5 AMP UNILINK,14.85,Insuaminca
DEXAMETASONA 8MG/2ML I.M/I.V CAJA X 10 AMP KMPLUS,29.7,Insuaminca
DEXAMETASONA 8MG/2ML I.V./I.M. CAJA X 10 AMP ALEYMEDIC,33.95,Insuaminca
DEXAMETASONA 8MG/2ML I.V/I.M BIOSANO,3.82,Insuaminca
