Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27
BETARRETIN 0.025% CREMA X 30G MEDIHEALTH MEGALABS,7591619517841,6.07,5.766500000000001,,0,,,,,,,,,,,,,,,,,,,,,,
BETARRETIN 0.05% CREMA X 30G MEDIHEALTH MEGALABS,7591619517858,7.22,6.859,,0,,,,,,,,,,,,,,,,,,,,,,
BICARBONATO DE SODIO SOBRE 25GR CHEMICALS,7592141000313,1.32,1.254,,0,,,,,,,,,,,,,,,,,,,,,,
BIOCOR (OLMESASTAR) 20MG X 30 TAB CALOX,7591519000146,5.04,4.788,,0,,,,,,,,,,,,,,,,,,,,,,
BIOCOR (OLMESASTAR) 40MG X 30 TAB CALOX,7591519000122,9.03,8.5785,,0,,,,,,,,,,,,,,,,,,,,,,
BIOCOR HCT  (OLMESASTAR) 20MG -12.5 MG X 10 TAB MCK CALOX,7591519317664,3.09,2.9354999999999998,,0,,,,,,,,,,,,,,,,,,,,,,
BIOCOR HCT  (OLMESASTAR) 40MG -12.5 MG X 10 TAB MCK CALOX,7591519317657,3.97,3.7715,,0,,,,,,,,,,,,,,,,,,,,,,
BIOCOR-AMLO (OLME-AMLO) 20MG/5MG X 30 TAB CALOX,7591519316247,5.68,5.396,,0,,,,,,,,,,,,,,,,,,,,,,
BIOTINA 10.000MCG X 30 CAP PHARMATECH,7597189000165,7.16,6.8020000000000005,,0,,,,,,,,,,,,,,,,,,,,,,
BIPRIN (PIRIDOXINA) VIT B6 300MG X 10 CAP VIVAX,7592432002576,2.97,2.8215000000000003,,0,,,,,,,,,,,,,,,,,,,,,,
BISOPROLOL  2.5MG X 30TAB LATTAN MEDIC,720524031143,2.57,2.4415,,0,,,,,,,,,,,,,,,,,,,,,,
BISOPROLOL 10MG X 30 TAB FARMAMED,8906082150997,1.5,1.425,,0,,,,,,,,,,,,,,,,,,,,,,
BISOPRUNI (BISOPROLOL) 2.5MG X 30 TAB UNIPHARMA,7598852000246,1.95,1.8525,,0,,,,,,,,,,,,,,,,,,,,,,
BISOPRUNI (BISOPROLOL) 5MG X 30 TAB UNIPHARMA,7467922681626,2.65,2.5175,,0,,,,,,,,,,,,,,,,,,,,,,
BLOCAX (CANDESARTAN) 8MG X 10 TAB BLISTER BIOTECH,7591243805345,2.28,2.166,,0,,,,,,,,,,,,,,,,,,,,,,
BLOCAX (CANDESARTAN) 8MG X 30 TAB BIOTECH,7591243805338,7.67,7.2865,,0,,,,,,,,,,,,,,,,,,,,,,
BLOCAX 16MG X 10 TAB (BLISTER) BIOTECH,7591243805383,2.31,2.2,,0,,,,,,,,,,,,,,,,,,,,,,
BLOCAX 16MG X 30 TAB BIOTECH,7591243805376,5.19,4.9305,,0,,,,,,,,,,,,,,,,,,,,,,
BONAMES 150MG X 1 TAB REC FARMA,7591821903326,5.11,4.854500000000001,,0,,,,,,,,,,,,,,,,,,,,,,
BONAVEN LOCION LIMPIADORA X 120ML MEDIHEALTH MEGALABS,7703333007618,14.5,13.775,,0,,,,,,,,,,,,,,,,,,,,,,
BOROCANFOR ORIGINAL 120G  LAB VITA,75930530,3.5,3.325,,0,,,,,,,,,,,,,,,,,,,,,,
BRAL (DIPIRONA) 500MG X 20TAB BIOTECH,7591243807202,3.87,3.6765,,0,,,,,,,,,,,,,,,,,,,,,,
BROFLEMA 8MG/5ML JBE FCO X 120ML BIOTECH,7591243807370,2.48,2.356,,0,,,,,,,,,,,,,,,,,,,,,,
BROLAT 5MG/30MG X 10 TAB SIEGFRIED MEYER,7592601301578,2.28,2.166,,0,,,,,,,,,,,,,,,,,,,,,,
BROMEXINA 4MG/5ML X 100ML COFASA,7591818132029,3.22,3.059,,0,,,,,,,,,,,,,,,,,,,,,,
BROMHEXINA 4MG/5ML X 120ML LA SANTE PHARMETIQUE,7592454891448,2.1,1.995,,0,,,,,,,,,,,,,,,,,,,,,,
BROMURO DE IPRATROPIO  INH 200 DOSIS DISTRILAB,7598252101536,11.04,10.488,,0,,,,,,,,,,,,,,,,,,,,,,
BROXOL FLEM ADULT 750MG/15ML JBE X 120ML LA SANT╔,7592454000437,5.31,5.044499999999999,,0,,,,,,,,,,,,,,,,,,,,,,
BROXOL GRIP 80MG/0.5MG GTA X 30ML LA SANT╔,7592454889629,1.52,1.444,,0,,,,,,,,,,,,,,,,,,,,,,
BROXOL TOS SOL ORAL ADUL X 120ML LA SANTE PHARMETIQUE,7592454536271,3.47,3.2965,,0,,,,,,,,,,,,,,,,,,,,,,
BRUCEN ADULCARE BODY LOTION X 250ML BRUPHARM,7592090000334,7.59,7.2105,,0,,,,,,,,,,,,,,,,,,,,,,
BRUCEN ADULCARE BODY LOTION X 400ML BRUPHARM,7592090000167,10.66,10.127,,0,,,,,,,,,,,,,,,,,,,,,,
BRUCEN ADULTCARE CREM DERMOPROTECTORA X 100G BRUPHARM,7592090000020,7.72,7.334,,0,,,,,,,,,,,,,,,,,,,,,,
BRUCEN ADULTCARE CREM DERMORESTAURAD. CON CENT. A. X 30G BRUPHARM,7592090000075,5.96,5.662,,0,,,,,,,,,,,,,,,,,,,,,,
BRUCEN ANTI ACNE D-PANTENOL GEL HIDRAT PIEL GRASA X 120G BRUPARM,7592090000389,5.5,5.225,,0,,,,,,,,,,,,,,,,,,,,,,
BRUCEN CREMA DE MANOS CON PROT. SOLAR Y VIT E X 50G BRUPHARM,7592090000358,4.36,4.142,,0,,,,,,,,,,,,,,,,,,,,,,
BRUCEN CREMA NUTRITIVA Y RESTAURADORA X 80G BRUPHARM,7592090000037,6.42,6.099,,0,,,,,,,,,,,,,,,,,,,,,,
BRUCEN HYDRO BODY LOTION X 250ML BRUPHARM,7592090000419,7.95,7.5525,,0,,,,,,,,,,,,,,,,,,,,,,
BRUCEN HYDRO BODY LOTION X 400ML BRUPHARM,7592090000433,10.91,10.3645,,0,,,,,,,,,,,,,,,,,,,,,,
BRUCEN PANTALLA SOLAR CUERPO X 100G BRUPHARM,7592090000150,7.63,7.2485,,0,,,,,,,,,,,,,,,,,,,,,,
BRUCEN PANTALLA SOLAR ROSTRO Y CUELLO 50G BRUPHARM,7592090000143,8.74,8.303,,0,,,,,,,,,,,,,,,,,,,,,,
BRUCEN PSO-SKIN SYNDET 12% GEL LIMPIADOR C. X 250ML BRUPHARM,7592090001591,9.01,8.5595,,0,,,,,,,,,,,,,,,,,,,,,,
BRUCEN PSO-SKIN UREA 10% CREMA CORP EXT X 400ML BRUPHARM,7592090001584,12.12,11.514,,0,,,,,,,,,,,,,,,,,,,,,,
BRUCEN PSO-SKIN UREA 12% CREMA CORP EMOLIENTE X 250ML BRUPHARM,7592090001607,9.24,8.778,,0,,,,,,,,,,,,,,,,,,,,,,
BRUCETIN CREMA DERMOPROTECTORA X 50G BRUPHARM,7592090001362,5.8,5.51,,0,,,,,,,,,,,,,,,,,,,,,,
BRUGESIC (IBUPROFENO) 400MG X 10 COMP ELMOR,7591062902546,0.95,0.9025,,0,,,,,,,,,,,,,,,,,,,,,,
BRUGESINA 300MG/10MG X 10 COMP ELMOR,7591062010616,2.21,2.0995,,0,,,,,,,,,,,,,,,,,,,,,,
BUCOXOLGAR  MIEL/LIMON SOL X 120ML LA SANTE PHARMETIQUE,7592454891356,2.36,2.242,,0,,,,,,,,,,,,,,,,,,,,,,
BUCOXOLGAR  MIEL/LIMON X 10 TAB MAST LA SANTE PHARMETIQUE,7592454891387,2.21,2.0995,,0,,,,,,,,,,,,,,,,,,,,,,
BUCOXOLGAR FRUTOS ROJOS SOL X 120ML  PHARMETIQUE,7592454891332,2.36,2.242,,0,,,,,,,,,,,,,,,,,,,,,,
BUCOXOLGAR FRUTOS ROJOS X 10 TAB MAST  PHARMETIQUE,7592454891363,2.21,2.0995,,0,,,,,,,,,,,,,,,,,,,,,,
BUCOXOLGAR MENTA X 10 TAB MAST LA SANTE PHARMETIQUE,7592454891349,2.36,2.242,,0,,,,,,,,,,,,,,,,,,,,,,
BUDENAS 1MG/ML ATOMIZ NASAL 100MCG/DOSIS OFTALMI,7591196000644,7.85,7.4575,,0,,,,,,,,,,,,,,,,,,,,,,
BUDESONIDA  200MCG/DOSIS AEROSOL DISTRILAB,7598252101529,10.39,9.8705,,0,,,,,,,,,,,,,,,,,,,,,,
BUDESONIDA/FORMOTEROL (SAPPAL)120 DOSIS ASIA,358500,7.33,6.9635,,0,,,,,,,,,,,,,,,,,,,,,,
BUMELEX 1MG X 16 COMP ROWE MEGALABS,7591955000991,5.59,5.3105,,0,,,,,,,,,,,,,,,,,,,,,,
BUMETIN RETARD LP 300 MG X 20 TAB PHARMETIQUE,7703763861002,6.37,6.0515,,0,,,,,,,,,,,,,,,,,,,,,,
BURETA 150ML X PAQ 5 UNIDADES,707273544506,6.18,5.8709999999999996,,0,,,,,,,,,,,,,,,,,,,,,,
BUTROPINA SOL GOTAS X 20ML VINCENTI,7592782000338,5.77,5.4815,,0,,,,,,,,,,,,,,,,,,,,,,
CABERGUNI (CABERGOLINA) 0.5MG X 4TAB UNIPHARMA,7598852000796,7.5,7.125,,0,,,,,,,,,,,,,,,,,,,,,,
CABESTRILLO C/BOLSA ADULTO FUCSIA FORMA,7594001084891,11.27,10.7065,,0,,,,,,,,,,,,,,,,,,,,,,
CABESTRILLO C/BOLSA JUVENIL AZUL REY FORMA,7594001084921,19.74,18.753,,0,,,,,,,,,,,,,,,,,,,,,,
CABESTRILLO C/BOLSA PED-NIÐA FORMA,7594001084945,9.61,9.1295,,0,,,,,,,,,,,,,,,,,,,,,,
CABESTRILLO C/BOLSA PED-NIÐO FORMA,7594001084938,9.61,9.1295,,0,,,,,,,,,,,,,,,,,,,,,,
CALCIBON NATAL 200/400/18MG X 30 TAB REC FARMA,7591821102071,11.09,10.535499999999999,,0,,,,,,,,,,,,,,,,,,,,,,
CALCIBON SUPRA 200/60/50 MG X 30 TAB MAST FARMA,7591821102170,11.66,11.077,,0,,,,,,,,,,,,,,,,,,,,,,
CALCIO CON VITAMINA D3 X 100 TAB M LAND,7598008000786,11.57,10.9915,,0,,,,,,,,,,,,,,,,,,,,,,
CALOXPIRINA 81MG X 30 TAB CALOX,7591519008487,2.99,2.8405,,0,,,,,,,,,,,,,,,,,,,,,,
CALPAL D NATAL X 30 TAB BIOTECH,7591243807585,7.77,7.3815,,0,,,,,,,,,,,,,,,,,,,,,,
CALPAL D X 30 TAB BIOTECH,7591243807554,7.63,7.2485,,0,,,,,,,,,,,,,,,,,,,,,,
CALRESAN X 90 CAP ARCOIRIS,7592946168508,4.13,3.9234999999999998,,0,,,,,,,,,,,,,,,,,,,,,,
CANDER (CANDESARTAN) 8MG X 30 TAB VALMORCA,7591020008297,5.99,5.6905,,0,,,,,,,,,,,,,,,,,,,,,,
CANDER 16MG X 30 TAB VALMORCA,7591020008303,8.7,8.264999999999999,,0,,,,,,,,,,,,,,,,,,,,,,
CANDER HCT 16MG /12.5 MG  X 30 TAB VALMORCA,7591020080620,9.15,8.6925,,0,,,,,,,,,,,,,,,,,,,,,,
CANDESARTAN 16MG X 10 TAB  LA SANTE PHARMETIQUE,7592454891189,2.05,1.9474999999999998,,0,,,,,,,,,,,,,,,,,,,,,,
CANULA NASAL DE OXIGENO ADULTO PLUSMEDIC,7597467000511,1.82,1.729,,0,,,,,,,,,,,,,,,,,,,,,,
CANULA NASAL PARA OXIGENO PEDIATRICA DYNAMICS,30020405035,1.42,1.349,,0,,,,,,,,,,,,,,,,,,,,,,
CAPTOPRIL 25 MG X 30 TAB CALOX,7591519051285,2.09,1.9854999999999998,,0,,,,,,,,,,,,,,,,,,,,,,
CAPTOPRIL 50MG X 10 TAB CALOX,7591519000290,1.13,1.0735,,0,,,,,,,,,,,,,,,,,,,,,,
CAPTOPRIL 50MG X 30 TAB CALOX,7591519051292,2.77,2.6315,,0,,,,,,,,,,,,,,,,,,,,,,
CARBAMAZEPINA 200MG X 20 TAB DAC55,8906121690026,2.27,2.1565,,0,,,,,,,,,,,,,,,,,,,,,,
"CARBATIL 12,5 MG X 10 TAB (BLISTER) BIOTECH",7591243807790,1.51,1.4344999999999999,,0,,,,,,,,,,,,,,,,,,,,,,
"CARBATIL 12,5 MG X 30 TAB BIOTECH",7591243807813,4.06,3.8569999999999998,,0,,,,,,,,,,,,,,,,,,,,,,
CARBONATO DE LITIO 300MG X 20 CAP FARMAMED,8906082151192,2.29,2.1755,,0,,,,,,,,,,,,,,,,,,,,,,
CARETA PROTECTORA TIPO GAFAS TRANSP AKERMED,7592248003569,1.56,1.482,,0,,,,,,,,,,,,,,,,,,,,,,
CARVEDILOL 25MG X 14 TAB CALOX,7591519007640,2.78,2.641,,0,,,,,,,,,,,,,,,,,,,,,,
CARVEDILOL 6.25MG X 20 COMP SPEFAR,7590027002208,1.69,1.6055,,0,,,,,,,,,,,,,,,,,,,,,,
"CARVEDILOL TAB 12,5MG X 14 CALOX",7591519007053,2.1,1.995,,0,,,,,,,,,,,,,,,,,,,,,,
"CARVIX (ACIDO FOLICO, VIT B6, VIT B12) X 30 CAP VIVAX",7592432009728,3.47,3.2965,,0,,,,,,,,,,,,,,,,,,,,,,
CASCARA SAGRADA 300MG X 60 CAP ARCOIRIS,7592946006008,6.88,6.536,,0,,,,,,,,,,,,,,,,,,,,,,
CASTAÑO DE INDIA 400MG X 60 CAP ARCOIRIS,7592946007104,6.96,6.612,,0,,,,,,,,,,,,,,,,,,,,,,
CEFADROXILO (UNIDROXY) 500 X 10TAB UNIPHARMA,7598852000314,2.86,2.717,,0,,,,,,,,,,,,,,,,,,,,,,
CEFADROXILO 500MG X 10 TAB DAC55,7598578000070,2.9,2.755,,0,,,,,,,,,,,,,,,,,,,,,,
CEFALOTINA 1G AMPOLLA EL MORRO,652931974235,0.74,0.703,,0,,,,,,,,,,,,,,,,,,,,,,
CEFAZOLINA I.M/I.V 1G AMP EL MORRO,652931974228,0.85,0.8075,,0,,,,,,,,,,,,,,,,,,,,,,
CEFEPIMA 1G I.M/I.V AMP BIOSANO EL MORRO,7803920001118,2.46,2.3369999999999997,,0,,,,,,,,,,,,,,,,,,,,,,
CEFIXIME (UNIXIME) 400MG X 10TAB UNIPHARMA,8904278576460,7.5,7.125,,0,,,,,,,,,,,,,,,,,,,,,,
CEFIXIMA (LONGACEF) SUSP 100MG/5ML X 60ML DISTRILAB,7598252101017,6.31,5.9944999999999995,,0,,,,,,,,,,,,,,,,,,,,,,
CEFOTAXIRON (CEFOTAXIME) 1GR X 1AMP + AGUA DES RONAK,6242004050078,1.56,1.482,,0,,,,,,,,,,,,,,,,,,,,,,
CEFTAZIDIMA 1G SOL INY I.M/I.V X 1 AMP EL MORRO,7707236121952,2.34,2.223,,0,,,,,,,,,,,,,,,,,,,,,,
CEFTRIAXONA (UNIXONA) AMP I.V 1G UNIPHARMA,7598852000109,0.65,0.6175,,0,,,,,,,,,,,,,,,,,,,,,,
CELAY (CETIRIZINA) 10MG X 10 TAB COFASA,7591818116104,3.1,2.9450000000000003,,0,,,,,,,,,,,,,,,,,,,,,,
CELAY (CETIRIZINA) JARABE X 100ML COFASA,7591818215050,3.01,2.8594999999999997,,0,,,,,,,,,,,,,,,,,,,,,,
CELAY (CETIRIZINA) SOL GOTAS X 15ML COFASA,7591818111123,3.12,2.964,,0,,,,,,,,,,,,,,,,,,,,,,
CENTAB-BETA X 30TAB PHARMATECH,7597189000080,6.12,5.814,,0,,,,,,,,,,,,,,,,,,,,,,
CENTELLA + ALCACHOFA 120/180MG X 60 CAP NATURAL PREMIUM,7592430000031,7.71,7.3245,,0,,,,,,,,,,,,,,,,,,,,,,
CENTELLA ASIATICA 300MG X 60 CAP NATURAL PREMIUM,7592430000185,8.04,7.637999999999999,,0,,,,,,,,,,,,,,,,,,,,,,
CENTELLA CON ALCACHOFA 300MG X 90 CAP ARCOIRIS,7592946168324,6.96,6.612,,0,,,,,,,,,,,,,,,,,,,,,,
CENTROS DE CAMA X 10 UNID DEXX,7593567000727,4.87,4.6265,,0,,,,,,,,,,,,,,,,,,,,,,
CEPILLO QUIRURGICO (CLINIC-UNI ) C/SOL BENZALNICO UNIPHARMA,7598852001229,0.53,0.5,,0,,,,,,,,,,,,,,,,,,,,,,
CEPILLO QUIRURGICO (CLINIC-UNI ) C/SOL YODADA UNIPHARMA,7598852001212,0.53,0.5035000000000001,,0,,,,,,,,,,,,,,,,,,,,,,
CERAGESTREL (DESOGESTREL) 75MG X 28 TAB UNIPHARMA,7598852000994,2.52,2.394,,0,,,,,,,,,,,,,,,,,,,,,,
CETIRIVAX (CETIRIZINA) 10MG X 10 CAP VIVAX,7592432001654,1.5,1.425,,0,,,,,,,,,,,,,,,,,,,,,,
CETIRIZINA 10MG X 10 TAB DAC55,7598578000452,0.63,0.5985,,0,,,,,,,,,,,,,,,,,,,,,,
CETIRIZINA 10MG X 10 TAB FARMAMED,8906082150980,0.5,0.475,,0,,,,,,,,,,,,,,,,,,,,,,
CEVAX (VITAMINA C) X 15 CAP VIVAX,7592432901381,2.79,2.6505,,0,,,,,,,,,,,,,,,,,,,,,,
CEVAX (VITAMINA C) X 30 CAP VIVAX,7592432007649,4.81,4.5695,,0,,,,,,,,,,,,,,,,,,,,,,
"CEVAX ZINC 500MG/7,5MG X 15 CAP VIVAX",7592432000138,3.91,3.7145,,0,,,,,,,,,,,,,,,,,,,,,,
"CEVAX ZINC 500MG/7,5MG X 30 CAP VIVAX",7592432900193,6.44,6.118,,0,,,,,,,,,,,,,,,,,,,,,,
CHICCO ACEITE CON VIT E X 220CM PHARSANA,7591061660584,3.81,3.6195,,0,,,,,,,,,,,,,,,,,,,,,,
CHICCO CHAMPU MANZANILLA X 200CM PHARSANA,7591061660362,2.78,2.641,,0,,,,,,,,,,,,,,,,,,,,,,
CHICCO COLONIA PARA NIÐOS X 220CM PHARSANA,7591061508183,2.74,2.603,,0,,,,,,,,,,,,,,,,,,,,,,
CHICCO COTONCITOS 60 UND PHARSANA,7591061521441,0.88,0.836,,0,,,,,,,,,,,,,,,,,,,,,,
CHICCO MOTAS DE ALGODON X 100 UNID PHARSANA,728417002584,3.1,2.9450000000000003,,0,,,,,,,,,,,,,,,,,,,,,,
CHICCO TALCO X 200G PHARSANA,7591061660263,2.68,2.5460000000000003,,0,,,,,,,,,,,,,,,,,,,,,,
CHICCO TOALLITAS HUMEDAS X 72 UND PHARSANA,728417501001,1.94,1.843,,0,,,,,,,,,,,,,,,,,,,,,,
CICLOKAN X 21  COMP KLINOS MEGALABS,7591619519227,13.96,13.262,,0,,,,,,,,,,,,,,,,,,,,,,
CICLOKAPRON (ACIDO TRANEXAMICO) 500MG/5ML AMP VITALIS EL MORRO,7709618581873,1.98,1.881,,0,,,,,,,,,,,,,,,,,,,,,,
CIFARCAINA HIPERBARA AL 5% AMP BEHRENS,7592637000193,4.21,3.9995,,0,,,,,,,,,,,,,,,,,,,,,,
CINCHA P/CODO NEOPRENO EPICONDILITIS DYNAMICS,4716568500192,6.08,5.776,,0,,,,,,,,,,,,,,,,,,,,,,
CIPROFLOXACINA (DIPROXIN) SUSP 250MG/5ML X 60ML DISTRILAB,7598252000495,2.66,2.527,,0,,,,,,,,,,,,,,,,,,,,,,
CIPRUNI (CIPROFLOXACINA) 500MG X 10TAB UNIPHARMA,7598852000659,2.47,2.3465000000000003,,0,,,,,,,,,,,,,,,,,,,,,,
CITICOLINA (UNICOLINA) 500MG X 10 TAB BLISTER UNIPHARMA,7467922681602,6.25,5.9375,,0,,,,,,,,,,,,,,,,,,,,,,
CITICOLINA (CITOWISE) 250MG/ML I.M/I.V AMP ASIA,8906120312103,5.2,4.94,,0,,,,,,,,,,,,,,,,,,,,,,
CLENBUNAL  GOTAS X 15ML ROWE MEGALABS,7591955000144,2.96,2.812,,0,,,,,,,,,,,,,,,,,,,,,,
CLENBUNAL JBE ADULTO X 120ML ROWE MEGALABS,7591955000120,3.28,3.1159999999999997,,0,,,,,,,,,,,,,,,,,,,,,,
CLENBUNAL JBE PEDIATRICO X 120ML ROWE MEGALABS,7591955000113,3.72,3.5340000000000003,,0,,,,,,,,,,,,,,,,,,,,,,
CLENBUXOL GOTAS X 20ML ROWE MEGALABS,7591955000175,3.25,3.0875,,0,,,,,,,,,,,,,,,,,,,,,,
CLENBUXOL JBE ADULTO X 120ML ROWE MEGALABS,7591955000151,3.61,3.4295,,0,,,,,,,,,,,,,,,,,,,,,,
CLENBUXOL JBE PEDIATRICO X 120ML ROWE MEGALABS,7591955000168,3.61,3.4295,,0,,,,,,,,,,,,,,,,,,,,,,
CLENOX (ENOXAPARINA) 40MG/0.4ML 1 AMP PROCAPS VIVAX,7703153016852,8.11,7.7044999999999995,,0,,,,,,,,,,,,,,,,,,,,,,
CLIMASOY 100MG X 30 CAP FARMA,7591821802735,9.87,9.3765,,0,,,,,,,,,,,,,,,,,,,,,,
CLINDAMICINA 600MG/4ML I.M/I.V EL MORRO,652931974068,1.6,1.52,,0,,,,,,,,,,,,,,,,,,,,,,
CLINDUNI (CLINDAMICINA) 300MG X 16 CAP UNIPHARMA,7598852000963,5.04,4.8,,0,,,,,,,,,,,,,,,,,,,,,,
CLODOXIN (METOCL+VIT B6) 10MG X 20 COMP PLUS ANDEX,7594001100584,1.36,1.292,,0,,,,,,,,,,,,,,,,,,,,,,
CLODOXIN (METOCL+VIT B6) GOTA PED X 30ML PLUS ANDEX,7594001100560,1.51,1.4344999999999999,,0,,,,,,,,,,,,,,,,,,,,,,
"CLONIPRES (CLONIDINA CLORH) 0,150MG X 20 TAB KLINOS MEGALABS",7591955000182,5.59,5.3105,,0,,,,,,,,,,,,,,,,,,,,,,
CLONIXINATO DE LISINA 100MG/2ML AMP BIOSANO EL MORRO,7800061001120,0.46,0.437,,0,,,,,,,,,,,,,,,,,,,,,,
CLOPIDOGREL 75MG X 20 TAB FARMAMED,8906005117670,1.5,1.425,,0,,,,,,,,,,,,,,,,,,,,,,
CLORACE 500MG/4MG X 10 TAB COFASA,7591818116043,4.19,3.9805,,0,,,,,,,,,,,,,,,,,,,,,,
CLORACE 500MG/4MG X 20 TAB COFASA,7591818215265,7.83,7.4385,,0,,,,,,,,,,,,,,,,,,,,,,
CLORACE JARABE SIN AZUCAR X 120ML COFASA,7591818716700,4.65,4.4175,,0,,,,,,,,,,,,,,,,,,,,,,
CLORFENIRAMINA 10MG/1ML IV/IM AMP BIOSANO EL MORRO,7800061105101,0.46,0.437,,0,,,,,,,,,,,,,,,,,,,,,,
CLORFENIRAMINA 10MG/ML I.M/I.V 1ML X 10 AMP UNIPHARMA,7598852000949,3.95,3.7525000000000004,,0,,,,,,,,,,,,,,,,,,,,,,
CLORFENIRAMINA BP CAJA X 10 AMP X 1 ML ASIA,8906120312837,13.33,12.663499999999999,,0,,,,,,,,,,,,,,,,,,,,,,
CLORFENIRAMINA MALEATO 4MG X 20 TAB COASPHARMA,7703712030695,1.17,1.1115,,0,,,,,,,,,,,,,,,,,,,,,,
CLORURO DE MAGNESIO 25GR SOBRE CHEMICALS,7592141001631,2.24,2.128,,0,,,,,,,,,,,,,,,,,,,,,,
"CLORURO DE POTASIO 7,5% (KCL)X 100ML BEHRENS",7592637000339,4.18,3.9709999999999996,,0,,,,,,,,,,,,,,,,,,,,,,
CLORURO DE SODIO 0.9% X 100ML BEHRENS,7592637001312,2.96,2.812,,0,,,,,,,,,,,,,,,,,,,,,,
CLORURO DE SODIO 0.9% X 500ML BEHRENS,7592637005037,2.16,2.052,,0,,,,,,,,,,,,,,,,,,,,,,
CLORURO DE SODIO SOL 0.9% 500ML UNIPHARMA,7598852000628,1.43,1.3585,,0,,,,,,,,,,,,,,,,,,,,,,
CLOTRIMAZOL 500MG X 1 OVULO TIARES,8904187830677,2.09,1.9854999999999998,,0,,,,,,,,,,,,,,,,,,,,,,
CLOTRIMAZOL100MG X 6 OVULOS TIARES,8904187829503,2.48,2.356,,0,,,,,,,,,,,,,,,,,,,,,,
CODEBROMIL PLUS AD JARABE X 90ML  VINCENTI,7592782001755,5.83,5.5385,,0,,,,,,,,,,,,,,,,,,,,,,
COFADOR (DORZOLAMINA) GOTAS X 5ML COFASA,7591818716779,7.4,7.03,,0,,,,,,,,,,,,,,,,,,,,,,
COFASURE (VALSARTAN) 80 MG X 30 TAB COFASA,7591818000090,3.15,2.9924999999999997,,0,,,,,,,,,,,,,,,,,,,,,,
COFATODEX (TODEX) GOTAS X 5 ML COFASA,7591818716885,3.71,3.5244999999999997,,0,,,,,,,,,,,,,,,,,,,,,,
COLAGENO CON VITAMINA C 400MG X 60 CAP ARCOIRIS,7592946169697,8.29,7.875499999999999,,0,,,,,,,,,,,,,,,,,,,,,,
COLAGENO HIDR. 500MG X 60 CAP NATURAL PREMIUM,7592430000543,7.25,6.8875,,0,,,,,,,,,,,,,,,,,,,,,,
COLAYTE TARRO X 69.57G RONAVA,7592806132014,5.63,5.3485,,0,,,,,,,,,,,,,,,,,,,,,,
COLCHICINA 0.5MG X 10 TAB LAPROFF,7703038045397,0.48,0.45599999999999996,,0,,,,,,,,,,,,,,,,,,,,,,
COLLAR CERVICAL FORMA (PHILA) PED FORMA,7594001081258,34.56,32.832,,0,,,,,,,,,,,,,,,,,,,,,,
COLLAR CERVICAL FORMA (PHILA) TALLA L FORMA,7594001081241,38,36.1,,0,,,,,,,,,,,,,,,,,,,,,,
COLLAR CERVICAL FORMA (PHILA) TALLA M FORMA,7594001081234,36.85,35.0075,,0,,,,,,,,,,,,,,,,,,,,,,
COLLAR CERVICAL SUAVE TALLA L FORMA,7594001080046,18.45,17.5275,,0,,,,,,,,,,,,,,,,,,,,,,
COLLAR CERVICAL SUAVE TALLA S FORMA,7594001080022,13.61,12.929499999999999,,0,,,,,,,,,,,,,,,,,,,,,,
COLYPAN 200MG X 10 TAB FARMA,7591821210264,4.62,4.389,,0,,,,,,,,,,,,,,,,,,,,,,
COLYPAN 300MG X 20 TAB LIB. PROLONG FARMA,7591821902534,11.03,10.478499999999999,,0,,,,,,,,,,,,,,,,,,,,,,
COMPLEJO B I.V/I.M (VITOWISE B PLUS) CAJA X 10 AMP X 2ML ASIA,8906120310635,18.2,17.29,,0,,,,,,,,,,,,,,,,,,,,,,
COMPLEJO B IM (VIT B1-B6-B12) AMP BIOSANO EL MORRO,7591096000188,0.91,0.8645,,0,,,,,,,,,,,,,,,,,,,,,,
COMPLEJO DE VITAMINAS B X 20 TAB SPEFAR,7590027000402,2.2,2.0900000000000003,,0,,,,,,,,,,,,,,,,,,,,,,
COMPRESAS DE LAPARATOMIA DIPHOCARE,6971077610888,3.13,2.9735,,0,,,,,,,,,,,,,,,,,,,,,,
COMTREX DIA CAJA X 60 SOBRES PORTUGAL,7759050000265,33.49,31.8155,,0,,,,,,,,,,,,,,,,,,,,,,
CONDON DUO ESTIMUL X 3 UNID,4005800255069,1.1,1.0450000000000002,,0,,,,,,,,,,,,,,,,,,,,,,
CONDON DUO G-SENSATION X 3 UNID,4005800041495,1.1,1.0450000000000002,,0,,,,,,,,,,,,,,,,,,,,,,
CONDON DUO KIT FIESTA X 3 UNID,5011831076619,1.1,1.0450000000000002,,0,,,,,,,,,,,,,,,,,,,,,,
CONDON DUO LUBRICADO X 3 UNID,4005800254963,1.1,1.0450000000000002,,0,,,,,,,,,,,,,,,,,,,,,,
