Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
18801,7598578000452,2024-12-30 00:00:00,CETIRIZINA 10 MG X 10 TAB (DAC 55)      ,5.53,0.62,DAC55                                   ,,0
634,7592454138185,2022-12-30 00:00:00,CETIRIZINA 10 MG X 10 TAB (LA SANTE)    ,14.06,1.57,LAB LA SANTE                            ,,0
18273,,2023-11-30 00:00:00,CETIRIZINA 10 MG X 100 TAB (EDS-BALAXI) ,44.57,4.99,LAB EDS PHARMA                          ,,0
17248,7703038050155,2023-10-28 00:00:00,CETIRIZINA 10 MG X 400 TAB (LAPROFF)    ,227.65,25.49,HB HUMAN BIOSCIENCE                     ,,0
14152,7590027001317,2022-12-30 00:00:00,CETIRIZINA 10MG X 10 COMP (SPEFAR)      ,15.43,1.73,LAB SPEFAR                              ,,0
18438,8906082150980,2024-07-30 00:00:00,CETIRIZINA 10MG X 10TAB (FARMAMED)      ,4.66,0.52,FARMAMED                                ,,0
7756,7592454138239,2022-12-30 00:00:00,CETIRIZINA 5MG/5ML JBE. 60ML (LA SANTE) ,17.61,1.97,LAB LA SANTE                            ,,0
4912,7592601100706,2022-12-30 00:00:00,CETRAL 10 MG X 10 ML GOTAS (MEYER)      ,15.22,1.7,LAB MEYER                               ,,0
636,7592601100690,2022-12-30 00:00:00,CETRAL 10 MG X 10 TAB (MEYER)           ,14.9,1.67,LAB MEYER                               ,,0
17630,7730969300578,2024-03-30 00:00:00,CEUMID 1000 MG X 30 COMP (MEGALABS)     ,211.49,23.68,LAB KLINOS                              ,,0
17718,7592432000138,,CEVAX ZINC 500 MG X 15 CAP (VIVAX)      ,34.47,3.86,LAB VIVAX                               ,,0
14955,7591619519227,2023-11-30 00:00:00,CICLOKAN 500 MG X 21 COMP REC (KLINOS)  ,119.08,13.33,LAB KLINOS                              ,,0
19038,7591619000565,2025-07-31 00:00:00,CIFLOX 500 MG X 14 COMP LAB MEGALABS    ,37.04,4.15,LAB KLINOS                              ,,0
19039,7591619000572,2024-06-30 00:00:00,CIFLOX 750 MG X 7 COMP LAB MEGALABS     ,34.4,3.85,LAB KLINOS                              ,,0
15639,7592803000101,2022-12-30 00:00:00,CINAREN 25 MG X 50 COMP (DOLLDER)       ,41.59,4.66,LAB DOLLDER                             ,,0
15411,7592803000118,2022-12-30 00:00:00,CINAREN 75 MG X 20 CAP (DOLLDER)        ,37.55,4.2,LAB DOLLDER                             ,,0
15123,7591062901181,2022-12-30 00:00:00,CIPROFLOX 500 MG X 12 TAB (ELMOR)       ,27.57,3.09,LAB ELMOR                               ,,0
16188,7598578000094,2025-06-30 00:00:00,CIPROFLOXACINA 500 MG X 10 TAB (DAC55)  ,15.07,1.69,DAC55                                   ,,0
16451,7591519001716,2025-02-28 00:00:00,CIPROFLOXACINA 500 MG X 14 TAB (CALOX)  ,38.86,4.35,LAB CALOX                               ,,0
15709,7592349832235,2022-12-30 00:00:00,CIPROFLOXACINA 500 MG X 6 COMP G.C      ,17.77,1.99,LAB VARGAS                              ,,0
14783,7703763301133,2022-12-30 00:00:00,CIPROFLOXACINA 500 MG X 6 COMP LA SANTE ,17.24,1.93,LAB LA SANTE                            ,,0
14553,675696260016,2025-11-30 00:00:00,CIPROFLOXACINA 500 MG X 6 TAB (BUKA)    ,10.29,1.15,LAB BUKA                                ,,0
16406,7591020008891,2022-12-30 00:00:00,CIPROFLOXACINA 500 X 12 TAB (GENCER)    ,31.79,3.56,LAB VALMORCA                            ,,0
18487,6921875009971,2024-06-30 00:00:00,CIPROFLOXACINA 500MG X 100TAB HB BIOSCIE,115.18,12.9,HB HUMAN BIOSCIENCE                     ,,0
19276,7598852000659,2025-03-31 00:00:00,CIPRUNI 500 MG X 10 TAB (UNIPHARMA)     ,21.73,2.43,UNIPHARMA                               ,,0
16410,7592454003315,2024-02-28 00:00:00,CIRGREL (CLOPIDOGREL) 75 MG X 30 TAB    ,65.86,7.38,LAB LA SANTE                            ,,0
17896,7591519316162,2022-12-30 00:00:00,CITICOLINA 500 MG X 30 TAB (CALOX)      ,304.5,34.1,LAB CALOX                               ,,0
17365,7597189000097,2022-12-30 00:00:00,CITRATO DE CALCIO CON VIT D3 X 30TAB    ,55.55,6.22,PHARMATECH                              ,,0
18484,7594001450900,2023-11-30 00:00:00,CITRATO DE POTASIO JBE 10% X 1000ML RECE,142.25,15.93,RECETTEMARK MED                         ,,0
15339,7591616000704,2022-12-30 00:00:00,CITRATO DE POTASIO X 1000 ML BIOFARCO   ,68.01,7.62,LAB BIOFARCO                            ,,0
15338,7591616002937,2022-12-30 00:00:00,CITRATO DE POTASIO X 500 ML BIOFARCO    ,49.18,5.51,LAB BIOFARCO                            ,,0
14160,7591955000090,,CLENBUNAL 0.020 MG X 10 COMP KLINOS     ,25.13,2.81,LAB KLINOS                              ,,0
15485,7591955000106,,CLENBUNAL 0.020 MG X 20 COMP KLINOS     ,33.54,3.76,LAB KLINOS                              ,,0
705,7591955000144,2022-12-30 00:00:00,CLENBUNAL GOTAS 15 CC. LAB KLINOS       ,36.3,4.06,LAB KLINOS                              ,,0
707,7591955000120,2024-03-30 00:00:00,CLENBUNAL JBE. AD. 120 CC LAB KLINOS    ,39.12,4.38,LAB KLINOS                              ,,0
708,7591955000113,,CLENBUNAL JBE. PED. 120 CC. LAB KLINOS  ,31.75,3.56,LAB KLINOS                              ,,0
17725,7594000851357,2022-12-30 00:00:00,CLENBUTEROL 0.005MG/5ML 120ML (BIOQUIMIC,19.15,2.14,LAB BIOQUIMICA                          ,,0
710,7591955000175,,CLENBUXOL GOTAS X 20 ML. PED. LAB KLINOS,32.16,3.6,LAB KLINOS                              ,,0
711,7591955000151,2025-04-30 00:00:00,CLENBUXOL JBE. AD. 120ML LAB KLINOS     ,41.02,4.59,LAB KLINOS                              ,,0
712,7591955000168,2025-04-30 00:00:00,CLENBUXOL JBE. PED. 120CC. LAB KLINOS   ,41.02,4.59,LAB KLINOS                              ,,0
15066,7703763629251,,CLINDAMICINA 300 MG X 16 CAP (LA SANTE) ,65.38,7.32,LAB LA SANTE                            ,,0
16598,7594001100584,2022-12-30 00:00:00,CLODOXIN 10 MG X 20 COMP (PLUSANDEX)    ,11.61,1.3,LAB PLUSANDEX                           ,,0
17347,7592803003997,2023-11-30 00:00:00,"CLOFEN 1,8 MG/ML X 120ML (DOLLDER)      ",28.86,3.23,LAB DOLLDER                             ,,0
721,7592803001801,2022-12-30 00:00:00,"CLOFEN 1,8 MG/ML X 60 ML (DOLLDER)      ",21.46,2.4,LAB DOLLDER                             ,,0
15043,7592803000200,2022-12-30 00:00:00,CLOFEN 15 MG/ML X 15ML GTA (DOLLDER)    ,11.4,1.28,LAB DOLLDER                             ,,0
15035,7592803001788,2022-12-30 00:00:00,CLOFEN 50 MG X 10 COMP (DOLLDER)        ,7.38,0.83,LAB DOLLDER                             ,,0
17808,7592803004055,2025-06-30 00:00:00,CLOFEN 50 MG X 30 TAB (DOLLDER)         ,12.75,1.43,LAB DOLLDER                             ,,0
17867,7598578000117,2023-08-30 00:00:00,CLONEDAC CREMA X 20 GR (DAC)            ,22.67,2.54,DAC55                                   ,,0
18802,7598578000506,2023-12-30 00:00:00,CLONEDAC FEET CREMA X 20 GR (DAC55)     ,18.87,2.11,DAC55                                   ,,0
16176,7591955000182,,CLONIPRES 0.150 MG X 20 COMP (KLINOS)   ,49.7,5.57,LAB KLINOS                              ,,0
18983,7594001101543,2023-12-31 00:00:00,CLOPIDEX 75 MG X 30 TAB (PLUSANDEX)     ,32.1,3.59,LAB PLUSANDEX                           ,,0
18046,7592616576886,,CLOPIDOGREL 75 MG X 10 TAB (KIMICEG)    ,16.46,1.84,LAB KIMICEG                             ,,0
14561,7703153026332,2022-12-30 00:00:00,CLOPIDOGREL 75 MG X 14 TAB (VIVAX)      ,61.56,6.89,LAB VIVAX                               ,,0
18864,7597758000619,2024-02-28 00:00:00,CLOPIDOGREL 75 MG X 30 TAB (ALESS)      ,46.65,5.22,ALESS PHARMACEUTICALS                   ,,0
13939,675696260023,2022-12-30 00:00:00,CLOPIDOGREL 75 MG X 30 TAB (BUKA)       ,27.46,3.08,LAB BUKA                                ,,0
15000,7590027002024,2023-05-30 00:00:00,CLOPIDOGREL 75MG X 14 COMP SPEFAR       ,21.14,2.37,LAB SPEFAR                              ,,0
11893,7703763324019,2023-09-29 00:00:00,CLOPIDOGREL 75MG X 14 TAB (LA SANTE)    ,21.3,2.39,LAB LA SANTE                            ,,0
18446,8906082150973,2024-06-30 00:00:00,CLOPIDOGREL 75MG X 20TAB (FARMAMED)     ,13.89,1.56,FARMAMED                                ,,0
15765,7591020008037,2023-11-30 00:00:00,CLOPIVAL 75 MG X 30 TAB (VALMORCA)      ,66.41,7.44,LAB VALMORCA                            ,,0
16252,7591818000182,2022-12-30 00:00:00,CLORACI PLUS VIT-C+ZINC X 30 TAB (COFASA,61.34,6.87,LAB COFASA                              ,,0
15475,7591616002944,2022-12-30 00:00:00,CLORURO DE MAGNESIO 1000 ML BIOFARCO    ,52.01,5.82,LAB BIOFARCO                            ,,0
15337,7591616002951,,CLORURO DE MAGNESIO 500ML BIOFARCO      ,38.86,4.35,LAB BIOFARCO                            ,,0
17249,7703038065333,2023-09-30 00:00:00,CLOTRIMAZOL 1% SOL TOP X 30 ML (LAPROFF),19.95,2.23,HB HUMAN BIOSCIENCE                     ,,0
18882,7597758000657,2024-11-30 00:00:00,CLOTRIMAZOL 200 MG X 3 OVULOS (ALESS)   ,18.22,2.04,ALESS PHARMACEUTICALS                   ,,0
18883,7597758000664,2024-11-30 00:00:00,CLOTRIMAZOL 500 MG X 1 OVULO (ALESS)    ,21,2.35,ALESS PHARMACEUTICALS                   ,,0
18604,7598677000384,2024-07-30 00:00:00,CLOZAPINA 100MG X 30TAB CLEOPHARMA      ,40.62,4.55,ANGELUS Y CLEOPHARMA                    ,,0
15178,7591020001069,2024-08-30 00:00:00,CO-SULTRIN 40-200/5X 100 ML SUSP PED (VA,27.77,3.11,LAB VALMORCA                            ,,0
15179,7591020001076,2026-05-30 00:00:00,CO-SULTRIN 80-400 MG X 20 COMP (VALMORCA,27.07,3.03,LAB VALMORCA                            ,,0
17737,7592236002307,2022-12-30 00:00:00,CO-TRIMOXAZOL (TRIMETOPRIM) X TAB (QUIMF,7.51,0.84,LAB. QUIM-FAR                           ,,0
15791,7592782001755,2022-12-30 00:00:00,CODEBROMIL PLUS X 90 ML (VINCENTI)      ,54.2,6.07,LAB VINCENTI                            ,,0
19170,8699525093523,2024-09-30 00:00:00,COLASTIN-L 20 MG X 30 TAB (POLINAC)     ,28.13,3.15,LAB POLINAC                             ,,0
16531,7592806132014,2022-12-30 00:00:00,COLAYTE POLVO X 4 TARROS (RONAVA)       ,191.2,21.41,LAB RONAVA                              ,,0
15730,7703038006640,,COLCHICINA 0.5 X 300 TAB                ,188.67,21.13,HB HUMAN BIOSCIENCE                     ,,0
18228,7591062900900,2024-02-28 00:00:00,COLFENE 600 MG-4 MG X 15 COMP (ELMOR)   ,58.59,6.56,LAB ELMOR                               ,,0
16182,7591243810028,2022-12-30 00:00:00,COLGESIC 400 MG X 15 COMP (BIOTECH)     ,36.08,4.04,LAB BIOTECH                             ,,0
16133,7592806133080,2022-12-30 00:00:00,COLPRIN 500 MG X 20 TAB (RONAVA)        ,15.21,1.7,LAB RONAVA                              ,,0
19219,7592806137057,2024-04-30 00:00:00,COLPRIN FORTE 650 MG X 10 COMP (RONAVA) ,18.42,2.06,LAB RONAVA                              ,,0
13185,7591020001052,2022-12-30 00:00:00,COLVAL 4 MG X 12 COMP (VALMORCA)        ,51.43,5.76,LAB VALMORCA                            ,,0
14214,7590027000402,2022-12-30 00:00:00,COMPLEJO VITAMINA B X 20 COMP (SPEFAR)  ,19.81,2.22,LAB SPEFAR                              ,,0
16521,7592601301691,2022-12-30 00:00:00,CORBIS 10 MG X 30 COMP (MEYER)          ,35.77,4.01,LAB MEYER                               ,,0
16523,7592601301714,2022-12-30 00:00:00,CORBIS 5 MG X 30 COMP (MEYER)           ,38.19,4.28,LAB MEYER                               ,,0
15758,7591619520308,,CORENTEL 10 MG X 30 COMP (KLINOS)       ,67.12,7.52,LAB KLINOS                              ,,0
14257,7591619520278,2024-09-30 00:00:00,CORENTEL 2.5 MG X 30 COMP (KLINOS)      ,37.04,4.15,LAB KLINOS                              ,,0
15101,7591619520285,2022-12-30 00:00:00,CORENTEL 5 MG X 10 COMP (KLINOS)        ,30.73,3.44,LAB KLINOS                              ,,0
15893,7591619520292,2022-12-30 00:00:00,CORENTEL 5 MG X 30 COMP (KLINOS)        ,51.61,5.78,LAB KLINOS                              ,,0
15759,7591619520322,2025-05-30 00:00:00,CORENTEL H 10 / 6.25 X 30 COMP (KLINOS) ,72.67,8.14,LAB KLINOS                              ,,0
15357,7591619520315,2022-12-30 00:00:00,CORENTEL H 5/6.25 X 30 COMP (ROEMMERS)  ,75.45,8.45,LAB KLINOS                              ,,0
18559,,2025-03-30 00:00:00,COROPRES 16MG X 10 COMP (KLINOS)        ,25.14,2.82,LAB KLINOS                              ,,0
18560,7591619520346,2024-06-30 00:00:00,COROPRES 16MG X 30 COMP (KLINOS)        ,63.5,7.11,LAB KLINOS                              ,,0
17400,7591619002774,2022-12-30 00:00:00,COROPRES 32MG X 30 COMP (KLINOS)        ,107.16,12,LAB KLINOS                              ,,0
16177,7591619520339,2024-06-30 00:00:00,COROPRES 8 MG X 30 COMP (ROEMMERS)      ,33.07,3.7,LAB KLINOS                              ,,0
18561,7591619517896,2025-03-30 00:00:00,COROPRES 8MG X 10 COMP (KLINOS)         ,18.14,2.03,LAB KLINOS                              ,,0
17099,7591619520360,2024-10-30 00:00:00,COROPRES H 16/12.5 X 30 COMP (ROEMMERS) ,85.75,9.6,LAB KLINOS                              ,,0
19240,7591619000534,2024-05-31 00:00:00,COROPRES H 32/12.5 MG X 30 COMP (KLINOS),109.81,12.3,LAB KLINOS                              ,,0
15628,7591619520353,2022-12-30 00:00:00,COROPRES H 8/12.5MG X 30 COMP (ROEMMERS),60.05,6.72,LAB KLINOS                              ,,0
18156,7460536567096,2024-09-30 00:00:00,COXIBEN 200MG X 30CAP (KLINOS)          ,138.29,15.49,LAB KLINOS                              ,,0
15482,7703763704118,2022-12-30 00:00:00,CROMOLOX 4 % SOL OFT X 5 ML             ,27.5,3.08,LAB LA SANTE                            ,,0
15300,7591955558232,2024-06-30 00:00:00,CURPINOL 12.5 MG X 30 COMP (ROWE)       ,48.88,5.47,LAB KLINOS                              ,,0
15301,7591955558225,2024-05-30 00:00:00,CURPINOL 25 MG X 30 COMP (ROWE)         ,62.86,7.04,LAB KLINOS                              ,,0
18822,7591619000893,2025-03-30 00:00:00,CURPINOL 6.25 MG X 10 COMP (ROWE)       ,15.39,1.72,LAB KLINOS                              ,,0
14548,7592432005508,2022-12-30 00:00:00,CUTICLIN 10 MG X 30 CAP (VIVAX)         ,126.15,14.13,LAB VIVAX                               ,,0
15263,7592432005515,2022-12-30 00:00:00,CUTICLIN 20 MG X 30 CAP (VIVAX)         ,163.63,18.32,LAB VIVAX                               ,,0
15502,7592803001603,2024-11-30 00:00:00,CYNT 20 MG X 20 COMP (DOLLDER)          ,22.12,2.48,LAB DOLLDER                             ,,0
15503,7592803001610,2025-02-28 00:00:00,CYNT 40 MG X 10 COMP DOLLDER            ,16.11,1.8,LAB DOLLDER                             ,,0
15437,7592601200482,2025-08-31 00:00:00,CYPRAL 750 MG X 6 TAB                   ,15.5,1.74,LAB MEYER                               ,,0
17602,7592803003980,2022-12-30 00:00:00,DALCITRIN (MUPIROCIN) 2% UNG X 30 GR (DO,46.96,5.26,LAB DOLLDER                             ,,0
15768,,2022-12-30 00:00:00,DALPAS (BUSPIKRONA) 5 MG X 30 TAB (BIOTE,26.55,2.97,LAB BIOTECH                             ,,0
8960,7594000490303,2024-01-30 00:00:00,DALTAZEN 60 MG X 20 COMP (KLINOS)       ,84.66,9.48,LAB KLINOS                              ,,0
17354,7593090002311,2022-12-30 00:00:00,DARLIDE 1000 UI X 30 CAP BLANDAS (FCPHAR,20.69,2.32,LAB FC PHARMA                           ,,0
18067,7593090001680,2022-12-30 00:00:00,DARLIDE 1000 UI X 60 CAP BLANDAS (FCPHAR,35.15,3.94,LAB FC PHARMA                           ,,0
16911,7592432901398,2024-05-31 00:00:00,DAYFLU DIA 500 MG X 5 CAP               ,18.04,2.02,LAB VIVAX                               ,,0
13999,7592432900292,2023-04-01 00:00:00,DAYFLU DIA 500/10/2 MG X 10 CAPS        ,32.61,3.65,LAB VIVAX                               ,,0
15498,7592432900315,2023-04-01 00:00:00,DAYFLU DIA NOCHE 500 MG X 15 CAP        ,45.12,5.05,LAB VIVAX                               ,,0
14001,7592432901411,2024-05-31 00:00:00,DAYFLU DIA/NOCHE X 6 CAP (VIVAX)        ,20.75,2.32,LAB VIVAX                               ,,0
13471,7592432900308,2023-05-01 00:00:00,DAYFLU NOCHE CAP 500/2 MG X 10          ,32.61,3.65,LAB VIVAX                               ,,0
15190,7592432901404,2023-07-01 00:00:00,DAYFLU NOCHE X 5 CAP (VIVAX)            ,18.04,2.02,LAB VIVAX                               ,,0
16136,7592806133110,2022-12-30 00:00:00,DECOBEL 0.5 MG X 30 TAB (RONAVA)        ,24.94,2.79,LAB RONAVA                              ,,0
18077,7703153033156,2022-12-30 00:00:00,DEFEROL (VIT-D3) 7000 MG X 8 CAP (VIVAX),33.25,3.72,LAB VIVAX                               ,,0
16453,7591519008203,2022-12-30 00:00:00,DEFLAZACORT 30 MG X 30 TAB (CALOX)      ,103.06,11.54,LAB CALOX                               ,,0
16147,7703038067252,2023-10-27 00:00:00,DEFLAZACORT 6 MG X 10 TAB (LAPROFF)     ,40.93,4.58,HB HUMAN BIOSCIENCE                     ,,0
18528,8699525162564,,DEGASTROL 30 MG X 14 CAP (POLINAC)      ,18.46,2.07,LAB POLINAC                             ,,0
14546,8699525162571,2022-12-30 00:00:00,DEGASTROL 30 MG X 28 CAP (POLINAC)      ,28.55,3.2,LAB POLINAC                             ,,0
18657,8699525092717,2023-03-01 00:00:00,DEKLARIT 500 MG X 14 TAB (POLINAC)      ,57.81,6.47,LAB POLINAC                             ,,0
8022,7591309010409,2023-12-30 00:00:00,DENCORUB CREMA 40 GR                    ,21.7,2.43,LAB PONCE                               ,,0
8021,7591309001049,2022-12-30 00:00:00,DENCORUB ICE GEL 40GR.                  ,17.94,2.01,LAB PONCE                               ,,0
18103,7591309002206,2024-10-30 00:00:00,DENCORUB ICE ROLL ON BOG X 80G          ,18.39,2.06,LAB PONCE                               ,,0
13866,7591619517605,2022-12-30 00:00:00,DENUAL 150MG X 1 COMP (ROWE)            ,41.02,4.59,LAB KLINOS                              ,,0
14003,7591619519036,2023-10-30 00:00:00,DERMAZOL CREMA 0.05% X 30GR             ,66.14,7.41,LAB KLINOS                              ,,0
14981,7591619519098,,DERMAZOL LOC CAP 0.05% X 25ML (KLINOS)  ,74.04,8.29,LAB KLINOS                              ,,0
14004,7591619519043,2023-10-30 00:00:00,DERMAZOL UNGUENTO 0.05% X 30GR          ,76.74,8.59,LAB KLINOS                              ,,0
14556,7591619520865,2025-09-30 00:00:00,DERMOSUPRIL 0.05% CRM X 15 G            ,52.91,5.92,LAB KLINOS                              ,,0
17401,7591619000985,2022-12-30 00:00:00,DERMOSUPRIL 0.1% CRM X 15 G             ,60.1,6.73,LAB KLINOS                              ,,0
18562,7703332003123,2024-04-30 00:00:00,DERMOSUPRIL 0.1% LOCION X 30ML KLINOS   ,69.86,7.82,LAB KLINOS                              ,,0
935,7703332003147,2025-03-30 00:00:00,DERMOSUPRIL EMULSION 120ML              ,125.77,14.08,LAB KLINOS                              ,,0
15073,7592454891318,2023-08-10 00:00:00,DESLER 0.5MG/5ML X 60 ML JBE PED LA SANT,33.3,3.73,LAB LA SANTE                            ,,0
15074,7592454891325,2024-02-28 00:00:00,DESLER 5 MG X 10 TAB LA SANTE           ,29.59,3.31,LAB LA SANTE                            ,,0
15075,7592454891240,2024-03-30 00:00:00,"DESLER M 2,5MG/5MG X 10 TAB LA SANTE    ",45.08,5.05,LAB LA SANTE                            ,,0
10102,7592454889278,2024-03-30 00:00:00,"DESLER M 2,5MG/5MG X 30 TAB LA SANTE    ",100.4,11.24,LAB LA SANTE                            ,,0
15076,7592454891257,2023-11-16 00:00:00,DESLER M 5MG/10MG X 10 TAB (LA SANTE)   ,62.68,7.02,LAB LA SANTE                            ,,0
10103,7592454002769,2024-02-28 00:00:00,DESLER M 5MG/10MG X 30 TAB LA SANTE     ,123.9,13.87,LAB LA SANTE                            ,,0
951,7703763393053,,"DESLORATADINA 2,5/5ML JBE. 60ML LA SANTE",23.57,2.64,LAB LA SANTE                            ,,0
17483,7592601000099,2022-12-30 00:00:00,DESLORATADINA 2.5 MG X 60 ML JBE (MEYER),24.51,2.74,LAB MEYER                               ,,0
14472,7590027002253,2023-01-30 00:00:00,DESLORATADINA 5 MG X 10 COMP (SPEFAR)   ,19.57,2.19,LAB SPEFAR                              ,,0
11505,7592454001311,2024-01-01 00:00:00,DESLORATADINA 5 MG X 10 TAB (LA SANTE)  ,13.67,1.53,LAB LA SANTE                            ,,0
17860,7703038067023,2022-12-30 00:00:00,DESLORATADINA 5 MG X 10 TAB (LAPROFF)   ,33.74,3.78,HB HUMAN BIOSCIENCE                     ,,0
16524,7707355050232,2022-12-30 00:00:00,DESONIDA 0.05%  X 15 GR CREMA (MEYER)   ,22.87,2.56,LAB MEYER                               ,,0
16525,7707355050249,2022-12-30 00:00:00,DESONIDA 0.1% CREMA (MEYER)             ,26.49,2.97,LAB MEYER                               ,,0
18796,8906082151109,2024-08-01 00:00:00,DEXAMETASONA 4 MG X 10 TAB (FARMAMED)   ,6.95,0.78,FARMAMED                                ,,0
18108,7590027002642,2023-10-30 00:00:00,DEXAMETASONA 4MG X 10 COMP (SPEFAR)     ,18.46,2.07,LAB SPEFAR                              ,,0
18908,8906045946193,2024-10-30 00:00:00,DEXTROBRAM SUSPE OFTALMICA X 5ML (VINCEN,20.93,2.34,LAB VINCENTI                            ,,0
19257,7597767000082,2024-06-25 00:00:00,DEXTROSA 5% X 500 ML I.V (BALKER)       ,18.85,2.11,LAB BALKER                              ,,0
15901,7592637005075,2024-05-30 00:00:00,DEXTROSA N4 5 % X 500 ML BEHRENS        ,26.88,3.01,LAB BEHRENS                             ,,0
14672,7591243812374,2022-12-30 00:00:00,DI-EUDRIN 12.5 MG X 24 TAB (BIOTECH)    ,26.42,2.96,LAB BIOTECH                             ,,0
18816,7592348511315,2025-06-30 00:00:00,DIADEX CRM ANTIPAÑALITIS ALOE VERA X 50G,13.73,1.54,LAB POLINAC                             ,,0
16566,7591619520780,2022-12-30 00:00:00,DIAFORMINA 1000 MG X 30 COMP (KLINOS)   ,96.43,10.8,LAB KLINOS                              ,,0
18563,7591619520742,2024-02-28 00:00:00,DIAFORMINA COMP 850-2MG X 30COMP KLINOS ,60.1,6.73,LAB KLINOS                              ,,0
17403,7591619520773,2022-12-30 00:00:00,DIAFORMINA PLUS 2.5MG-500MG X 30 COMP (K,89.97,10.08,LAB KLINOS                              ,,0
16746,7592782000116,2022-12-30 00:00:00,DIARONA (AMIODARONA) 200MG X 10 TAB     ,51.78,5.8,LAB VINCENTI                            ,,0
14814,7594001101406,2022-12-30 00:00:00,DICLODEX 50 MG X 10 TAB (PLUSANDEX)     ,6.68,0.75,LAB PLUSANDEX                           ,,0
15784,7594001101376,2022-12-30 00:00:00,DICLODEX 50 MG X 20 TAB (PLUSANDEX)     ,11.89,1.33,LAB PLUSANDEX                           ,,0
17080,7590027000495,2022-12-30 00:00:00,DICLOFENAC DIETILAMINO GEL 15 GR SPEFAR ,24.22,2.71,LAB SPEFAR                              ,,0
6931,7592454002639,2024-01-19 00:00:00,DICLOFENAC POTASICO 50 MG X 10 (LA SANTE,7.17,0.8,LAB LA SANTE                            ,,0
14912,675696260030,2022-12-30 00:00:00,DICLOFENAC POTASICO 50 MG X 10 TAB (BUKA,4.6,0.52,LAB BUKA                                ,,0
17395,8906082150621,2022-12-30 00:00:00,DICLOFENAC POTASICO 50 MG X 10 TAB (FARM,4.04,0.45,FARMAMED                                ,,0
17984,8904187826441,2023-07-30 00:00:00,DICLOFENAC POTASICO 50 MG X 100 TAB (EDS,34.3,3.84,LAB EDS PHARMA                          ,,0
17815,7592454003407,2024-03-30 00:00:00,DICLOFENAC POTASICO 50 MG X 100 TAB (LA ,65.59,7.34,LAB LA SANTE                            ,,0
14997,7590027001737,2022-12-30 00:00:00,DICLOFENAC POTASICO 50 MG X 20 COMP (SPE,19.48,2.18,LAB SPEFAR                              ,,0
17606,7598578000230,2022-12-30 00:00:00,DICLOFENAC POTASICO 50 MG X 20 TAB (DAC),8.75,0.98,DAC55                                   ,,0
18043,7592616165028,2022-12-30 00:00:00,DICLOFENAC POTASICO 50 MG X 20 TAB (KIMI,15.13,1.69,LAB KIMICEG                             ,,0
17830,7598852000055,2024-08-30 00:00:00,DICLOFENAC POTASICO 50 MG X 20 TAB (UNIP,6.86,0.77,UNIPHARMA                               ,,0
17304,7591519051346,2023-10-30 00:00:00,DICLOFENAC SODICO 50 MG X 30 TAB (CALOX),17.13,1.92,LAB CALOX                               ,,0
18488,6921875011868,2024-06-30 00:00:00,DICLOFENAC SODICO 50MG X 100TAB HB BIOSC,46.93,5.26,HB HUMAN BIOSCIENCE                     ,,0
18857,7597758000527,2024-02-28 00:00:00,DICLOFENAC SODICO 50MG X 20TAB (ALESS)  ,10.13,1.13,ALESS PHARMACEUTICALS                   ,,0
18879,7597758000633,2024-11-30 00:00:00,DICLOFENAC SODICO SUPOS 100MG X 10 SUP  ,31.63,3.54,ALESS PHARMACEUTICALS                   ,,0
18886,7597758000879,2024-11-30 00:00:00,DICLOFENAC SODICO SUPOS 50MG X 10 SUP   ,24.33,2.72,ALESS PHARMACEUTICALS                   ,,0
18588,7598431000049,2023-10-30 00:00:00,DICLOFEVIN 50 MG X 10 CAP (VINCENTI)    ,16.85,1.89,LAB VINCENTI                            ,,0
17100,7591955558188,2024-08-31 00:00:00,DIECAPS 120 MG X 30 CAP (ROWE)          ,158.77,17.78,LAB KLINOS                              ,,0
17101,7591619520247,,DIECAPS 60 MG X 30 CAP (ROWE)           ,95.24,10.67,LAB KLINOS                              ,,0
14014,7592601101161,2022-12-30 00:00:00,DIFEN PLUS TAB X 10 MEYER               ,18.57,2.08,LAB MEYER                               ,,0
18643,7592601101178,2023-09-30 00:00:00,DIFEN PLUS X 20 TAB (MEYER)             ,35.26,3.95,LAB MEYER                               ,,0
14467,7592601100317,2022-12-12 00:00:00,DIFEN TAB X 10 MEYER                    ,17.64,1.98,LAB MEYER                               ,,0
15412,7592803000385,2022-12-30 00:00:00,DIFENAC 1 % GEL X 30 GR (DOLLDER)       ,20.13,2.25,LAB DOLLDER                             ,,0
15036,7592803000330,2022-12-30 00:00:00,DIFENAC 50 MG X 20 COMP (DOLLDER)       ,11.98,1.34,LAB DOLLDER                             ,,0
15103,7592803000316,2022-12-30 00:00:00,DIFENAC FORTE 100 MG X 10 COMP (DOLLDER),15.43,1.73,LAB DOLLDER                             ,,0
14928,720524031051,2022-12-30 00:00:00,DIGOXINA 0.25 MG X 30 TAB (LATTAN)      ,22.68,2.54,LAB LATTAN                              ,,0
18894,7598176000489,2024-09-30 00:00:00,DIGOXINA 0.25MG X 30TAB (ANGELUS)       ,19.44,2.18,ANGELUS Y CLEOPHARMA                    ,,0
17977,7592349001020,,DIHIDROLIP 10MG X 10 COMP (ZUOZ)        ,30.55,3.42,ZUOZ PHARMA                             ,,0
