Comercial Belloso,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22
2535,MIRELLE COM 60 MCG X 28             ,,43,"BAYER, S.A.                        ",7896116861276,0.01,0,0,0,,,,,,,,,,,,,
2536,SARIDON COM X 20                    ,,41,"BAYER, S.A.                        ",7591165910127,0.01,0,0,0,,,,,,,,,,,,,
2554,AMOXICILINA ACI/C 500/125 MG X10 G/V,,361,"GENVEN GENERICOS VENEZOLANOS, S.A. ",7591585173188,0.01,0,0,0,,,,,,,,,,,,,
2557,NEOGYNON GRA X 21                   ,,168,"BAYER, S.A. *SCHERING*             ",7896116861023,0.01,0,0,0,,,,,,,,,,,,,
99644,ALCACHOFA/CENTELLA CAP 350MG X 60 HE,CENTELLA ASIATICA/ALCACHOFA,1054,"LABORATORIOS HERBAPLANT, C.A.      ",7592710000355,50.18,389,-,18,,,,,,,,,,,,,
16877,ALCOHOL ABSOLUTO X 240 ML           ,ETANOL,1001,"LABORATORIO RECETTEMARK, C.A.      ",7594001450344,35.29,306,-,0,,,,,,,,,,,,,
2583,NIAZOL GTA ADU X 10 ML              ,,8,"BIOTECH LABORATORIOS, C.A.         ",75901370,0.01,0,0,0,,,,,,,,,,,,,
2584,NIAZOL GTA PED X 10 ML  AREX        ,,8,"BIOTECH LABORATORIOS, C.A.         ",75901387,0.01,0,0,0,,,,,,,,,,,,,
25070,ALDUZOL AMP 2.5 MG P/NEBULIZAR X 12 ,,1322,"RAVEL, C.A                         ",7468999198642,60.29,72,-,0,,,,,,,,,,,,,
5332,ALERGOT SOL OFT 0.05 % X 5 ML       ,AZELASTINA,508,"LABORATORIOS L.O. OFTALMI, C.A.    ",7591196002693,48.29,541,-,30,,,,,,,,,,,,,
2599,NIPE GTA PED X 15 ML                ,ACETAMINOFEN/CAFEINA/CLORFENIR,550,"LABORATORIOS VARGAS, S.A.          ",7592349722451,0.03,0,0,0,,,,,,,,,,,,,
26054,"ALERPAT SOL OFT 0,1% X 5 ML         ",,349,"LABORATORIOS LA SANTE, C.A.*PHARMAT",7703763000982,34.12,106,-,30,,,,,,,,,,,,,
8457,ALFADYN SOL OFT 0.20 % X 5 ML       ,BRIMONIDINA,508,"LABORATORIOS L.O. OFTALMI, C.A.    ",7591196003430,57.58,1511,-,30,,,,,,,,,,,,,
6779,ALFALFA ORGANIC TAB 650 MG X250 NOW ,ALFALFA/IRON/POTASIO,859,"NOW DE VENEZUELA, C.A.             ",733799100184,131.8,16,0,0,,,,,,,,,,,,,
2626,NORDETTE GRA X 21                   ,LEVONORGESTREL/ETINILESTRADIOL,1238,"DOLLY FARMA, C.A                   ",7591592202123,98.04,0,0,0,,,,,,,,,,,,,
23945,"ALGIOL COMP 2,5MG X 30              ",BISOPROLOL,305,"ESPECIALIDADES DOLLDER, C.A.       ",7592803003959,31.37,148,-,21,,,,,,,,,,,,,
2639,"GENTAMICINA SOL OFT AL 0,3% X 6 ML V",,189,LABORATORIOS VIVAX PHARMACEUTICALS ,7703153008192,0.01,0,0,0,,,,,,,,,,,,,
23947,ALGIOL COMP 5 MG X 10               ,BISOPROLOL,305,"ESPECIALIDADES DOLLDER, C.A.       ",7592803003966,15.69,93,-,21,,,,,,,,,,,,,
2647,GARABET UNG OFT X 7.5 G             ,GENTAMICINA/BETAMETASONA,508,"LABORATORIOS L.O. OFTALMI, C.A.    ",7591196000835,0.08,0,0,30,,,,,,,,,,,,,
2652,NOVALCINA AMP 2 CC X 5              ,,1081,"MEDLEY FARMACEUTICA,S.A. (REG)     ",7592205000297,0.01,0,0,0,,,,,,,,,,,,,
2654,NOVALCINA AMP 2 CC X 100            ,,1081,"MEDLEY FARMACEUTICA,S.A. (REG)     ",7592205000280,0.01,0,0,0,,,,,,,,,,,,,
2655,NOVALCINA COM 0.5 MG X 10           ,METAMIZOL,787,"SANOFI-AVENTIS DE VENEZUELA, S. A. ",7592205000099,0.29,0,0,0,,,,,,,,,,,,,
2656,NOVALCINA GTA X 10 ML               ,,933,"MEDLEY FARMACEUTICA,S.A.           ",7591044101998,0.01,0,0,0,,,,,,,,,,,,,
2658,NOVALCINA JBE X 120 CC              ,,933,"MEDLEY FARMACEUTICA,S.A.           ",7592205000112,0.01,0,0,0,,,,,,,,,,,,,
2659,NOVALCINA JBE X 60 CC               ,,933,"MEDLEY FARMACEUTICA,S.A.           ",7592205000129,0.01,0,0,0,,,,,,,,,,,,,
2660,NOVALCINA SUP NIÑO X 5              ,,933,"MEDLEY FARMACEUTICA,S.A.           ",7501165001916,0.01,0,0,0,,,,,,,,,,,,,
2666,ACTONEL TAB 35 MG X 2               ,,787,"SANOFI-AVENTIS DE VENEZUELA, S. A. ",4015600006501,0.01,0,0,0,,,,,,,,,,,,,
2667,ACTONEL TAB 35 MG X 4               ,,787,"SANOFI-AVENTIS DE VENEZUELA, S. A. ",4015600006525,0.01,0,0,0,,,,,,,,,,,,,
2673,NUTIZYM COMP GRA X 20               ,,615,"MERCK,S.A. *LINEA CHC*             ",7592573000103,0.01,0,0,0,,,,,,,,,,,,,
23948,ALGIOL COMP 5 MG X 30               ,BISOPROLOL,305,"ESPECIALIDADES DOLLDER, C.A.       ",7592803003973,33.99,148,-,21,,,,,,,,,,,,,
2685,GINKGO BILOBA CAP 60MG X 60   NOW   ,GINKGO BILOBA,859,"NOW DE VENEZUELA, C.A.             ",733739103062,131.8,0,0,0,,,,,,,,,,,,,
2698,ONIREMA TAB 5 MG X 30               ,NITRAZEPAN,525,"BIOTECH LABORATORIOS, C.A.         ",7591243838985,0.33,0,0,0,,,,,,,,,,,,,
2702,OPILINA JBE ADU X 120 ML            ,,8,"BIOTECH LABORATORIOS, C.A.         ",7591242839327,0.01,0,0,0,,,,,,,,,,,,,
2703,OPILINA JBE PED X 120 ML  AREX      ,,8,"BIOTECH LABORATORIOS, C.A.         ",7591242839440,0.01,0,0,0,,,,,,,,,,,,,
2716,SIMVASTATINA TAB 10 MG X 10  ELTER  ,,928,"LABORATORIOS LA SANTE, C.A.* E.REG ",7592454174091,0.01,0,0,0,,,,,,,,,,,,,
104,ALGOREN TAB 10 MG X 20              ,PROPRANOLOL,187,COMPAÑÍA ANONIMA PRODUCTOS RONAVA  ,7592806133011,19.87,379,-,10,,,,,,,,,,,,,
102,ALGOREN TAB 40 MG X 20              ,PROPRANOLOL,187,COMPAÑÍA ANONIMA PRODUCTOS RONAVA  ,7592806133028,31.79,175,-,10,,,,,,,,,,,,,
2734,DERMA GRAN GASA HIDROFILICA 4X4     ,,849,"VICTUS DE VENEZUELA, C.A.          ",10709958031100,0.01,0,0,0,,,,,,,,,,,,,
2735,DERMA GRAN UNG X 113 G              ,,849,"VICTUS DE VENEZUELA, C.A.          ",753567126361,0.01,0,0,0,,,,,,,,,,,,,
2736,DERMA GRAN-B UNG X 85 G             ,,849,"VICTUS DE VENEZUELA, C.A.          ",753567201020,0.01,0,0,0,,,,,,,,,,,,,
25509,"ALILUB SOL OFT 1,4 % X 15 ML        ",,349,"LABORATORIOS LA SANTE, C.A.*PHARMAT",7703763001002,26.92,299,-,30,,,,,,,,,,,,,
2743,OTAMINA GTA X 7 CC                  ,,1082,LABORATORIOS FARMA S.A             ,7592229003892,0.01,0,0,0,,,,,,,,,,,,,
2750,MICOZOL OVUL VAG 500 MG X  1        ,,358,"GYNOPHARM DE VENEZUELA, C.A.       ",7592432001425,0.01,0,0,0,,,,,,,,,,,,,
8175,ALIPAL FORTE CAP DIA/NOC X 6.       ,ACETAMINOFEN/CAFEINA/CLORFENIR,511,"BIOTECH LABORATORIOS, C.A.         ",7591243801620,23.53,213,-,35,,,,,,,,,,,,,
2753,TERFEX CRM AL 1% X 15 G             ,,358,"GYNOPHARM DE VENEZUELA, C.A.       ",7592432001401,0.01,0,0,0,,,,,,,,,,,,,
2758,SERETIDE SUS P/INH 25 MCG/50 MCG X12,,355,"GLAXOSMITHKLINE VENEZUELA, C.A.    ",5034643015386,0.01,0,0,0,,,,,,,,,,,,,
23927,ALIVAX FORTE CAP/BL DISP  650 MG X 2,ACETAMINOFEN,875,LABORATORIOS VIVAX PHARMACEUTICALS ,7592432000084,181.88,625,0.15,35,,,,,,,,,,,,,
2763,OXITETRACICLINA CAP 250 MG X 8 CALOX,,924,"CALOX INTERNATIONAL, C.A.*REGULAD* ",7591519000993,0.01,0,0,0,,,,,,,,,,,,,
8703,ALIVAX FORTE CAP/BLD 650 MG X 10    ,ACETAMINOFEN,875,LABORATORIOS VIVAX PHARMACEUTICALS ,7592432010335,16.98,62,0.15,35,,,,,,,,,,,,,
24955,ALIVERIUM CAPB 100/300 MG X 10      ,,1372,"REPRESENTACIONES VINCENTI, S.A     ",7598431000056,45.42,1109,0.1,18,,,,,,,,,,,,,
90607,ALIVET COM X 8 DIA / X 4 NOCHE      ,ACETAMINOFEN/CAFEINA/CLORFENIR,571,"LABORATORIOS LETI, S.A.V.          ",7591585116000,45.25,2039,0.15,25,,,,,,,,,,,,,
2794,PANKREON COMPOSITUM GRA X 12        ,,550,"LABORATORIOS VARGAS, S.A.          ",7592349633542,0.01,0,0,0,,,,,,,,,,,,,
98955,ALIVET FA COM X 20                  ,,571,"LABORATORIOS LETI, S.A.V.          ",7591585216601,66.92,1007,-,25,,,,,,,,,,,,,
25707,ALIVET GRAN LIMON SOB 10 G X 6      ,,571,"LABORATORIOS LETI, S.A.V.          ",7591585116178,58.83,507,0.26,25,,,,,,,,,,,,,
2819,HYALGAN INY 20MG/2ML JER PRELLEN    ,,571,"LABORATORIOS LETI, S.A.V.          ",7591585218919,0.01,0,0,0,,,,,,,,,,,,,
14320,ALIVET JBE 125 MG/0.5MG X 120 ML    ,ACETAMINOFEN/CLORFENIRAMINA,356,"GENVEN GENERICOS VENEZOLANOS, S.A. ",7591585216755,34.99,74,-,25,,,,,,,,,,,,,
2835,PARLODEL COM 2.5 MG X 28            ,,718,"NOVARTIS DE VENEZUELA, S.A.        ",7896261016460,0.01,0,0,0,,,,,,,,,,,,,
2848,LEXOTANIL COM 3 MG X 40             ,,747,"PRODUCTOS ROCHE, S.A. *PSIC*       ",7896226503677,0.01,0,0,0,,,,,,,,,,,,,
2849,LEXOTANIL COM 6 MG X 40             ,,747,"PRODUCTOS ROCHE, S.A. *PSIC*       ",7896226503691,0.01,0,0,0,,,,,,,,,,,,,
2850,LEXOTANIL COM 3 MG X 20             ,,747,"PRODUCTOS ROCHE, S.A. *PSIC*       ",7896226503844,0.01,0,0,0,,,,,,,,,,,,,
2851,LEXOTANIL COM 6 MG X 20             ,,747,"PRODUCTOS ROCHE, S.A. *PSIC*       ",7896226503851,0.01,0,0,0,,,,,,,,,,,,,
2852,VALIUM INY 10MG/2ML AMP  X      6   ,,740,"PRODUCTOS ROCHE, S.A.              ",7653013955800,0.01,0,0,0,,,,,,,,,,,,,
2857,CLOTRIMAZOL OVUL 500 MG X 1 DALIOL  ,,621,"MEYER PRODUCTOS TERAPEUTICOS, S.A. ",7592601300724,0.01,0,0,0,,,,,,,,,,,,,
2865,DERMOVATE CRM TOP X 30 G            ,,355,"GLAXOSMITHKLINE VENEZUELA, C.A.    ",7896269904837,0.01,0,0,0,,,,,,,,,,,,,
2883,TRAMAL SOL GTA X 15 ML              ,,369,GRUNENTHAL VENEZOLANA FARMACEUTICA ,7592889000309,0.01,0,0,0,,,,,,,,,,,,,
2884,CLARICORT TAB X 20                  ,,41,"BAYER, S.A.                        ",7591099159401,0.01,0,0,0,,,,,,,,,,,,,
2901,LOSARTAN POT TAB 50 MG X 10 KIMICEG ,LOSARTAN POTASICO,272,LAB. KIMICEG                       ,7592616366029,0.49,0,0,0,,,,,,,,,,,,,
2902,DERMAGRAN SPRAY X 118 ML DM4        ,,849,"VICTUS DE VENEZUELA, C.A.          ",753567127528,0.01,0,0,0,,,,,,,,,,,,,
2912,SECNIDAZOL TAB 1 G X 2 KIMI         ,SECNIDAZOL,272,LAB. KIMICEG                       ,7592616476018,0.47,0,0,0,,,,,,,,,,,,,
2915,PIDROL JBE ADU X 120 ML             ,,727,"PRODUCTOS GACHE, S.A.              ",7592116000157,0.01,0,0,0,,,,,,,,,,,,,
2916,PIDROL JBE INF X 90 ML              ,,727,"PRODUCTOS GACHE, S.A.              ",7592116000164,0.01,0,0,0,,,,,,,,,,,,,
2920,PIOCIDEX PDA X 35 G                 ,,1011,"INFINITY PHARMA XXI, C.A.          ",7592349685442,0.01,0,0,0,,,,,,,,,,,,,
2925,DIOVAN COM 80 MG X 7                ,,718,"NOVARTIS DE VENEZUELA, S.A.        ",7590019010532,0.01,0,0,0,,,,,,,,,,,,,
2926,DIOVAN COM 80 MG X 14               ,,718,"NOVARTIS DE VENEZUELA, S.A.        ",7590019010518,0.01,0,0,0,,,,,,,,,,,,,
91845,ALIVETNOC FORTE GRAN SOB X 6        ,ACETAMINOFEN/CLORFENIRAMINA,571,"LABORATORIOS LETI, S.A.V.          ",7591585116673,64.61,1197,0.26,25,,,,,,,,,,,,,
2938,DIPROSALIC LOC CAPILAR X 30 ML      ,,594,"MSD FARMACEUTICA,C.A               ",7591099111409,0.01,0,0,0,,,,,,,,,,,,,
2943,PERIDONT SOL TOPICA BUC 350 ML      ,NO APLICA,508,"LABORATORIOS L.O. OFTALMI, C.A.    ",7591196003393,20.48,0,0,30,,,,,,,,,,,,,
25447,ALIVIAMED LYA ATOMIZADOR X 60 ML    ,,1510,"LABORATORIOS LYA, C.A              ",7599028000343,35.11,117,-,0,,,,,,,,,,,,,
25448,ALIVIAMED LYA ROLL-ON X 25 G        ,,1510,"LABORATORIOS LYA, C.A              ",7599028000350,19.31,116,-,0,,,,,,,,,,,,,
4988,ALLEGRA COM/REV 120 MG X 10         ,FEXOFENADINA,1283,CASA DE REPRESENTACION FARMACEUTICA,7891058168049,88.98,2,0,18,,,,,,,,,,,,,
2965,ATENOLOL COM 50 MG X 30 GENVEN MORO ,,361,"GENVEN GENERICOS VENEZOLANOS, S.A. ",7591585975027,0.01,0,0,0,,,,,,,,,,,,,
2970,SPORASEC CAP X 12                   ,,453,"JANSSEN CILAG, C.A.                ",7501109900558,0.01,0,0,0,,,,,,,,,,,,,
24973,ALLERFEX TAB REC 120 MG X 10        ,,349,"LABORATORIOS LA SANTE, C.A.*PHARMAT",7703763722686,40.76,336,-,30,,,,,,,,,,,,,
2976,RITALIN COM S.R. 20 MG X 30         ,,726,"NOVARTIS DE VENEZUELA, S.A.        ",7590019010327,0.01,0,0,0,,,,,,,,,,,,,
2982,PRAMIDE SOL X 120 ML                ,,349,"LABORATORIOS LA SANTE, C.A.*PHARMAT",7592454371377,0.01,0,0,0,,,,,,,,,,,,,
2983,PRAMIDE GTA X 30 ML                 ,,349,"LABORATORIOS LA SANTE, C.A.*PHARMAT",7592454371179,0.01,0,0,0,,,,,,,,,,,,,
2984,PRAMIDE COM X 20                    ,,349,"LABORATORIOS LA SANTE, C.A.*PHARMAT",7592454371278,0.01,0,0,0,,,,,,,,,,,,,
11208,ALLIXON NARANJA FCO 240 ML          ,VIT A/D,356,"GENVEN GENERICOS VENEZOLANOS, S.A. ",7591585112439,27.85,806,-,25,,,,,,,,,,,,,
21363,ALOPURINOL TAB 100 MG X 30 ANG      ,ALOPURINOL,1334,INVERSIONES ANGELUS HEALTH C.A     ,7598176000137,29.02,129,-,40,,,,,,,,,,,,,
24809,ALOPURINOL TAB 100 MG X 30 KIMICEG  ,,272,LAB. KIMICEG                       ,7592616576893,19.92,64,0.22,0,,,,,,,,,,,,,
5177,ALPRAM TAB 0.5 MG X 30              ,ALPRAZOLAM,560,"LABORATORIOS VALMOR, C.A.          ",7591020005296,23.6,50,-,0,,,,,,,,,,,,,
3004,SECNIDAZOL TAB 500 MG X 4 KIMI      ,SECNIDAZOL,272,LAB. KIMICEG                       ,7592616471013,13.11,0,0.02,0,,,,,,,,,,,,,
3007,DURACAINA SOL INY 50 MG/10 ML X 1   ,BUPIVACAINA,376,"LABORATORIO BEHRENS, C.A.          ",7592637008663,0.22,0,0,0,,,,,,,,,,,,,
5184,ALPRAM TAB 1 MG X 30                ,ALPRAZOLAM,560,"LABORATORIOS VALMOR, C.A.          ",7591020005302,33.74,207,-,0,,,,,,,,,,,,,
5185,ALPRAM TAB 2 MG X 30                ,ALPRAZOLAM,560,"LABORATORIOS VALMOR, C.A.          ",7591020005319,46.13,302,-,0,,,,,,,,,,,,,
20969,ALPRAMACK TAB/REC 1 MG X 30         ,ALPRAZOLAM,483,"CALOX INTERNATIONAL, C.A.          ",7591519317824,26.26,109,-,0,,,,,,,,,,,,,
3032,"DESALEX JBE 0,5 MG X 60 ML          ",,594,"MSD FARMACEUTICA,C.A               ",7591099326407,0.01,0,0,0,,,,,,,,,,,,,
10378,"ALPRAZOLAM TAB 0,5 MG X 30 CALOX    ",ALPRAZOLAM,483,"CALOX INTERNATIONAL, C.A.          ",7591519000467,15.59,540,-,0,,,,,,,,,,,,,
3035,TRAVEGET GRA X 30                   ,,76,COMPAÑÍA ANONIMA FARMACEUTICA      ,7592636000293,0.01,0,0,0,,,,,,,,,,,,,
3041,PROFENID SUP 100 MG X 10            ,,787,"SANOFI-AVENTIS DE VENEZUELA, S. A. ",7591044401159,0.01,0,0,0,,,,,,,,,,,,,
3043,PROGYLUTON GRA X 21                 ,,43,"BAYER, S.A.                        ",7703331196901,0.01,0,0,0,,,,,,,,,,,,,
3047,DIP TABM S/MENTA X 30               ,,613,"MERCK, S.A.                        ",7702418001114,0.01,0,0,0,,,,,,,,,,,,,
3051,PROGYNOVA GRA 1 MG X 28             ,,43,"BAYER, S.A.                        ",7896116861221,0.01,0,0,0,,,,,,,,,,,,,
3072,PROVIRON DEPOT AMP 250 MG X 1       ,,43,"BAYER, S.A.                        ",7501303458534,0.01,0,0,0,,,,,,,,,,,,,
3080,METRONIDAZOL TAB 500 MG X 10 CALOX  ,,924,"CALOX INTERNATIONAL, C.A.*REGULAD* ",7591519003253,0.01,0,0,0,,,,,,,,,,,,,
3082,"ELOCON UNG AL 0,1% X 25 G           ",,594,"MSD FARMACEUTICA,C.A               ",7591099231602,0.01,0,0,0,,,,,,,,,,,,,
3104,"RIVOTRIL COM 0,5 MG X 20            ",,747,"PRODUCTOS ROCHE, S.A. *PSIC*       ",7896226503950,0.01,0,0,0,,,,,,,,,,,,,
3105,RIVOTRIL COM 2 MG X 20              ,,747,"PRODUCTOS ROCHE, S.A. *PSIC*       ",7896226503967,0.01,0,0,0,,,,,,,,,,,,,
10377,ALPRAZOLAM TAB 1 MG X 30 CLX        ,ALPRAZOLAM,483,"CALOX INTERNATIONAL, C.A.          ",7591519001495,21.42,468,-,0,,,,,,,,,,,,,
3135,RIFADIN CAP 300 MG X 4              ,,1080,"SANOFI-AVENTIS DE VENEZUELA, S.A   ",7591044207539,0.01,0,0,0,,,,,,,,,,,,,
3139,TROPOCER COM A.P 90 MG X 20         ,NIMODIPINA,571,"LABORATORIOS LETI, S.A.V.          ",7591585113597,71.08,0,0,25,,,,,,,,,,,,,
3144,AMPICILINA SULBACTAM 1000/500MGX1 GE,,361,"GENVEN GENERICOS VENEZOLANOS, S.A. ",7591585177926,0.01,0,0,0,,,,,,,,,,,,,
3149,FEDYCLAR JBE 5MG/60MG/5ML X 100ML   ,,41,"BAYER, S.A.                        ",7591099151801,0.01,0,0,0,,,,,,,,,,,,,
3151,QUADRIDERM CRM X 25 G               ,,594,"MSD FARMACEUTICA,C.A               ",7591099253109,0.01,0,0,0,,,,,,,,,,,,,
3155,HIDRATARVIN SALES CJA X 10 SOB      ,,512,"BIOTECH LABORATORIOS, C.A.         ",7591242822626,0.01,0,0,0,,,,,,,,,,,,,
3160,RIFOCINA ATO 10 MG/ML X 30 ML       ,,787,"SANOFI-AVENTIS DE VENEZUELA, S. A. ",7591044209779,0.01,0,0,0,,,,,,,,,,,,,
3163,RIFOCINA ATO 10 MG/ML X 50 ML       ,,787,"SANOFI-AVENTIS DE VENEZUELA, S. A. ",7591044209786,0.01,0,0,0,,,,,,,,,,,,,
3172,ROBITESSINDEM MIEL JBE X  118 ML    ,,479,"LABORATORIOS WYETH, S.A.           ",7591592456717,0.01,0,0,0,,,,,,,,,,,,,
24974,ALRES FORTE PVO P/SOL X 6 SOB       ,,487,"LABORATORIOS ELMOR, S.A.           ",7591062000105,39.73,686,-,0,,,,,,,,,,,,,
20332,ALSART CAP 80 MGS X 10              ,VALSARTAN,622,"MEYER PRODUCTOS TERAPEUTICOS, S.A. ",7592601201021,18.95,878,0.06,21,,,,,,,,,,,,,
3207,SALBUTAN SOL ORAL 2MG/5ML X 200 ML  ,,355,"GLAXOSMITHKLINE VENEZUELA, C.A.    ",7501043179812,0.01,0,0,0,,,,,,,,,,,,,
3209,ZANTAC JBE 150MG/10ML X 150 ML      ,,355,"GLAXOSMITHKLINE VENEZUELA, C.A.    ",7501043173223,0.01,0,0,0,,,,,,,,,,,,,
3214,SALBUTAN INH X 200 DOSIS            ,,1013,"GLAXOSMITHKLINE VENEZUELA, C.A.    ",8470020084724,0.01,0,0,0,,,,,,,,,,,,,
3219,SALCA TAB X 12                      ,,512,"BIOTECH LABORATORIOS, C.A.         ",7591243846522,0.01,0,0,0,,,,,,,,,,,,,
16590,ALUMBRE EN PVO 25 G X 25 FCH        ,SULFATO DE POTASIO,147,"LABORATORIOS FINE CHEMICALS CFC,C.A",7592141000160,344.59,7,0,0,,,,,,,,,,,,,
3225,VICK VAPORUB UNG X 100 G            ,,488,"LABORATORIOS ELMOR,S.A.*O.T.C*     ",7590002012475,0.01,0,0,0,,,,,,,,,,,,,
3227,BUSCAPINA COMP GRA 10 MG/250 X 30   ,,57,"BOEHRINGER INGELHEIM, C.A.         ",7703381500956,0.01,0,0,0,,,,,,,,,,,,,
3230,SARIDON COM X 10                    ,,41,"BAYER, S.A.                        ",7591165910110,0.01,0,0,0,,,,,,,,,,,,,
3247,AMPICILINA CAP 500 MG X 8 GENVEN    ,,361,"GENVEN GENERICOS VENEZOLANOS, S.A. ",7591585170538,0.01,0,0,0,,,,,,,,,,,,,
3249,SENOKOT JBE 120 ML                  ,SENOSIDOS A Y B,1082,LABORATORIOS FARMA S.A             ,7591821800212,77.42,0,0,30,,,,,,,,,,,,,
3250,SENOKOT TAB X 30                    ,,1082,LABORATORIOS FARMA S.A             ,7592228000229,0.01,0,0,0,,,,,,,,,,,,,
3251,"ELOCON CRM AL 0,1% X 25 G           ",,594,"MSD FARMACEUTICA,C.A               ",7591099241007,0.01,0,0,0,,,,,,,,,,,,,
3256,LAXOVAR CAPB X 20                   ,,1011,"INFINITY PHARMA XXI, C.A.          ",7592349718416,0.01,0,0,0,,,,,,,,,,,,,
3257,LECIVAR PLUS CAPB X 50              ,,1011,"INFINITY PHARMA XXI, C.A.          ",7592349919752,0.01,0,0,0,,,,,,,,,,,,,
3271,ATENOLOL COM 100 MG X 30 GENVEN     ,,566,"LABORATORIOS LETI, S.A.V. *REG*    ",7591585175014,0.01,0,0,0,,,,,,,,,,,,,
43477,ALUMBRE PVO 20 G X 50               ,SULFATO DE POTASIO,61,QUIMICA FARMACEUTICA C.A.          ,7592236000150,266.24,14,0,0,,,,,,,,,,,,,
3281,SINEMET TAB 25MG/250 MG X 30        ,,594,"MSD FARMACEUTICA,C.A               ",8711141841323,0.01,0,0,0,,,,,,,,,,,,,
3287,SINGULAIR TAB 10 MG X 10            ,,594,"MSD FARMACEUTICA,C.A               ",7501326048101,0.01,0,0,0,,,,,,,,,,,,,
3288,SINOGAN COM 100 MG X 20             ,,1080,"SANOFI-AVENTIS DE VENEZUELA, S.A   ",7591044401326,0.01,0,0,0,,,,,,,,,,,,,
3289,SINOGAN COM 25 MG X 20              ,,787,"SANOFI-AVENTIS DE VENEZUELA, S. A. ",7591044401319,0.01,0,0,0,,,,,,,,,,,,,
3292,SINGULAIR TABM PED 5 MG X 10        ,,594,"MSD FARMACEUTICA,C.A               ",7502241940587,0.01,0,0,0,,,,,,,,,,,,,
3293,AZITROMICINA COM 500 MG X 2 GENVEN  ,,361,"GENVEN GENERICOS VENEZOLANOS, S.A. ",7591585379467,0.01,0,0,0,,,,,,,,,,,,,
3295,SINGULAIR TABM PED 5 MG X 30        ,,594,"MSD FARMACEUTICA,C.A               ",7502241940594,0.01,0,0,0,,,,,,,,,,,,,
3299,NIMESULIDE TAB 100 MG X 10 ELTER    ,,928,"LABORATORIOS LA SANTE, C.A.* E.REG ",7592454888752,0.01,0,0,0,,,,,,,,,,,,,
94708,ALUMBRE PVO SOB 20 G.               ,ALUMBRE,906,"LABORATORIO BIOFARCO, C.A.         ",7591616001480,8.82,481,-,0,,,,,,,,,,,,,
3302,CLOTRIMAZOL CRM 1% X 20 G DALIOL    ,,621,"MEYER PRODUCTOS TERAPEUTICOS, S.A. ",7592601300670,0.01,0,0,0,,,,,,,,,,,,,
3305,CITRACAL D FORT TAB X 60            ,,358,"GYNOPHARM DE VENEZUELA, C.A.       ",7592432007069,0.01,0,0,0,,,,,,,,,,,,,
119,ALURON TAB 100 MG X 30              ,ALOPURINOL,187,COMPAÑÍA ANONIMA PRODUCTOS RONAVA  ,7592806133042,37.99,272,-,10,,,,,,,,,,,,,
3323,FISIOLIN SOL NASAL PED X 15 ML      ,CLORURO SODIO,508,"LABORATORIOS L.O. OFTALMI, C.A.    ",7591196002198,26.1,0,0,30,,,,,,,,,,,,,
8287,AMARYL COM 4 MG X 15                ,GLIMEPIRIDA,1404,"CASA DE REPRESENTACIONES INSUMED, C",3664798033557,69.74,1,0,0,,,,,,,,,,,,,
3338,AKINETON TAB 2 MG X 80              ,,33,"LABORATORIOS BIOPAS, S.A.          ",7896255702911,0.01,0,0,0,,,,,,,,,,,,,
3343,DIOVAN HCT COM 160 MG/25 MG X 14    ,,718,"NOVARTIS DE VENEZUELA, S.A.        ",7590019001882,0.01,0,0,0,,,,,,,,,,,,,
3344,CIALIS TAB 20 MG X 1                ,,1283,CASA DE REPRESENTACION FARMACEUTICA,7501082242010,138.78,0,0,18,,,,,,,,,,,,,
3345,CIALIS COM 20 MG X 2                ,,289,"ELI LILLY Y COMPAÑIA DE VENEZUELA, ",7501082242034,0.01,0,0,0,,,,,,,,,,,,,
3348,LIVOSTIN SPRAY NASAL X 15 ML        ,,453,"JANSSEN CILAG, C.A.                ",7592262000339,0.01,0,0,0,,,,,,,,,,,,,
3350,HALDOL GTA 2MG/ML X 30 ML           ,,453,"JANSSEN CILAG, C.A.                ",7592262000346,0.01,0,0,0,,,,,,,,,,,,,
3353,ACICLOVIR CREM LABIAL 5% 5GR GENVE  ,,361,"GENVEN GENERICOS VENEZOLANOS, S.A. ",7591585271631,0.01,0,0,0,,,,,,,,,,,,,
3354,ACICLOVIR CREM 5% X 10 G GENVEN     ,,356,"GENVEN GENERICOS VENEZOLANOS, S.A. ",7591585171634,5.58,0,0,25,,,,,,,,,,,,,
3362,STUGERON TAB 25 MG X 50             ,,453,"JANSSEN CILAG, C.A.                ",7501109906185,0.01,0,0,0,,,,,,,,,,,,,
26593,AMBROXOL CLORHIDRATO TAB 30 MG X20 G,,1468,"GLOBAL CARE PHARMA, C.A            ",7598828001161,33.99,59,-,40,,,,,,,,,,,,,
3368,AMLODIPINA COM 5 MG X 30 GENVEN MORO,,361,"GENVEN GENERICOS VENEZOLANOS, S.A. ",7591585878168,0.01,0,0,0,,,,,,,,,,,,,
