Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,,Unnamed: 6,Unnamed: 7,Unnamed: 8,None.1,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29
M-0794,,BOROCANFOR CREMA X 80 GR,3.34,29.489528,FRASCO,LAB. VITA,2205301,05/2025,NACIONAL / IMPORTADO,,7591808525060,0,0,,,,,,,,,,,,,,,,
M-0560,,BREXIN FORTE (ACETAMINOFEN) 650MG X 10 TAB,1.44,12.714048,CAJA X 10 TAB,COFASA,20055,07/2025,NACIONAL / IMPORTADO,,7591818716755,0,0,,,,,,,,,,,,,,,,
M-1585,,BRIMONIDINA 2 MG X 5 ML GOTAS OFTALMICAS (EQ. ALFADYN),5.44,48.030848000000006,GOTAS X 5 ML,TEUTO,2936022,11/2023,NACIONAL / IMPORTADO,,7896112129363,0,0,,,,,,,,,,,,,,,,
M-0187,,"BRODILIN 0,005MG/5ML JBE PEDIATRICO X 120ML ",4.46,39.378232,FRASCO,ZUOZ PHARMA,2203126,03/2024,NACIONAL / IMPORTADO,,7591651896805,0,0,,,,,,,,,,,,,,,,
M-0053,,BROMEXINA 4MG/5ML JBE X 120ML,1.8,15.892560000000001,FRASCO,LABORATORIO QUIM-FAR,9892,09/2024,NACIONAL / IMPORTADO,,7592236002055,0,0,,,,,,,,,,,,,,,,
M-1318,,BROMEXINA 8MG/5ML JBE X 120ML,1.83,16.157436,FRASCO 120 ML,LABORATORIO QUIM-FAR,9692,09/2024,NACIONAL / IMPORTADO,,7598484000041,0,0,,,,,,,,,,,,,,,,
M-1133,,BROMEXINA CLORHIDRATO 4 MG / 5 ML X 100 ML JARABE,3.86,34.080712,FRASCO X 100 ML,COFASA,20257,07/2024,NACIONAL / IMPORTADO,,7591818132029,0,0,,,,,,,,,,,,,,,,
M-1392,,BROMHEXINA 4MG/ 5ML X 120 ML ,2.59,22.867628,FRASCO X 120 ML,LA SANTÉ,3501794,07/2024,NACIONAL / IMPORTADO,,7592454891448,0,0,,,,,,,,,,,,,,,,
M-0728,,BROXOL 50 MG/5 ML X 120 ML JARABE PEDIATRICO,4.02,35.493384,FRASCO X 120 ML,LA SANTÉ,3501104,04/2024,NACIONAL / IMPORTADO,,7592454536370,0,0,,,,,,,,,,,,,,,,
M-0940,,BROXOL FLEM GOTAS X 30 ML,3.61,31.873412,FRASCO X 30 ML,LA SANTÉ,3501988,08/2024,NACIONAL / IMPORTADO,,75924548890994,0,0,,,,,,,,,,,,,,,,
M-1758,,BUDENAS (BUDESONIDA) 1MG/ML X 200 DOSIS SUSPENSION PARA ATOMIZACION NASAL,7.13,62.952196,FRASCO X 200 DOSIS,OFTALMI,052729,05/2024,NACIONAL / IMPORTADO,,7591196000644,0,0,,,,,,,,,,,,,,,,
M-0441,,BUDENAS (BUDESONIDA) SUSP. NASAL,6.48,57.213216,FRASCO X 15ML,OFTALMI,032145,03/2024,NACIONAL / IMPORTADO,,7591196006134,0,0,,,,,,,,,,,,,,,,
M-0661,,BUMETIN RETARD (TRIMEBUTINA) 300 MG TAB X 20,7.54,66.572168,CAJA X 20 TAB,GALENO,3501688,06/2024,NACIONAL / IMPORTADO,,7703763861002,0,0,,,,,,,,,,,,,,,,
M-1835,,BUSCOTRAN (HIOSCINA BUTILBROMURO) 20 MG X 1 ML AMP (EQ. BUSCAPINA),1.18,10.418455999999999,AMPOLLA,JMW,1322043,01/2024,NACIONAL / IMPORTADO,,18904180211555,0,0,,,,,,,,,,,,,,,,
M-1836,,BUSCOTRAN PLUS (HIOSCINA BUTILBROMURO + METAMIZOL) 20 MG/ 2.5 G X 5 ML (EQ. BUSCAPINA COMPOSITUM),2.7,23.83884,AMPOLLA,JMW,1322064,02/2024,NACIONAL / IMPORTADO,,18904180211548,0,0,,,,,,,,,,,,,,,,
M-0953,,BUTILAMINA COMPUESTA (HIOSCINA + METAMIZOL) 10MG/250 MG X 20 TAB,3.24,28.606608,CAJA X 20 TAB,PLUSANDEX,6432,05/2025,NACIONAL / IMPORTADO,,7594001101451,0,0,,,,,,,,,,,,,,,,
L-0070,,CALCIO CON VITAMINA D3 (250 MG + 125 UI) TABLETAS,0.73,6.445316,CAJA X 10 TAB,LAND,TC1990002,12/2024,NACIONAL / IMPORTADO,,7598008000786,0,0,,,,,,,,,,,,,,,,
M-1145,,CANDER (CANDESARTAN) 16MG X 30 TAB,8.34,73.635528,CAJA X 30 TAB,VALMORCA,181,06/2026,NACIONAL / IMPORTADO,,7591020008303,0,0,,,,,,,,,,,,,,,,
M-1144,,CANDER (CANDESARTAN) 8MG X 30 TAB,5.74,50.679608,CAJA X 30 TAB,VALMORCA,178-188,03/2026-07/2026,NACIONAL / IMPORTADO,,7591020008297,0,0,,,,,,,,,,,,,,,,
M-1251,,"CANDER HCT (CANDESARTAN 16MG  + HIDROCLOROTIAZIDA 12,5MG) X 30 TAB",9.2,81.22864,CAJA X 30 TAB,VALMORCA,50,07/2024,NACIONAL / IMPORTADO,,7591020080620,0,0,,,,,,,,,,,,,,,,
M-1250,,"CANDER HCT (CANDESARTAN 8MG  + HIDROCLOROTIAZIDA 12,5MG) X 30 TAB",6.42,56.683464,CAJA X 30 TAB,VALMORCA,29,06/2023,NACIONAL / IMPORTADO,,7591020080637,0,0,,,,,,,,,,,,,,,,
Q-030,,CANULA DE MAYO # 0 (60 MM) NEGRA,0.3672727272727272,3.242724363636363,UND,IM-SUMEDICAL,,,MÉDICO / QUIRÚRGICO,50,652931967329,0,0,,,,,,,,,,,,,,,,
Q-029,,CANULA DE MAYO # 00 (50 MM) AZUL,0.3672727272727272,3.242724363636363,UND,IM-SUMEDICAL,,,MÉDICO / QUIRÚRGICO,50,652931967299,0,0,,,,,,,,,,,,,,,,
Q-028,,CANULA DE MAYO # 000 (40 MM) ROSADO,0.3672727272727272,3.242724363636363,UND,IM-SUMEDICAL,,,MÉDICO / QUIRÚRGICO,50,652931967268,0,0,,,,,,,,,,,,,,,,
Q-031,,CANULA DE MAYO # 1 (70 MM) BLANCA,0.3672727272727272,3.242724363636363,UND,IM-SUMEDICAL,,,MÉDICO / QUIRÚRGICO,50,652931967350,0,0,,,,,,,,,,,,,,,,
Q-034,,CANULA DE MAYO # 5 (110 MM) TURQUESA,0.3672727272727272,3.242724363636363,UND,IM-SUMEDICAL,,,MÉDICO / QUIRÚRGICO,50,652931967503,0,0,,,,,,,,,,,,,,,,
Q-035,,CANULA DE MAYO # 6 (120 MM) NARANJA,0.3672727272727272,3.242724363636363,UND,IM-SUMEDICAL,,,MÉDICO / QUIRÚRGICO,50,652931967473,0,0,,,,,,,,,,,,,,,,
Q-216,,CANULA DE OXIGENO ADULTO,0.56,4.944352,UND,MC MEDICAL,,,MÉDICO / QUIRÚRGICO,,,0,0,,,,,,,,,,,,,,,,
Q-176,,CANULA NASAL DE OXIGENO PEDIATRICO,0.44727272727272743,3.9490603636363653,UND,MC MEDICAL,,,MÉDICO / QUIRÚRGICO,1,810028130463,0,0,,,,,,,,,,,,,,,,
M-0586,,CAPLAM (ALPRAZOLAM) 1 MG X 50 COMP,4,35.3168,CAJA X 50 COMP,SNC PHARMA,13562,07/2024,PSICOTRÓPICO / ESTUPEFACIENTE,1,7595368000418,0,0,,,,,,,,,,,,,,,,
M-1399,,CARBAMAZEPINA 2% 100 MG/5 ML X 250 ML SUSPENSION ORAL,6.24,55.094208,FRASCO X 250 ML,JMW,AHL20103,08/2023,NACIONAL / IMPORTADO,,8906089281380,0,0,,,,,,,,,,,,,,,,
M-0491,,CARBAMAZEPINA 200 MG  TAB,2.25,19.8657,CAJA X 20 TAB,DAC,V291,01/2025,NACIONAL / IMPORTADO,,8906078131993,0,0,,,,,,,,,,,,,,,,
M-1289,,CARBAMAZEPINA 200 MG X 10 TAB,0.92,8.122864,BLISTER X 10 TAB,BALAXI,D128,05/2024,NACIONAL / IMPORTADO,,6937874106344,0,0,,,,,,,,,,,,,,,,
L-0008,,CARBAMAZEPINA 400 MG TABLETAS,2.46,21.719832,BLISTER X 10 TAB,LAND,TC2180001,10/2024,NACIONAL / IMPORTADO,,7598008000243,0,0,,,,,,,,,,,,,,,,
L-0021,,CARBIDOPA + LEVODOPA (25 MG + 250 MG) TABLETAS ,3.37,29.754404,CAJA X 10 TAB,LAND,TC230001,01/2025,NACIONAL / IMPORTADO,,7598008001233,0,0,,,,,,,,,,,,,,,,
M-1749,,CARBONATO DE LITIO 300 MG X 10 TAB,0.95,8.387739999999999,BLISTER X 10 TAB,JMW,AT21106,06/2024,NACIONAL / IMPORTADO,,8906089281502,0,0,,,,,,,,,,,,,,,,
M-0188,,CARDIPIRINA 80MG CAPSULAS X 30,1.89,16.687188,FRASCO X 30 CAP,ZUOZ PHARMA,2111142,11/2023,NACIONAL / IMPORTADO,,7591651930967,0,0,,,,,,,,,,,,,,,,
L-0042,,"CARVEDILOL 12,5 MG TABLETAS",0.72,6.357024,CAJA X 10 TAB,LAND,TC2130002,04/2025,NACIONAL / IMPORTADO,,7598008000267,0,0,,,,,,,,,,,,,,,,
L-0043,,CARVEDILOL 25 MG TABLETAS,0.98,8.652616,CAJA X 10 TAB,LAND,TC1960001,06/2024,NACIONAL / IMPORTADO,,7598008000274,0,0,,,,,,,,,,,,,,,,
M-0332,,"CARVEDILOL 6,25 MG X 20 COMP",1.63,14.391596,CAJA X 20 COMP,SPEFAR,1082,07/2024,NACIONAL / IMPORTADO,,7590027002208,0,0,,,,,,,,,,,,,,,,
L-0103,,CEFEPIME 1000 MG INYECTABLE I.M/I.V,3.19,28.165148,AMPOLLA,LAND,CE22104,10/2023,NACIONAL / IMPORTADO,,7598008001141,0,0,,,,,,,,,,,,,,,,
L-0095,,CEFOTAXIMA 1G AMP POLVO P/ INY,1.4,12.36088,AMPOLLA,LAND,EM22029,01/2024,NACIONAL / IMPORTADO,,7598008000809,0,0,,,,,,,,,,,,,,,,
M-1376,,CEFRADINA 1G AMPOLLA,1.19,10.506748,AMPOLLA,VITALIS,P203289,10/2023,NACIONAL / IMPORTADO,,7709526459875,0,0,,,,,,,,,,,,,,,,
M-1744,,CEFTAZIDIMA (EFFECTIN) 500 MG POLVO LIOFILIZADO PARA INY IM/IV,3.9,34.43388,AMPOLLA,BC GROUP,X1GN012A,12/2023,NACIONAL / IMPORTADO,,18907010004488,0,0,,,,,,,,,,,,,,,,
M-1508,,CEFTIROL (CEFTRIAXONA) 1G POLVO PARA SOL INYECTABLE I.M/I.V,1.69,14.921348,VIAL,INNOVA,C5831049,07/2024,NACIONAL / IMPORTADO,,8904210805610,0,0,,,,,,,,,,,,,,,,
L-0094,,CEFTRIAXONA 1000 MG POLVO P/ INY,1.17,10.330164,VIAL,LAND,CR42110,09/2023,NACIONAL / IMPORTADO,,7598008000816,0,0,,,,,,,,,,,,,,,,
M-0563,,CELAY (CETIRIZINA)  10 MG X 10 TAB,2.27,20.042284000000002,CAJA X 10 TAB,COFASA,10427,09/2023,NACIONAL / IMPORTADO,,7591818116104,0,0,,,,,,,,,,,,,,,,
M-0349,,CELAY (CETIRIZINA) 10mg/15ml SOL.ORAL GOTAS,3.33,29.401236,FRASCO 15ML,COFASA,20386,09/2024,NACIONAL / IMPORTADO,,7591818111123,0,0,,,,,,,,,,,,,,,,
M-0348,,CELAY (CETIRIZINA) 5 mg/5ml SOL. ORAL JARABE,2.93,25.869556000000003,FRASCO 100ML,COFASA,20320,08/2024,NACIONAL / IMPORTADO,,7591818215050,0,0,,,,,,,,,,,,,,,,
M-1793,,"CELESTRAT (DEXCLORFENIRAMINA 2 MG + BETAMETASONA 0,25 MG) X 20 COM USO ADUL Y PED",2.21,19.512532,CAJA X 20 COMP,UNIAO QUIMICA,2211642,03/2024,NACIONAL / IMPORTADO,,7896006241003,0,0,,,,,,,,,,,,,,,,
M-1821,,CETIRIZINA (BIOALERCET) 10 MG X 10 TABLETAS RECUBIERTAS,0.4,3.53168,BLISTER X 10 TAB,BIOVENEZUELA,LV21GT504,06/2024,NACIONAL / IMPORTADO,,8904324100311,0,0,,,,,,,,,,,,,,,,
L-0009,,CETIRIZINA 10 MG TABLETAS,0.43,3.796556,BLISTER X 10 TAB,LAND,TC2170002,04/2025,NACIONAL / IMPORTADO,,7598008000298,0,0,,,,,,,,,,,,,,,,
M-1511,,CETIRIZINA 10 MG X 10 TAB,0.46,4.061432,CAJA X 10 TAB,JMW,CZT2102,05/2024,NACIONAL / IMPORTADO,,18906047593811,0,0,,,,,,,,,,,,,,,,
M-0596,,CETIRIZINA 5 MG/5ML X 60 ML JBE (ÉLTER),2.01,17.746692,FRASCO X 60 ML,LA SANTÉ,3501948,07/2025,NACIONAL / IMPORTADO,,7592454138239,0,0,,,,,,,,,,,,,,,,
M-0655,,CIFARCAINA  (CLORHIDRATO DE LIDOCAINA) AL 1% X 100 ML ,4.59,40.526028,FRASCO,LAB BEHRENS,2200119,07/2026,NACIONAL / IMPORTADO,,7592637000155,0,0,,,,,,,,,,,,,,,,
M-0868,,CIFARCAINA HIPERBARICA AL 5% X 2 ML AMPOLLA,3.21,28.341732,AMPOLLA,LAB BEHRENS,2200122,04/2025,NACIONAL / IMPORTADO,,7592637000193,0,0,,,,,,,,,,,,,,,,
L-0091,,"CIPROFLOXACINA 0,3% X 5 ML GOTAS OFTALMICAS (EQ. QUINOFTAL) ",1.95,17.21694,GOTAS,LAND,CNE2102,03/2023,NACIONAL / IMPORTADO,,7598008000830,0,0,,,,,,,,,,,,,,,,
L-0045,,CIPROFLOXACINA 500 MG TABLETAS,1.27,11.213084,BLISTER X 10 TAB,LAND,TC1980003,01/2025,NACIONAL / IMPORTADO,,7598008000304,0,0,,,,,,,,,,,,,,,,
M-1807,,CIPROQUIN (CIPROFLOXACINA) 2 MG/ML X 200 ML SOLUCION I.V,7.49,66.130708,FRASCO X 200 ML,LAB BEHRENS,2200117,04/2024,NACIONAL / IMPORTADO,,7592637006683,0,0,,,,,,,,,,,,,,,,
M-1254,,CITICOLINA (UNICOLINA) 500 MG X 10 TAB,7.8,68.86776,CAJA X 10 TAB,UNIPHARMA,2111023,11/2024,NACIONAL / IMPORTADO,,7598852000123,0,0,,,,,,,,,,,,,,,,
M-1763,,CITONEURIN (TIAMINA 100 MG  + PIRIDOXINA 100 MG + CIANOCOBALAMINA 1000 MCG) / 3 ML AMP IM (EQ. MIOVIT) ,3.3,29.13636,CAJA X 3 AMP,MERCK,M10676,02/2023,NACIONAL / IMPORTADO,,7891721020520,0,0,,,,,,,,,,,,,,,,
M-1789,,CITRATO DE CALCIO + VITAMINA D3 X 30 TAB,6.56,57.919551999999996,FRASCO X 30 TAB,PHARMATECH,203033,03/2024,NACIONAL / IMPORTADO,,7597189000097,0,0,,,,,,,,,,,,,,,,
M-0442,,CLARASOL SOL. OFTALMICA,3.35,29.577820000000003,FRASCO X 15ML,OFTALMI,I061143,07/2024,NACIONAL / IMPORTADO,,7591196000071,0,0,,,,,,,,,,,,,,,,
M-0467,,CLARIX SOL NASAL PEDIATRICO,3.74,33.021208,FRASCO X 15ML,OFTALMI,I031755,03/2026,NACIONAL / IMPORTADO,,7591196000101,0,0,,,,,,,,,,,,,,,,
M-1761,,CLARIX X 15 ML SOLUCION OFTALMICA,2.18,19.247656000000003,FRASCO X 15 ML,OFTALMI,I041620,05/2026,NACIONAL / IMPORTADO,,7591196000088,0,0,,,,,,,,,,,,,,,,
M-1760,,CLARIX X 15 ML SPRAY NASAL,3.74,33.021208,FRASCO X 15 ML,OFTALMI,022201,03/2027,NACIONAL / IMPORTADO,,7591196000095,0,0,,,,,,,,,,,,,,,,
M-1187,,CLINDAMER (CLINDAMICINA 1% + PROPILENGLICOL 5%)  X 20 GR,3.32,29.312943999999998,TUBO X 20 GR,BOOZ,220024,05/2024,NACIONAL / IMPORTADO,,7597072001156,0,0,,,,,,,,,,,,,,,,
L-0104,,CLINDAMICINA 600 MG/4 ML INY I.M/I.V ,1.94,17.128648,AMPOLLA,LAND,MD12101,10/2023,NACIONAL / IMPORTADO,,7598008001165,0,0,,,,,,,,,,,,,,,,
M-1839,,CLIOFAR (CLINDAMICINA) X 7 OVULOS,7.96,70.280432,CAJA X 7 OVULOS,FARQUI,2202066,02/2025,NACIONAL / IMPORTADO,,7467922680759,0,0,,,,,,,,,,,,,,,,
M-1824,,"CLOBIT (PROPIONATO DE CLOBETASOL) 0,05% X 15 G CREMA (EQ. DERMOVATE)",2.21,19.512532,TUBO X 15 G,BIOVENEZUELA,CB28,10/2024,NACIONAL / IMPORTADO,,18904030979406,0,0,,,,,,,,,,,,,,,,
M-0648,,CLODOXIN (METOCLOPRAMIDA) 10 MG X 20 COMP RECUBIERTOS ,1.33,11.742836,CAJA X 20 COMP,PLUSANDEX,6475,06/2024,NACIONAL / IMPORTADO,,7594001100584,0,0,,,,,,,,,,,,,,,,
M-1675,,CLONEDAC FEET (BIFONAZOL) 20 G CREMA,2.13,18.806196,TUBO X 20 GR,DAC,2020,12/2023,NACIONAL / IMPORTADO,,7598579000506,0,0,,,,,,,,,,,,,,,,
M-0948,,CLONIXINATO DE LISINA 100MG/2ML AMPOLLA,0.8,7.06336,AMPOLLA,BIOSANO,20012791,01/2024,NACIONAL / IMPORTADO,,7800061001120,0,0,,,,,,,,,,,,,,,,
M-1155,,"CLONZEP 0,5 MG X 30 TAB",3.54,31.255368,CAJA X 30 TAB,VALMORCA,68,02/2024,PSICOTRÓPICO / ESTUPEFACIENTE,1,7591020080750,0,0,,,,,,,,,,,,,,,,
M-1156,,CLONZEP 2 MG X 30 TAB,5.97,52.710324,CAJA X 30 TAB,VALMORCA,101,06/2024,PSICOTRÓPICO / ESTUPEFACIENTE,1,7591020080767,0,0,,,,,,,,,,,,,,,,
M-0055,,CLOP (METOCLOPRAMIDA) JBE X120 ML,1.92,16.952064,FRASCO,LABORATORIO QUIM-FAR,10492,09/2025,NACIONAL / IMPORTADO,,7592236002192,0,0,,,,,,,,,,,,,,,,
L-0019,,CLOPIDOGREL 75 MG TABLETAS,0.96,8.476032,CAJA X 10 TAB,LAND,TC2260001,11/2024,NACIONAL / IMPORTADO,,7598008000311,0,0,,,,,,,,,,,,,,,,
M-1292,,CLOPIDOGREL 75 MG X 10 TAB   ***OFERTA***,0.82,7.2399439999999995,BLISTER X 10 TAB,JMW,GTV2001,07/2023,NACIONAL / IMPORTADO,,8906046119572,0,0,,,,,,,,,,,,,,,,
M-1464,,"CLORACE (ACETAMINOFEN 125 MG + CLORFENIRAMINA 0,5 MG) / 5 ML X 120 ML JARABE PEDIATRICO SABOR FRAMBUESA (SIN AZUCAR)",5.11,45.117212,FRASCO X 120 ML,COFASA,20361,08/2026,NACIONAL / IMPORTADO,,7591818716700,0,0,,,,,,,,,,,,,,,,
M-0351,,CLORACE (ACETAMINOFEN 500 MG + CLORFENIRAMINA 4 MG) X 10 TAB,3.67,32.403164,CAJA X 10 TAB,COFASA,10465,10/2024,NACIONAL / IMPORTADO,,7591818116043,0,0,,,,,,,,,,,,,,,,
M-1463,,CLORACE (ACETAMINOFEN 500 MG + CLORFENIRAMINA 4 MG) X 20 TAB,6.46,57.036632,CAJA X 20 TAB,COFASA,20087,03/2025,NACIONAL / IMPORTADO,,7591818215265,0,0,,,,,,,,,,,,,,,,
M-0561,,CLORACE 80 MG - 0.5MG/ML SOL. GOTAS 30 ML,4.51,39.819691999999996,FRASCO,COFASA,20298,08/2025,NACIONAL / IMPORTADO,,7591818716724,0,0,,,,,,,,,,,,,,,,
M-1068,,CLORACI (VITAMINA C) 1000 MG X 30 TAB,4.81,42.468452,FRASCO X 30 TAB,COFASA,111120,11/2023,NACIONAL / IMPORTADO,,7591818000106,0,0,,,,,,,,,,,,,,,,
M-1134,,CLORACI PLUS (VITAMINA C 100 MG + ZINC 10 MG) X 30 TAB,5.94,52.445448000000006,FRASCO X 30 TAB,COFASA,111119,11/2023,NACIONAL / IMPORTADO,,7591818000182,0,0,,,,,,,,,,,,,,,,
M-0861,,"CLORURO DE SODIO 0,9% PART FILL X 100 ML",2.07,18.276443999999998,FRASCO,LAB BEHRENS,2100345,01/2025,NACIONAL / IMPORTADO,,7592637001312,0,0,,,,,,,,,,,,,,,,
M-1256,,"CLORURO DE SODIO 0,9% X 500 ML I.V",1.42,12.537464,FRASCO X 500 ML,BC GROUP,21082519,08/2024,NACIONAL / IMPORTADO,,7597767000068,0,0,,,,,,,,,,,,,,,,
M-0774,,CLOTRIM+NEOMIC+DEXAMETA CREMA X 20 GR. ÉLTER,4.62,40.790904000000005,TUBO,LA SANTÉ,3502075,08/2024,NACIONAL / IMPORTADO,,7703763300051,0,0,,,,,,,,,,,,,,,,
M-1374,,CLOXACILINA 500 MG PVO PARA INY AMP (VENCE 12/2022) ***OFERTA***,0.21,1.854132,AMPOLLA,DFM PHARMA,202001109,12/2022,NACIONAL / IMPORTADO,,7801000000310,0,0,,,,,,,,,,,,,,,,
M-0761,,CODEBROMIL PLUS JBE X 90 ML,5.94,52.445448000000006,FRASCO,LAB VINCENTI,21B0019,11/2023,PSICOTRÓPICO / ESTUPEFACIENTE,1,7592782001755,0,0,,,,,,,,,,,,,,,,
M-0833,,COFADOR (DORZOLAMIDA) X 5 ML SOLUCION,7.9,69.75068,FRASCO X 5 ML,COFASA,201082,01/2025,NACIONAL / IMPORTADO,,7591818716779,0,0,,,,,,,,,,,,,,,,
D-0050,,COLECTOR DE HECES,0.08,0.7063360000000001,CAPSULA,PLASTICOS FAD,,,NACIONAL / IMPORTADO,,,0,0,,,,,,,,,,,,,,,,
D-0049,,COLECTOR DE ORINA,0.12,1.059504,FRASCO,PLASTICOS FAD,,,NACIONAL / IMPORTADO,,,0,0,,,,,,,,,,,,,,,,
M-1263,,COLVAL (TIOCOLCHICOSIDO) 4 MG X 12 COMPRIMIDOS,4.97,43.881124,CAJA X 20 COMP,VALMORCA,74,02/2026,NACIONAL / IMPORTADO,,7591020001052,0,0,,,,,,,,,,,,,,,,
M-1849,,COMPLEJO B (FORTI-B) X 100 TAB,4.75,41.9387,FRASCO X 100 TAB,JMW,SP537,11/2023,NACIONAL / IMPORTADO,,118904180211777,0,0,,,,,,,,,,,,,,,,
M-1850,,COMPLEJO B (FORTI-B) X 50 TAB,2.34,20.660328,FRASCO X 50 TAB,JMW,SP535,11/2023,NACIONAL / IMPORTADO,,1890418211777,0,0,,,,,,,,,,,,,,,,
L-0090,,COMPLEJO B VITAMINAS TABLETAS,0.62,5.474104,BLISTER X 10 TAB,LAND,VBT2103,09/2023,NACIONAL / IMPORTADO,,7598008000953,0,0,,,,,,,,,,,,,,,,
L-0101,,COMPLEJO B VITAMINAS X 10 ML INYECTABLE IM-IV,1.11,9.800412000000001,VIAL,LAND,EM22007,12/2023,NACIONAL / IMPORTADO,,7598008001172,0,0,,,,,,,,,,,,,,,,
M-0932,,CROMOFTAL AL 4% SOLUCION OFTALMICA X 10 ML,2.96,26.134432,FRASCO,OFTALMI,042709,04/2025,NACIONAL / IMPORTADO,,7591196000149,0,0,,,,,,,,,,,,,,,,
Q-222,,CUBREBOTAS PAR 40 G,10,88.292,PAR,FVD,,,MÉDICO / QUIRÚRGICO,1,,0,0,,,,,,,,,,,,,,,,
M-1195,,CYNT (SIMVASTATINA) 20 MG X 20 COMP RECUBIERTOS,2.5,22.073,CAJA X 20 COMP,DOLLDER,2201701,01/2025,NACIONAL / IMPORTADO,,7592803001603,0,0,,,,,,,,,,,,,,,,
M-1680,,DAC-LAX (POLIETILENGLICOL) 120 G POLVO,2.83,24.986636,FRASCO X 120 G,DAC,V230,03/2023,NACIONAL / IMPORTADO,,7598578000278,0,0,,,,,,,,,,,,,,,,
M-1840,,DEFLAZACORT 6 MG X 10 TAB,1.43,12.625755999999999,BLISTER X 10 TAB,JMW,VPT21670D,07/2024,NACIONAL / IMPORTADO,,301129,0,0,,,,,,,,,,,,,,,,
M-0663,,"DESLER M 2,5MG - 5 MG  TABLETAS MASTICABLES X 10 ",5.16,45.558672,CAJA X 10 TAB,GALENO,3501815,07/2024,NACIONAL / IMPORTADO,,7592454891240,0,0,,,,,,,,,,,,,,,,
M-0445,,"DESLORAT 0,5MG/ML X 60ML JARABE ",3.09,27.282228,FRASCO 60ML,OFTALMI,I062705,08/2024,NACIONAL / IMPORTADO,,7591196004161,0,0,,,,,,,,,,,,,,,,
M-0933,,DESLORAT 5MG X 20 TAB,3.22,28.430024000000003,CAJA X 20 TAB,OFTALMI,I062772,06/2024,NACIONAL / IMPORTADO,,7591196002976,0,0,,,,,,,,,,,,,,,,
M-0677,,"DESLORATADINA 2,5 MG/ML JARABE X 60 ML (ELTER)",2.7,23.83884,FRASCO X 60 ML,LA SANTÉ,3276212-3500590,10/2023-02/2024,NACIONAL / IMPORTADO,,7703763393053,0,0,,,,,,,,,,,,,,,,
L-0053,,DESLORATADINA 5 MG TABLETAS,0.62,5.474104,BLISTER X 10 TAB,LAND,TD1770002,04/2025,NACIONAL / IMPORTADO,,7598008000328,0,0,,,,,,,,,,,,,,,,
M-1796,,DESOGESTREL 74 MCG X 20 COMP REVESTIDOS,2.6,22.955920000000003,CAJA X 28 COMP,GERMED,254442,03/2024,NACIONAL / IMPORTADO,,7896004751771,0,0,,,,,,,,,,,,,,,,
M-1598,,"DEXAGLOS (DEXAMETASONA) 0,1 MG/ MG X 100 ML ",1.24,10.948208,FRASCO X 100 ML,BELFAR,071015,07/2024,NACIONAL / IMPORTADO,,7897917000383,0,0,,,,,,,,,,,,,,,,
M-0295,,"DEXAMER (DEXAMETASONA) 0,05% CREMA",2.37,20.925204,TUBO,BOOZ,220037,06/2024,NACIONAL / IMPORTADO,,7597072000272,0,0,,,,,,,,,,,,,,,,
M-1714,,DEXAMETASONA (DEXUNI) 8 MG/2 ML AMPOLLA,0.39,3.443388,AMPOLLA,UNIPHARMA,25D21001,11/2024,NACIONAL / IMPORTADO,,7598852000482,0,0,,,,,,,,,,,,,,,,
L-0030,,DEXAMETASONA 4 MG TABLETAS,0.61,5.385812,CAJA X 10 TAB,LAND,TD1690003,05/2025,NACIONAL / IMPORTADO,,7598008000335,0,0,,,,,,,,,,,,,,,,
M-0577,,DEXAMETASONA 4 MG X 10 COMP,1.94,17.128648,CAJA X 10 COMP,TEUTO,94570173,10/2023,NACIONAL / IMPORTADO,,7896112194651,0,0,,,,,,,,,,,,,,,,
M-1521,,DEXAMETASONA 4 MG X 10 COMPRIMIDOS ,1.93,17.040356,CAJA X 10 COMP,SPEFAR,542,03/2024,NACIONAL / IMPORTADO,,7590027002642,0,0,,,,,,,,,,,,,,,,
L-0096,,DEXAMETASONA 4MG/ML AMPOLLA,0.39,3.443388,AMPOLLA,LAND,DS12157,10/2023,NACIONAL / IMPORTADO,,7598008000854,0,0,,,,,,,,,,,,,,,,
M-1665,,"DEXTAMIN (DESLORATADINA) 0,5 MG/ML X 60 ML SOL ORAL PEDIATRICO",1.68,14.833056,FRASCO X 60 ML,PLUSANDEX,6646,09/2024,NACIONAL / IMPORTADO,,7594001101680,0,0,,,,,,,,,,,,,,,,
M-1479,,"DEXTRAN 70 0,1% X 15 ML LAGRIMAS ARTIFICIALES (MEDIGEN)",2.87,25.339804,GOTAS X 15 ML,OFTALMI,042799,05/2024,NACIONAL / IMPORTADO,,7591196002624,0,0,,,,,,,,,,,,,,,,
