Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
928365,,DEXTONIL JBE 15MG/5ML X 120ML (DEXTROMET,33.22,0.0,
003181,,DEXTRAN 70 0.01% LAGRIMAS ARTIF X 15 ML,31.16,0.0,
033011,,DIAGESIC AMP. 75 MG/3ML X 2 (DICL POT),54.34,0.0,
007335,,DIARONA TAB 200MG X 10,76.81,0.0,
926205,,DICIGEL REF SUSP X 240 ML,81.97,0.0,
921181,,DICLODEX 50 MG X 10 TAB (DICLOFENAC),10.29,0.0,
931419,,DICLODEX 50 MG X 20 TAB (DICLOFENAC),17.64,0.0,
004084,,DICLOFENAC DIETILAM GEL X 15 GR SPEFAR,19.34,0.0,
013031,,DICLOFENAC POT 50 MG X 10 COMP (DOLCAN),5.33,0.0,
500218,,DICLOFENAC POT 50 MG X 10 COMP GV,7.68,0.0,
000815,,DICLOFENAC POT 50 MG X 10 TABR OFTALMI,3,0.0,
000055,,DICLOFENAC POT 50 MG X 20 TAB KIMICEG,12.52,0.0,
932699,,DICLOFENAC POT 50 MG X 20 TABR OFTALMI,5,0.0,
004779,,DICLOFENAC SOD TAB 50MG X 20 QUIMFAR,13.17,0.0,
932700,,DICLORET SUSP 1.8MG X 60ML DICLOF POT,49.88,0.0,
933594,,DIECAPS 60 MG X 30 CAPS. ROWE,144.2,0.0,
000136,,"DI-EUDRIN TAB 12,5 MG X 24 TAB BIOTECH",33.35,0.0,
001138,,"DI-EUDRIN TAB 12,5 MG X 30 TAB BIOTECH",43.23,0.0,
933240,,DIFEN PLUS 650MG/50MG TAB X 10,33.29,0.0,
933244,,DIFEN PLUS 650MG/50MG TAB X 20,57.66,0.0,
933094,,"DIKLASON 1,16% X 50 GR GEL",52.72,0.0,
044423,,"DIKLASON 1,8MG/ML SUSP ORAL PED X120ML",45.72,0.0,
006575,,DIMAR 2/1000 MG X 30 COMP (GLIMEP+METFOR,77.74,0.0,IGUAL AL DIMAVYL-MET
933044,,DIMAVYL MET 2MG-500MG X30 CR LETI,93.96,0.0,
933454,,DIOSMINA 600 MG X 14 TAB CALOX,116.81,0.0,
001702,,DIOSMINA-HESPER 450/50MG X 10 CAPS VIVAX,58.86,0.0,
933381,,DOBRACID LP 300MG X30 COMP REC,112.25,0.0,
008960,,DOCE PLEX ELIXIR X 120 ML,53,0.0,
001242,,DOCE PLEX ELIXIR X 240 ML,79.51,0.0,
008354,,DOL 450-40-1 MG X 10 TAB CALOX,25.72,0.0,
008355,,DOL 450-40-1 MG X 20 TAB CALOX,39.1,0.0,
933592,,DOL GRIP  FORTE X 10 TAB REC,53.01,0.0,
933593,,DOL GRIP X 10 CAP,35.8,0.0,
003370,,DOL KIDS 160 MG X 20 TAB MAST,28.94,0.0,
006972,,DOL PLUS 650/50/1MG X 10 TAB CALOX,30.31,0.0,
923099,,DOL PLUS 650/50/1MG X 20 TAB CALOX,44.08,0.0,
933450,,DOLFENAC 75MG/3ML IV/IM X 1 (DOCL SOD),1.62,0.0,
927132,,DOMPERIDONA 10 MG X 20 COMP  SPEFAR,42.7,0.0,
004116,,DORIXINA FLEX 125MG-5MG COMPR X10,114.66,0.0,
000967,,DROMETOX 4MG/5ML JBE X 120 ML,26.42,0.0,
002566,,DUOVENT SOL. P/INHALAR X 15ML,83.82,0.0,
930687,,ENALAPRIL 10 MG X 30 TAB PLUSANDEX,16.89,0.0,
933058,,ENALAPRIL 20 MG X 30 COMP PLUSANDEX,22.17,0.0,
901566,,ENALAPRIL 20 MG X 30 TAB ELTER,20.05,0.0,
923906,,ENALAPRIL MALEATO 20 MG X 10 COMP GV,6.81,0.0,
031798,,EPAX 1.200MG C.BLANDAS X 30 VIVAX,86.18,0.0,
000599,,EQUALIV PN TAB 100 MG-50 MG X 30,69.69,0.0,
005842,,"ERILON CREM TUB 0,05% X 15 GR",48.78,0.0,
933624,,ESCITALOPRAM 1MG/ML SOL ORAL X 120 ML,25,0.0,
925080,,ESOMEPRAZOL 40 MG X 30 TAB REC KIMICEG,33.39,0.0,
091177,,ESPIRONOLACTONA TAB 100 MG X 10,76.89,0.0,
091644,,ESPIRONOLACTONA TAB 25 MG X 20,50.09,0.0,
041647,,ESTIN JARABE X 240 ML  ARCO IRIS,89.6,0.0,
901165,,EUCAMIEL JARABE X 120 ML ARCO IRIS,60.13,0.0,
091869,,EUSILEN AMP 4 MG/2 ML KIT X 2,70.68,0.0,
933297,,EUSILEN COMP 4 MG X 15 (TIOCOLCHICOSIDO),62,0.0,
008831,,EUSILEN COMP 4 MG X 8 (TIOCOLCHICOSIDO),33.44,0.0,
043863,,EUSILEN DUAL 600MG/4MG MG X 10 TAB,69.93,0.0,
932788,,EVIGAX CAPS BLANDAS 125MG  X 10,38.3,0.0,
003573,,EVIGAX CAPS BLANDAS 125MG  X 20,55.9,0.0,
933310,,FANASAL AD (NAFAZOLINA) 0.1%  X 15 ML,21.9,0.0,
933309,,FANASAL PED (NAFAZOLINA) 0.05%  X 15 ML,21.48,0.0,
927524,,FARBICIL 1% CREMA X 15 GR,62.01,0.0,
927525,,FARBICIL 1% LOCION X 30 ML,93.6,0.0,
007906,,FEBRATIC 10 MG/5ML X 120 ML,62.01,0.0,
924617,,FEBRATIC 10MG/5ML X 60 ML SUSP,37.44,0.0,
926992,,FEBRATIC 15MG/ML SUSP  GOTAS X 15 ML,28.08,0.0,
004692,,FEBRILIX 120MG/5 ML SOLUCION X 120 ML,25,0.0,
091360,,FEBRILIX 500MG X 20 TAB KIMICEG,15.79,0.0,
006566,,FEBRILIX GRIP 500MG-2MG X 10 TAB REC,28,0.0,
004873,,FEBRIP 650 MG X 14 COMP,8.03,0.0,
010354,,FEM DUCHA VAG. 250MG/100ML 135 ML.,46.93,0.0,
919996,,FEMADONNA 40 MG X20 COMP,66.75,0.0,
002681,,FERGANIC 40 MG X 14 CAPS,97.11,0.0,
008790,,FERGANIC 40 MG X 24 CAPS,149.76,0.0,
932317,,FERGANIC FOLIC GTA 20MG/80MCG X30ML,111.15,0.0,
003970,,FERGANIC FOLIC JBE 40MG/360 X120ML,171.99,0.0,
003971,,FERGANIC FOLIC TAB MAST 40MG/ X 20,99.45,0.0,
924037,,FERGANIC FOLIC TAB MAST 40MG/ X 30,139.23,0.0,
008791,,FERGANIC GOTAS X 15 ML,73.71,0.0,
008789,,FERGANIC JARABE X 120 ML,132.21,0.0,
008961,,FERROCE B-12 X 120 ML JBE,48.12,0.0,
001503,,FERROCE B-12 X 240 ML JBE,67.35,0.0,
001504,,FERROCE TAB X 30,80.48,0.0,
925470,,FESTAL 210 MG X 10 GRG,55.8,0.0,
001515,,FESTAL 210 MG X 20 GRG,89.89,0.0,
922899,,FEXOFENADINA 120 MG X 10 COMP REC SPEFAR,45.23,0.0,
931869,,FISIOLIN SOL. NEBULIZADOR X 260 DOSIS,56.97,0.0,
932742,,FITEX 20 MG TAB REC X 1 (TADAFILO),15.88,0.0,
932744,,FITEX 20 MG TAB REC X 2 (TADAFILO),28.58,0.0,
932743,,FITEX 5 MG TAB REC X 10 (TADAFILO),32.82,0.0,
932741,,FITEX 5 MG TAB REC X 30 (TADAFILO),88.92,0.0,
012672,,FLATORIL 80 MG X 20 MLGOTAS,93.85,0.0,
003727,,FLATVIN 125 MG  CAP BL X 10,55.2,0.0,
004190,,FLAVOL 300 MG X 20 CAPS RONAVA,105.09,0.0,
007534,,"FLEMIBAR 6,67MG-333,40 MG/ML SOL X 20 ML",62.01,0.0,
007349,,FLEMICAINE SOL GOTAS X 5 ML,43.29,0.0,
003648,,FLEXURAT TAB. 500MG-400MG X 30 (GLUCOSAM,160.55,0.0,
010367,,FLODONT ENJUAGUE BUCAL X 180 ML,54.99,0.0,
006926,,FLODONT UNGUENTO BUCAL X 15 GR,39.78,0.0,
010287,,FLUCONAZOL 150 MG X 2 CAP KIMICEG,18.69,0.0,
000126,,FLUCONAZOL 150 MG X 2 CAPS SPEFAR,36.78,0.0,
000317,,FLUCONAZOL 150 MG X 2 CAPS VIVAX,19.13,0.0,
001790,,FLUDIL 10 MG TAB X 20,65.71,0.0,
932683,,FLUTIXAIR INH 125/25MCG X 120 DOSIS,403.65,0.0,
932684,,FLUTIXAIR INH 250/25MCG X 120 DOSIS,484.38,0.0,
921331,,FLUVIRIN JBE X 120ML,51.29,0.0,
091383,,FOLIFER B-12 X 30 TAB,60.05,0.0,
007363,,FRIXONIL 5GR/100 ML X 60 ML SPRAY,25,0.0,
933209,,FUGOLIN AL 1%GR/100ML X 30 ML SOL,37.82,0.0,
006512,,FUGOLIN CREMA TOP X 20 GR VINCENTI,29.25,0.0,
002986,,FUGOLIN CREMA VAGINAL X 50GR,52.49,0.0,
000480,,"FULGRAM 600MG-42,9MG/5ML PPS X 60ML",154,0.0,
933356,,FULGRAM 875MG-125MG X16 CR LETI,141.49,0.0,
004542,,FUROSEMIDA 40MG COMP X 12 PLUSANDEX,11.61,0.0,
009610,,FUROSEMIDA TAB 20 MG X 12 MEYER,29.56,0.0,
933464,,FUROSEMIDA TAB 40 MG X 24 MEYER,38.67,0.0,
002741,,FUROSIL SUSP 50 MG/15ML X 90ML  VINCENTI,44.77,0.0,
927145,,GABAPENTINA 300 MG X 20 CAP SPEFAR,78.66,0.0,
092373,,GABAPENTINA 400 MG X 20 CAP SPEFAR,75.8,0.0,
001772,,GARABET SOL OFTALMICA X 5 ML,60.64,0.0,
932757,,GENCIVOL 150MG-150MG X 15 ML SOL PED,42.45,0.0,
007662,,GENTAMICINA 0.1 % CREMA X 15 GR,18.75,0.0,
041699,,GENTAMICINA SOL OFT X 5 ML (OFTALMI),53.03,0.0,
091325,,GINACOL 0.1% SOL VAGINAL FCO X 135ML,15,0.0,OFERTA VCTO 02/2023
090292,,GINKGO BILOBA 300MG X 60 CAP ARCO IRIS,128.7,0.0,
930578,,GINSENG 300MG X 60 CAP ARCO IRIS,128.7,0.0,
927609,,GIVOTAN P/SUSP. 100 MG /5ML X 30 ML,132.21,0.0,
924119,,GIVOTAN P/SUSP. 100 MG /5ML X 60 ML,167.31,0.0,
042491,,GLUCOSAMINA 500MG X 60 CAP ARCO IRIS,130.73,0.0,
008611,,GLYMAR TAB 2 MG X 20 (GLIMEPIRIDE),46.09,0.0,
001724,,GRAUSIN JBE X 120 ML (COMPLEJO B),51.6,0.0,
933538,,GULAPER GOT PED X 30 ML (CARBOXIMETILCIS,54.99,0.0,
008705,,GULAPER JBE ADU 250 MG X 120 ML,85.41,0.0,
008704,,GULAPER JBE PED 100 MG X 120 ML,81.9,0.0,
013283,,GULAPER JBE PED 100 MG X 60 ML,42.12,0.0,
091902,,"GYNODERAIN 0,6 G OVULO VAG X 6",95.46,0.0,
933114,,GYNOMET 15%-4% CREMA VAG X 40 GR,69.61,0.0,
001766,,HEPAFOL B-12 X 30 TAB REC,68.67,0.0,
927975,,HEPAFOL FORTE 150MG-0.150MG JBE X 240 ML,119.26,0.0,
005794,,HEPAGRAS 120 MG X 30 CAPS LETI,114.91,0.0,
922819,,"HIDROCLOROTIAZIDA 12,5 MG X 10 COMP SPEF",44.46,0.0,
933243,,IBANDROMET 150 MG X 1 TAB (ACID IBANDRON,59.63,0.0,
924228,,IBUN 400 MG X 10 TAB (IBUPROFENO),15.45,0.0,
925972,,IBUN 600 MG X 10 TAB (IBUPROFENO),26.12,0.0,
005567,,IBUPROFENO 100MG/5ML SUSP X 60 ML KIMICE,22.42,0.0,
002635,,IBUPROFENO 100MG/5ML SUSP X 60 ML LA SAN,25.44,0.0,
010389,,IBUPROFENO 400 MG X 10 TAB PLUSANDEX,7,0.0,OFERTA VCTO 05/2023
006775,,IBUPROFENO 400 MG X 20 TAB QUIMFAR,24.74,0.0,
932211,,IBUPROFENO 800 MG X 10 TAB LA SANTE,53.71,0.0,
928459,,IBUPROFENO+TIOCOLCH 400MG X 10 COMP SPEF,53.4,0.0,
008969,,IBUTAN 400 MG TAB X 10 (IBUPROFENO),22.72,0.0,
000127,,IBUTAN 600 MG TAB X 10 (IBUPROFENO),35.78,0.0,
933250,,IBUTANCOL 400MG-4MG TAB X 20,78.56,0.0,
933262,,IBUTANCOL 600MG-4MG TAB X 20,121.2,0.0,
091385,,IBUTANFEM 400MG-20MG TAB REC X 10     ,16.96,0.0,
926422,,IBUTANFEM 400MG-20MG TAB REC X 20,25.44,0.0,
010338,,IBUTANFEM 400MG-20MG TAB REC X 30     ,35.34,0.0,
933263,,IBUTANMIGRA TABLETAS X 10,23.33,0.0,
922288,,ILANA 600MG CAP BLANDA VAG  X 1,46.67,0.0,
011070,,IMAZOL 1% CREMA VAG X 50 GR,70.85,0.0,
001852,,IMAZOL 1% CREMA X 20 GRS,37.52,0.0,
001853,,IMAZOL 1% SOLUCION X 20 ML,34.86,0.0,
012000,,IMAZOL 100 MG CAPS BLANDA VAG X 6,43.31,0.0,
001854,,IMAZOL 100 MG TAB VAG X 6,46.18,0.0,
003419,,IMAZOL 500MG CAPS BL VAG PAC X 1 + 2 CAP MEY,10,0.0,OFERTA VCTO 03/2023 EL PRECIO ES POR 3 CAJAS
009075,,IMAZOL DUAL 100 MG X 6 OVU + 20GR CR VAG,30,0.0,OFERTA VCTO 08/2023
033358,,IMAZOL DUAL 500 MG X 1 OVU + 10GR CR VAG,15,0.0,OFERTA VCTO 03/2023
010960,,IPALAT 1% CREMA X 20 GR,127.27,0.0,
007050,,IPALAT 10 MG/ML SOL TOP X 20 ML,100.54,0.0,
932592,,IPORET SUSP 40 MG X 60 ML (IBUPROFENO),30.91,0.0,
031150,,IPROXIN TAB 500MG X 12 (CIPROFLOXACINA),36.31,0.0,
032899,,IRBESARTAN 150 MG X 10 COMP SPEFAR,38.35,0.0,
091916,,IRBESARTAN 150 MG X 30 COMP SPEFAR,50.72,0.0,
932216,,IRBESARTAN 150 MG X 7 TAB CALOX,33.06,0.0,
091914,,IRBESARTAN 300 MG X 20 COMP SPEFAR,58.08,0.0,
933200,,ISOSPRAY PLUS 0.15%-0.25% FCO 180ML,58.66,0.0,
008680,,IVAGAN FORTE TAB EST X 10 TAB BIOTECH,32.73,0.0,
933485,,IVAGAN FORTE TAB REC DISP 25 BLI X 4,293.31,0.0,
008257,,IVAGAN TAB EST X 10 TAB BIOTECH,30.88,0.0,
091296,,"IVERMED CR (IVERMECTINA 0,4%) X 60GR LYA",32.81,0.0,
901172,,JENGIBRE MIEL  JBE X 120 ML ARCO IRIS,83.07,0.0,
933501,,KATIVIL SOL ORAL 1G/10ML X 120 ML S/AZUC,133.89,0.0,
046023,,KATIVIL SOL ORAL 1G/10ML X 90 ML S/AZUC,101.16,0.0,
002301,,"KELFEN GEL 2,5 % X 30 GR",67.86,0.0,
919471,,KEPRORET 1MG /ML SOL ORAL X 120 ML ,52.37,0.0,
933306,,KETIAN 25 MG X 10  TAB (QUETIAPINA),57.49,0.0,
031104,,KETOCONAZOL 2%  CREMA X 15 GR KIMICEG,44.4,0.0,
003644,,KETOPROFENO 100MG  TAB REC X 10 PLUSANDE,24.21,0.0,
033003,,KETOPROFENO 100MG  TAB REC X 20 PLUSANDE,38.29,0.0,
932522,,KETOROLAC 10 MG X 20 COMP SPEFAR,43.48,0.0,
932523,,KETOROLAC 20 MG X 10 COMP SPEFAR,43.14,0.0,
006615,,KLAS 100MG CP X 20,48.57,0.0,
006614,,KLAS 100MG/10ML JB X 120 ML,52.79,0.0,
008940,,KLAS 100MG/10ML JB X 60 ML,39.67,0.0,
005890,,KUARA 0.2% SOL OFT X 3 ML (OLOPATADINA),107.64,0.0,
500371,,LACRIDOS 0.1% SOL OFTAL X 15 ML GOT,48.66,0.0,
933554,,LANSOPRAZOL 30 MG X 14 CAPS CALOX,48.21,0.0,
010462,,LANSOPRAZOL 30 MG X 28 CAPS  CALOX,72.32,0.0,
932518,,LASIX 20 MG X 24 CPR,41.32,0.0,
002064,,LASIX 40 MG X 12 CPR,36.48,0.0,
933506,,LECART 1G/10 ML SOLUCION X 120 ML L-CARN,95.1,0.0,
933412,,LECART 1G/10 ML SOLUCION X 60 ML L-CARNI,55.93,0.0,
042127,,LEPRIT ENZIMATICO GRAGEAS X 6,69.93,0.0,
005079,,LEPTAZINE 10 MG X 24 COMP (TRIFLUOPERAZI,80.24,0.0,
008938,,LEPTAZINE 5 MG X 30 COMP (TRIFLUOPERAZIN,62.01,0.0,
926948,,LESTECOL 40 MG TAB REC X 30 (ATORVASTATI,42.1,0.0,
933376,,LETISAN  500 MG X 10 CAP,17.4,0.0,
002253,,LETISAN 500 MG TAB MASTIC TIRAS X 10 TAB,12.59,0.0,
933210,,LEVOFERIN SOLUCION 30MG/5ML X 90ML,44.2,0.0,
933560,,LEVOFLOXACINA 750 MG X 5 COMP SPEFAR,48.7,0.0,
009578,,LEVORAT 5 MG X 10 TAB REC,24.9,0.0,
500278,,"LIBERDUX 2,5 MG/5ML JBE X 60 ML (DESLORATADINA)",15,0.0,OFERTA VCTO 05/2023
036694,,"LIBERDUX 2,5/5 ML SOLUCION X 60 ML (DESLORATADINA)",15,0.0,OFERTA VCTO 07/2023
933625,,LIBOLAR 5MG/5ML JBE X 120 ML DEXTROMORFA,33.9,0.0,
932307,,LIOLACTIL 250MG X 20 CAP,143.86,0.0,
010400,,LIPONTAL 900 MG TAB X 10 (GEMFIBROZIL),50.19,0.0,
009863,,LOFLOX TAB RECU 400 MG X 10,19.01,0.0,
009861,,LOFLOX TAB RECU 400 MG X 5,12.22,0.0,
005123,,LOGANIL 100MG/5ML JBE PED X 120 ML,55.58,0.0,
005122,,LOGANIL 250MG/5ML JBE AD X 120 ML,61.13,0.0,
011306,,LOKARIN 5MG-60MG/5ML JBE X 60 ML,54.96,0.0,
009281,,LONGACEF 100MG/5ML PPS X60ML,195.46,0.0,
041715,,LORADEX 1 MG/ML X 30 ML (LORATADINA),17.41,0.0,
933586,,LORADEX 1 MG/ML X 60 ML (LORATADINA),27.17,0.0,
012473,,LORADEX 10 MG X 10 TAB (LORATADINA),11.97,0.0,
919732,,LORATADINA 1 MG/ML JBE X 60 ML  SPEFAR,27.46,0.0,
003857,,LORATADINA 10 MG X 10 COMP SPEFAR,27.56,0.0,
032517,,LORATADINA 10 MG X 10 TAB (OFTALMI),12.61,0.0,
003738,,LORATADINA 10MG 5 TAB DISP X 25 BLISTER,134.37,0.0,
011340,,LORATADINA 1MG/5ML JBE X 60 ML KIMICEG,20.15,0.0,
927743,,LORECORT 1MG/0.05MG SOL ORAL X 60 ML,59.24,0.0,
016124,,LOSARTAN POT 100 MG X 10 COMPR GENVEN,19.21,0.0,
932155,,LOSARTAN POT 100 MG X 10 TAB KIMICEG,18.73,0.0,
011569,,LOSARTAN POT 100 MG X 30 COMP SPEFAR,59.31,0.0,
933062,,LOSARTAN POT 100 MG X 30 COMPR GENVEN,51.7,0.0,
042424,,LOSARTAN POT 50 MG X 14 CR SPEFAR,37.88,0.0,
930693,,LOSARTAN POT 50 MG X 20 TAB KIMICEG,21.7,0.0,
932655,,LOSARTAN POT 50 MG X 30 CR GENVEN,34.33,0.0,
032900,,MAPURITE 300 MG X 90 CAP ARCO IRIS,77.22,0.0,
004926,,MARADEX SUSP. OFT X 5 ML,44.85,0.0,
932565,,MARTESIA 75 MG X 14 CAP (PREGABALINA),35.36,0.0,
003189,,MELOVAX 15MG CAP X 10,30.31,0.0,
039797,,"MELOXICAM 7,5 MG X 10 COMP OFTALMI",29.56,0.0,
932850,,MENISTIN 16 MG X 21 TAB REC BETAHISTINA,67.29,0.0,
030962,,MENTOL  UNGUENTO X 10 G LYA,16.2,0.0,
091222,,"MESAMESYN 3,00MG-0,02MG X 28 COMPR",125.69,0.0,
933562,,METFORMINA 500 MG TAB X 30 QUIMFAR,21.4,0.0,
933566,,METFORMINA 850 MG X 30 COMP SPEFAR,64.74,0.0,
933577,,METFORMINA 850 MG X 30 TABREC VIVAX,20,0.0,
933677,,METFORMINA CLORH 1000 MG X 30 COMP SPEFA,87.66,0.0,
001028,,METOCLOPRAMIDA 10 MG X 10 TAB VINCENTI,12,0.0,
004455,,METREN 500MG CAP BLANDA VAGINAL X 10,50.82,0.0,
006005,,METREN 500MG TAB X 10 (METRONIDAZOL),35.32,0.0,
006006,,METREN SUSP 125MG/5 ML X 120 ML (METRONI,39.41,0.0,
006010,,METREN SUSP 250MG/5 ML X 120 ML(METRONID,50.78,0.0,
009354,,METRONIDAZOL 500MG X 10 COMP SPEFAR,41.75,0.0,
001774,,METRONIDAZOL BENZOIL 125MG/ 5ML X 120 ML,32.77,0.0,
001773,,METRONIDAZOL BENZOIL 250 MG/5ML X 120 ML,38.19,0.0,
009732,,METROVAX CAPS. 500MG. X 15 VIVAX,58.39,0.0,
933604,,METSIGLIN 500/50 MG X10 TAB REC METF+SIT,75.07,0.0,
933213,,MICONAX 15%-4% CREMA VAGINAL X 40GR,82.61,0.0,
003063,,MIGRADORIXINA 125MG-1MG X 10 COMP REC,84.24,0.0,
927777,,MIGREN COMPR 650MG X 10,26.15,0.0,
932669,,MIGREN COMPR 650MG X 20,35.61,0.0,
932252,,MILAX PVO SOL. ORAL TARRO X 120 GR,88.08,0.0,
091521,,MILAX PVO SOL. ORAL TARRO X 360 GR,224.6,0.0,
003015,,MIOVIT AMPOLLAS (KIT X 1  AMP),43.37,0.0,
001327,,MIOVIT AMPOLLAS (KIT X 3  AMP),79.69,0.0,
002366,,MIOVIT GOTAS X 20 ML,69.72,0.0,
933404,,MIOVIT GRAGEAS X 10,46.77,0.0,
006960,,MIOVIT GRAGEAS X 30,110.94,0.0,
924023,,MIOVIT GRAGEAS X 60,187.1,0.0,
933318,,MIOVIT JARABE X 180 ML,171.42,0.0,
933502,,MIOVIT JARABE X 90 ML SIN AZUCAR,101.57,0.0,
091045,,MISELLIM 10 MG X 20 COMP (FLUNARIZINA),79.56,0.0,
932983,,MISULVAN COMP  AD 15MG+0.01MG/5ML X 120M,32.48,0.0,
932984,,MISULVAN COMP PED 7.5+0.005MG/5ML X 120M,30.5,0.0,
011429,,MISULVAN FORTE 30-5MG/5ML SOL X 120 ML,48.41,0.0,
090046,,MISULVAN JARABE ADUL. 30MG/5ML X 120ML,30.38,0.0,
900265,,MISULVAN JARABE PED. 15MG/5ML X 120ML,29.02,0.0,
009446,,"MISULVAN SOL GOTAS 7,5 MG/ML X 30 ML",21.49,0.0,
927113,,MONTELUKAST 10 MG X 10 COMPR SPEFAR,38.69,0.0,
926470,,MONTELUKAST 10 MG X 30 TAB REC OFTALMI,51.25,0.0,
930887,,MOVIMEX 15 MG X 10 TAB OFTALMI,36.07,0.0,
008361,,MOXIDEX SOL OFTALMICA X 5ML,86.78,0.0,
002465,,MUCOBROL JBE 4 MG/5 ML X 120 ML,131.41,0.0,
933382,,MUCOFAR JBE ADULTO X 120 ML,40.92,0.0,
009481,,MUCOMAX 15MG/5ML SOL PED X 120 ML,33.38,0.0,
009921,,MUCOMAX 30MG/5ML SOL AD X 120 ML,37.28,0.0,
009417,,MUCOMAX PLUS 5MG-30MG/5MLSOL X 60 ML,35.29,0.0,
932976,,MULTIDERM 2%  TUBO 15 GR UGT,74.1,0.0,
002470,,MULTIVIRAL CAPS X 30,76.54,0.0,
001740,,MUPROBAN 2%  UNGUENTO X 15 GR,63.33,0.0,
924236,,MUPROBAN 2%  UNGUENTO X 30 GR,122.7,0.0,
003928,,MYDROX SOL OFT 1% X 5 ML (TROPICAMIDA),68.29,0.0,
045208,,NAFAZOL 0.05% GOTAS NAS X 15ML,34.73,0.0,
065635,,NAS 0.05% SOL NAS GOTAS PED X 15 ML,23.04,0.0,
065634,,NAS 0.1% SOL NAS GOTAS AD X 15 ML,23.04,0.0,
002507,,"NASIN 0,05% SOL NAS X 15 ML",34.47,0.0,
001842,,NEURIBE AMP C/LIDOCAINA 2ML X 3 C/J,59.2,0.0,
011190,,NEURIBE CAP BLANDAS X 30 VIVAX,51.48,0.0,
932550,,NEURIXA 150 MG CAP X 14 FARMA,104.98,0.0,
932195,,NEURIXA 75 MG CAP X 14 FARMA,47.64,0.0,
008863,,NEUROMIX X 10 COMP REC,9,0.0,
002575,,NEUROMIX X 30 COMP REC,24,0.0,
929326,,NEVAC NEPAFENAC 0.1% SUSP OFT X 5ML,83.72,0.0,
002594,,"NINAZO 0,1% SOL GOTAS NAS ADUL15ML FARMA",23.29,0.0,
001597,,NOGINOX 1% CR VAG 40 GR X 7 APLICADORES,60.9,0.0,
923877,,NORMIX 200MG TAB REC X 12,174.14,0.0,
932749,,NORSINA 500 MG - 10 MG TAB X 12,48.17,0.0,
009662,,NORTRICOL 200MG X 10 TAB,15,0.0,OFERTA VCTO 03/2023
009485,,NORTRICOL 200MG X 20 TAB,25,0.0,OFERTA VCTO 06/2023
001531,,NOTOLAC 20 MG TAB X 10,53.99,0.0,
003501,,NOTOLAC 30 MG TAB SUBL X 4,40.23,0.0,
933275,,NOV HEPAR B12 JBE. X 90 ML.  VINCENTI,38.21,0.0,
933646,,"NOXPIRIN 125MG-0,5 MG /5ML X 120 ML",36.21,0.0,
926404,,"NOXPIRIN 325MG-1,25 MG /5ML X 120 ML",69.29,0.0,
933217,,NOXPIRIN GOTAS  80MG-0.4MG/ML X 15 ML,25.45,0.0,
933393,,NOXPIRIN GRIP DISP 25 BLI X 4 TAB,168.29,0.0,
933446,,NOXPIRIN GRIP TABS X 12,36.48,0.0,
923269,,NUTRIFARM HAIR & NAIL X 30 CAPS B,84.23,0.0,
932863,,NYTAXIN 500MG CAP X 6 VIVAX,76.62,0.0,
006816,,ÑAME SALVAJE 300MG X 60 CAP ARCO IRIS,128.7,0.0,
001820,,OCUPRED 1 % SOL OFTAL X 5 ML (OFTALMI),79.31,0.0,
932851,,OFAFLAN 15 MG/ML GOTAS X 30 ML DICL. POT,20.8,0.0,
932860,,OFAFLAN 2MG/ML SOL X 120 ML DICL POT,52.24,0.0,
932378,,OFAFLAN 50 MGX10 COMP (DICL POT) OFA,8.34,0.0,
008730,,OFTAINE SOL. OFTALMICA X 15 ML,82.64,0.0,
933510,,OMEFAR 20MG X 14 QUIMFAR (OMEPRAZOL),13.14,0.0,
933599,,OMEGA 3-6-9 MG CAP X 60 ARCO IRIS,131.27,0.0,
010856,,OMEPRAZOL 20 MG X 28 CAPS SPEFAR,72.47,0.0,
001107,,ONDANSETRON 4 MG X 10 COMP,72.54,0.0,
933642,,ONDANSETRON 4MG/5ML SOL. ORAL X 50 ML,30,0.0,OFERTA VCTO 06/2023
001108,,ONDANSETRON 8 MG X 10 COMP,102.96,0.0,
925878,,OPAT 0.1% SOL OFT  X 5 ML,62.66,0.0,
933585,,ORLIDIET CAP 60 MG X 30,142.21,0.0,
925370,,ORLISTAT 120 MG X 30 CAPS BL VIVAX,164.84,0.0,
000484,,OROZIM 192 MG COMP REC  X 20 BIOTECH,98.8,0.0,
933676,,OSTEOCAL 600 MG X 30 TABR (CARB DE CALCI,44.08,0.0,
932724,,OTAN 0.1-1-4 GR/ 100 ML X 5 ML GOT,41.68,0.0,
932319,,OXIDREN 150 MG X 1 CR LETI,51.79,0.0,
933257,,PAPAVERIL 10MG/ML X 30 ML,37.52,0.0,
004956,,PARKEN 25MG/250MG X 30 TAB (CARB-LEVODOP,160,0.0,
006122,,PASIFLORA JBE X 120 ML ARCO IRIS,51.24,0.0,
933059,,PEGYT 75 MG X 20  CAP LETI (PREGABALIN,51.5,0.0,
005257,,PEREBRON PED 28M/5ML FRAMBUESA 120 ML,45.91,0.0,
500194,,PEREBRON PED 28M/5ML MIEL-LIMON 120 ML,52.03,0.0,
004097,,PERIDONT REFORM ENJ BUCAL X 240 ML,45.53,0.0,
925705,,PERTEN 1% CREMA TOP X 20 GR,47.74,0.0,
933387,,PERTEN 1% GEL TOPICO X 20 G,53.24,0.0,
