Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Clasificación
TABLETAS,7591519316230,007903,,BIOCOR AMLO 40 MG  - 5 MG X 30 TABLETAS,OLMESARTAN - AMOLDIPINA,MCK,7.95,0,7.95,0.795,7.155,18,2024-05-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7591519317688,006857,,BIOCOR AMLO 40 MG - 5 MG X 10 TABLETAS,OLMESARTAN - AMLODIPINA,MCK,3.3,0,3.3,0.33,2.9699999999999998,39,2024-05-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7591519317664,006858,,BIOCOR HCT 20 MG - 12.5 MG X 10 TABLETAS,OLMESARTAN - HIDROCLOROTIAZIDA,MCK,3.15,0,3.15,0.315,2.835,60,2024-07-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7591519316254,006859,,BIOCOR HCT 20 MG - 12.5 MG X 30 TABLETAS,OLMESARTAN - HIDROCLOROTIAZIDA,MCK,7.95,0,7.95,0.795,7.155,3,2024-05-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7591519317657,006860,,BIOCOR HCT 40 MG - 12.5 MG X 10 TABLETAS,OLMESARTAN - HIDROCLOROTIAZIDA,MCK,3.99,0,3.99,0.399,3.591,27,2024-08-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7591519316261,006843,,BIOCOR HCT 40 MG - 12.5 MG X 30 TABLETAS,OLMESARTAN - HIDROCLOROTIAZIDA,MCK,10.35,0,10.35,1.035,9.315,38,2024-08-01 00:00:00,,0,,,,,,,,,,,,,,,,
SUPOSITORIOS-CREMAS-OVULOS,1890403097991,003474,,BIOCUZOL CREMA 20 GR,BETAMETAZONA - NEOMICINA - CLOTRIMAZOL,BIOVENEZUELA,2.8,0,2.8,0.27999999999999997,2.52,117,2024-07-01 00:00:00,,0,,,,,,,,,,,,,,,,
MISCELANEOS,3401575390447,006624,,BIODERMA AGUA MICELAR DESMAQUILLANTE (SENSIBIO H20) 250 ML,AGUA MICELAR,BIODERMA,24.882,0,24.882,2.4882000000000004,22.393800000000002,13,2024-01-01 00:00:00,,0,,,,,,,,,,,,,,,,
MISCELANEOS,3701129804315,006616,,BIODERMA CREMA NUTRIENTE ATODERM CREME FP 200ML,CREMA NUTRIENTE,BIODERMA,24.8356,0,24.8356,2.48356,22.35204,5,2024-08-01 00:00:00,,0,,,,,,,,,,,,,,,,
MISCELANEOS,3701129800843,006623,,BIODERMA GEL LIMPIADOR MICELAR PARA PIELES SENSIBLES  500ML,GEL LIMPIADOR,BIODERMA,32.016,0,32.016,3.2016,28.8144,2,2025-01-01 00:00:00,,0,,,,,,,,,,,,,,,,
AMPOLLA Y SOLUCIONES,7598455000193,004839,,BIOFENAP  75MG/3ML I.M AMP,DICLOFENAC POTASICO,BIOGLAS,1.35,0,1.35,0.135,1.215,277,2024-04-30 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,8906102522773,002177,,BIOFLENAC 50 MG X 10 TAB,DICLOFENAC POTASICO,BIOVENEZUELA,0.35,0,0.35,0.034999999999999996,0.315,6651,2024-07-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,8904324101585,007353,,BIOGRA 100 MG X 4 TABLETAS,SILDENAFIL,BIOVENEZUELA,1.1,0,1.1,0.11000000000000001,0.9900000000000001,566,2024-04-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,8904324101714,007354,,BIOGRA MAX 50 MG - 30 MG X 4 TABLETAS,SILDENAFIL - DAPOXETINA,BIOVENEZUELA,2.05,0,2.05,0.205,1.8449999999999998,777,2024-04-01 00:00:00,,0,,,,,,,,,,,,,,,,
MISCELANEOS,7595651000422,003549,,BIOLACT GEL JABONOSO PARA DAMAS 200 ML,GEL INTIMO,H.M.D MEDICAL,2.842,0,2.842,0.2842,2.5578000000000003,100,2024-07-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7591585214942,008519,,BIOLETISAN FORTE 50 MG - 500 MG X 20 CAPSULAS,PINUS PINASTER AITON - VITAMINA C,LABORATORIOS LETI,8.15,0,8.15,0.8150000000000001,7.335,6,2024-07-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,8904324100335,000951,,BIOPRAZOL 20 MG X 10 TABLETAS,OMEPRAZOL,BIOVENEZUELA,0.45,0,0.45,0.045000000000000005,0.405,403,2024-07-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,8906102520083,001873,,BIOPROFEN 200 MG X 10 TABLETAS,IBUPROFENO,BIOVENEZUELA,0.5,0,0.5,0.05,0.45,270,2024-08-01 00:00:00,,0,,,,,,,,,,,,,,,,
AMPOLLA Y SOLUCIONES,7592785007419,008195,,BIOQUEL 2% SOLUCION INYECTABLE I.M X 1 AMPOLLA,CLORHIDRATO DE PROCAINA,BIOTECNOQUIMICA,2.8,0,2.8,0.27999999999999997,2.52,42,2024-09-01 00:00:00,,0,,,,,,,,,,,,,,,,
MISCELANEOS,7592512000966,002087,,BIOS CREMA CORPORAL HIDRATANTE Y RESTAURADORA 120 ML,CREMA CORPORAL,FARMAMED,9.048,0,9.048,0.9048,8.1432,82,2024-10-01 00:00:00,,0,,,,,,,,,,,,,,,,
MISCELANEOS,7592512000959,003376,,BIOS CREMA LIMP. HIDRA.  60G,ACEITE GERMEN TRIGO,BIOS PHARMACEUTIC C.A,5.742,0,5.742,0.5742,5.1678,83,2024-10-01 00:00:00,,0,,,,,,,,,,,,,,,,
MISCELANEOS,7595481000043,004085,,BIOS GEL FACIAL HUMECTANTE SCRUB 120 ML,GEL FACIAL,BIOS PHARMACEUTIC C.A,9.28,0,9.28,0.9279999999999999,8.352,8,2024-08-01 00:00:00,,0,,,,,,,,,,,,,,,,
MISCELANEOS,7595481000234,000245,,BIOS JABON PIEL GRASA 90 GR,GRASA,BIOS PHARMACEUTIC C.A,1.914,0,1.914,0.19140000000000001,1.7226,290,2026-09-01 00:00:00,,0,,,,,,,,,,,,,,,,
MISCELANEOS,7595481000241,000246,,BIOS JABON PIEL SECA 90 GR,SECA,BIOS PHARMACEUTIC C.A,1.914,0,1.914,0.19140000000000001,1.7226,475,2026-08-01 00:00:00,,0,,,,,,,,,,,,,,,,
MISCELANEOS,7595481000029,004084,,BIOS LOCION LIMPIADORA SYNDET LIGHTFILL 400 ML,LOCION LIMPIADORA,BIOS PHARMACEUTIC C.A,12.122,0,12.122,1.2122000000000002,10.9098,131,2024-12-01 00:00:00,,0,,,,,,,,,,,,,,,,
MISCELANEOS,7595481000036,003377,,BIOS MAX PRO GEL PROTECTOR SOLA + 50 120 ML,PROTECTOR SOLAR,BIOS PHARMACEUTIC C.A,18.908,0,18.908,1.8908000000000003,17.017200000000003,82,2025-01-01 00:00:00,,0,,,,,,,,,,,,,,,,
MISCELANEOS,7595481000050,003088,,BIOS TONICO CAPILAR ANTICAIDA 120ML,COMPLEJO BOTANICO-AMINOACIDOS-ZINC,BIOS PHARMACEUTIC C.A,5.6492,0,5.6492,0.5649200000000001,5.084280000000001,90,2023-02-01 00:00:00,,0,,,,,,,,,,,,,,,,
MMQ,CEP000,004626,,BIOSCRUB CEPILLO QUIRURGICO (GLUCONATO DE CLORHEXIDINA),CEPILLO QUIRURGICO,SIN DEFINIR,0.464,0,0.464,0.046400000000000004,0.4176,244,2024-06-01 00:00:00,,0,,,,,,,,,,,,,,,,
MMQ,CEP002,004627,,BIOSCRUB CEPILLO QUIRURGICO (SOLUCION IODADA),CEPILLO QUIRURGICO,H.M.D MEDICAL,0.35,0,0.35,0.034999999999999996,0.315,582,2024-08-01 00:00:00,,0,,,,,,,,,,,,,,,,
MMQ,7595651000019,004911,,BIOSCRUB CEPILLO SECO QUIRURGICO,CEPILLO QUIRURGICO,H.M.D MEDICAL,0.2784,0,0.2784,0.02784,0.25056,441,2026-01-01 00:00:00,,0,,,,,,,,,,,,,,,,
AMPOLLA Y SOLUCIONES,7598455000278,006718,,BIOSETRON  8MG/4ML X1 AMP,ONDANSETRON,BIOGLAS,0.3,0,0.3,0.03,0.27,384,2023-09-30 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,8906102520106,004778,,BIOSPIRINA 81 MG X 10 TAB,ASPIRINA,BIOVENEZUELA,0.5,0,0.5,0.05,0.45,478,2023-05-01 00:00:00,,0,,,,,,,,,,,,,,,,
ALIMENTOS,7591285000517,004795,,BIOSURE CON L-CARNITINA SABOR MANTECADO 400GR,BIOSURE,GAMMAFOOD,18.792,0,18.792,1.8792000000000002,16.9128,20,2025-06-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7591585217141,008435,,BIOTALOL 10 MG X 30 COMPRIMIDOS,BISOPROLOL FUMARATO,LABORATORIOS LETI,7.25,5,6.89,0.6890000000000001,6.201,83,2024-08-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7591585217172,000247,,BIOTALOL 2.5 MG X 30 COMPRIMIDOS,BISOPROLOL,LABORATORIOS LETI,4.65,5,4.42,0.442,3.9779999999999998,110,2024-09-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7591585217165,000248,,BIOTALOL 5 MG X 3O TABLETAS,BISOPROLOL,LABORATORIOS LETI,6.2,5,5.89,0.589,5.301,125,2024-07-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,25077134304,000249,,BIOTIN 5000 MCG X 60 CAP (FRASCO) PURITANS,,PURITANS PRIDE,4.3,0,4.3,0.43,3.8699999999999997,2,2022-11-07 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,8904324101561,006917,,BIOTIN 5000 MCG X 60 TABLETAS ZUZU,BIOTIN,ZUZU,5.2,0,5.2,0.52,4.68,67,2024-02-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,8904324100328,002885,,BIOTIOFEN X 10 TAB   4 MG/ 400 MG,TIOCOLCHICOSIDO-IBUPROFENO,BIOVENEZUELA,3.15,0,3.15,0.315,2.835,325,2024-03-01 00:00:00,,0,,,,,,,,,,,,,,,,
AMPOLLA Y SOLUCIONES,7598455000162,004840,,BIOTRANEX 500MG/ 5ML AMP,ACIDO TRANEXAMICO,BIOGLAS,1.9,0,1.9,0.19,1.71,1283,2024-09-01 00:00:00,,0,,,,,,,,,,,,,,,,
AMPOLLA Y SOLUCIONES,7598455000155,004841,,BIOVIT C 500 MG / 5 ML I.V / I.M AMP,ACIDO ASCORBICO,BIOGLAS,0.5,0,0.5,0.05,0.45,26,2023-10-30 00:00:00,,0,,,,,,,,,,,,,,,,
AMPOLLA Y SOLUCIONES,7598455000308,007986,,BIOVIT K 10 MG / 1 ML SOLUCION INYECTABLE I.V / I.M X 1 AMPOLLA,FITOMENADIONA,BIOGLAS,0.55,0,0.55,0.05500000000000001,0.49500000000000005,106,2025-01-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,HTTPSÑ--BIOVENEZUELS,000250,,BIOVITAMINAS  X10TAB,BIOVITAMINAS,BIOVENEZUELA,0.6,0,0.6,0.06,0.54,750,2024-03-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7592432002576,002565,,BIPRIN 300 MG X 10 CAPSULAS,VITAMINA B6-PIRIDOXINA,VIVAX PHARMACEUTICAL,3.19,10,2.87,0.28700000000000003,2.583,152,2025-07-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7592349723618,006249,,BIPROLIL 2.5 MG X 15 TAB,BISOPROLOL,LABORATORIOS VARGAS,2.75,0,2.75,0.275,2.475,83,2024-06-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7592349723557,008275,,BIPROLIL 5 MG X 15 TABLETAS,BISOPROLOL,VARGAS,2.9,0,2.9,0.29,2.61,118,2024-03-01 00:00:00,,0,,,,,,,,,,,,,,,,
MISCELANEOS,7595481000074,004086,,BIPROX LOCION ESPUMOSA ANTICASPA  400 ML,LOCION ESPUMOSA,BIOS PHARMACEUTIC C.A,14.036,0,14.036,1.4036,12.6324,9,2024-10-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7702870004449,006752,,BIS BACTER  262 MG X 6 TABLETA,SUBSALICILATO DE BISMUTO,ABBOTT,4.34,0,4.34,0.434,3.9059999999999997,155,2025-05-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,18906047594306,004553,,BISACODILO 5 MG X 10 TABLETAS JMW,BISACODILO,JMW,0.45,0,0.45,0.045000000000000005,0.405,519,2024-09-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7598008000229,000251,,BISACODILO 5 MG X 10 TABLETAS LAND,BISACODILO,LAND,0.54,0,0.54,0.054000000000000006,0.48600000000000004,424,2025-04-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,8904178903991,007242,,BISACODYL 5 MG X 10 TABLETAS (ARTE MEDICO),BISACODYL BP,ARTE MEDICO,1.35,0,1.35,0.135,1.215,377,2024-09-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7406076105404,005369,,BISOBLOC 10 MG X 30 TABLETAS,BISOPROLOL,GLOBAL FARMA,5.6,0,5.6,0.5599999999999999,5.04,19,2023-07-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7406076103561,007998,,BISOBLOC 2.5 MG X 30 TABLETAS,BISOPROLOL,GLOBAL FARMA,3.65,0,3.65,0.365,3.285,2,2023-04-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7406076106029,005370,,BISOBLOC 5 MG X 30 TABLETAS,BISOPROLOL,GLOBAL FARMA,4.5,0,4.5,0.45,4.05,2,2023-04-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,8906082150997,007316,,BISOPROLOL 10 MG X 30 TABLETAS (FARMAMED),BISOPROLOL,FARMAMED,1.65,0,1.65,0.165,1.4849999999999999,92,2024-07-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7598176000205,000252,,BISOPROLOL 10 MG X 30 TABLETAS ANGELUS,BISOPROLOL,ANGELUS,3.65,0,3.65,0.365,3.285,216,2024-06-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,8904324101226,006907,,BISOPROLOL 10 MG X 30 TABLETAS ZUZU,BISOPROLOL,ZUZU,1.9,0,1.9,0.19,1.71,4744,2024-02-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7592253002687,000253,,BISOPROLOL 2.5 MG X 10 TABLETAS DPT,BISOPROLOL,DPT,0.7,0,0.7,0.06999999999999999,0.63,473,2025-11-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,8906130230893,003154,,BISOPROLOL 5 MG X 10 TABLETAS BRIX MEDIC,BISOPROLOL,BRIX MEDIC,0.5,0,0.5,0.05,0.45,3452,2025-02-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7592253002694,000254,,BISOPROLOL 5 MG X 10 TABLETAS DPT,BISOPROLOL,DPT,0.9,0,0.9,0.09000000000000001,0.81,1094,2025-11-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,8902297022609,008061,,BISOPROLOL 5 MG X 10 TABLETAS SAGA,BISOPROLOL,SAGA,0.45,0,0.45,0.045000000000000005,0.405,578,2025-02-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,8904324101219,006906,,BISOPROLOL 5 MG X 30 TABLETAS ZUZU,BISOPROLOL,ZUZU,1.5,0,1.5,0.15000000000000002,1.35,4204,2024-02-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,8906131870050,006300,,BISOPROLOL FUMARATO 2.5 MG X 10 TAB (KLOMDAY),BISOPROLOL,KLOMDAY,1.6,0,1.6,0.16000000000000003,1.44,151,2023-10-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7598869000062,006988,,BISOPROLOL FUMARATO 2.5 MG X 30 TABLETAS NIO,BISOPROLOL,NIO PHARMACEUTICAL,2.3,0,2.3,0.22999999999999998,2.07,70,2024-01-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7598869000079,006989,,BISOPROLOL FUMARATO 5 MG X 30 NIO,BISOPROLOL,NIO PHARMACEUTICAL,3,0,3,0.30000000000000004,2.7,126,2024-01-30 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7598852000246,007842,,BISOPRUNI 2.5 MG X 30 TABLETAS,BISOPROLOL,UNIPHARMA,2.1,0,2.1,0.21000000000000002,1.8900000000000001,57,2025-04-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7467922681626,002883,,BISOPRUNI 5 MG X 30 TABLETAS,BISOPROLOL,UNIPHARMA,3,0,3,0.30000000000000004,2.7,317,2024-06-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7591821210035,008398,,BITAFARM X 30 CAPSULAS,COMPLEJO B + VITAMINA C,FARMA,10.05,0,10.05,1.0050000000000001,9.045,24,2024-02-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7591243805376,003351,,BLOCAX 16 MG X 30 TABLETAS,CANDESARTAN,BIOTECH,6.15,0,6.15,0.6150000000000001,5.535,59,2024-07-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7591243805338,003350,,BLOCAX 8 MG X 30 TAB,CANDESARTAN,BIOTECH,4.9,0,4.9,0.49000000000000005,4.41,6,2023-08-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7591243805420,008453,,BLOCAX PLUS 16 MG -12.5 MG X 30 TABLETAS,CANDESARTAN - HIDROCLOROTIAZIDA,BIOTECH,7.1,0,7.1,0.71,6.39,8,2024-09-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7591519000429,006845,,BLOKXA 20MG X 14TABLETAS,RIVAROXABAN,MCK,8.55,0,8.55,0.8550000000000001,7.695,12,2023-11-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7708915796102,004125,,BLUVID FORTE  X 30 CAPSULAS,SUPL DIETETICO-VIT Y MINER,BKM PHARMA,7.95,0,7.95,0.795,7.155,24,2024-07-31 00:00:00,,0,,,,,,,,,,,,,,,,
MISCELANEOS,8414719407272,006783,,BODYNATUR CLICK PEN CERA ROSTRO 3.6ML,CERA,BODYNATUR,8.294,0,8.294,0.8294000000000001,7.464600000000001,1,2024-01-01 00:00:00,,0,,,,,,,,,,,,,,,,
MMQ,7595747001883,006814,,BOLSA DE COLOSTOMIA 60 MM 2 PIEZAS BEIGE CON ABRAZADERA X 1 UNIDAD PROCARE,COLOSTOMIA,PROCARE,2.552,0,2.552,0.25520000000000004,2.2968,66,2025-05-01 00:00:00,,0,,,,,,,,,,,,,,,,
MISCELANEOS,7453038477970,004876,,BOLSA PARA LECHE MATERNA X 25 UNIDADES GENIAL,BOLSA PARA LECHE MATERNA,GENIAL,5.742,0,5.742,0.5742,5.1678,52,2027-05-01 00:00:00,,0,,,,,,,,,,,,,,,,
MMQ,652931974341,002356,,BOLSA RECOLECTORA DE ORINA 2000ML C/ VALVULA ANTIREFLUJO (IM-SUMEDICAL),ORINA,IM-SUMEDICAL,0.754,0,0.754,0.07540000000000001,0.6786,859,2024-07-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7591821903326,004892,,BONAMES 150 MG X 1 TABLETA,ACIDO IBANDRONICO,FARMA,4.98,0,4.98,0.49800000000000005,4.482,57,2025-05-01 00:00:00,,0,,,,,,,,,,,,,,,,
MISCELANEOS,7703333007618,006695,,BONAVEN LOCION LIMPIADORA 120 ML,LOCION LIMPIADORA,MEDIHEALTH,17.052,0,17.052,1.7052,15.3468,23,2025-05-01 00:00:00,,0,,,,,,,,,,,,,,,,
SUPOSITORIOS-CREMAS-OVULOS,7597072001187,005191,,BOOZ SPORT 40 GR,SALICILATO METILICO 10%-MENTOL 7%-ALCANFOR 2%,BOOZ,1.9,0,1.9,0.19,1.71,34,2023-10-31 00:00:00,,0,,,,,,,,,,,,,,,,
MISCELANEOS,,005549,,BORIFEM 25 GR,CREMA BORIFICADA,ALPHABMT,3.596,0,3.596,0.35960000000000003,3.2364,64,2026-01-01 00:00:00,,0,,,,,,,,,,,,,,,,
MISCELANEOS,7592730000335,007895,,BORIFOR CON MENTOL TALCO ANTIMICOTICO 180 GR,BOROCANFOR,BOROCANFOR,5.162,0,5.162,0.5162,4.6457999999999995,9,2027-07-01 00:00:00,,0,,,,,,,,,,,,,,,,
MISCELANEOS,7592730000342,007896,,BORIFOR CON MENTOL TALCO ANTIMICOTICO 90 GR,BOROCANFOR,BOROCANFOR,2.726,0,2.726,0.2726,2.4534,5,2027-02-01 00:00:00,,0,,,,,,,,,,,,,,,,
MISCELANEOS,7592730000267,007897,,BORIFOR FRESH TALCO ANTISEPTICO 180 GR,BOROCANFOR,BOROCANFOR,4.988,0,4.988,0.4988000000000001,4.4892,9,2027-08-01 00:00:00,,0,,,,,,,,,,,,,,,,
MISCELANEOS,7592730000014,007894,,BORIFOR TALCO ANTESEPTICO CON MENTOL 60 GR,BOROCANFOR,BOROCANFOR,1.856,0,1.856,0.18560000000000001,1.6704,1,2027-08-01 00:00:00,,0,,,,,,,,,,,,,,,,
MISCELANEOS,75930523,003796,,BOROCANFOR COOL POLVO ANTISEPTICO PARA PIES 60 GR,BOROCANFOR,BOROCANFOR,2.146,0,2.146,0.2146,1.9314,109,2024-08-01 00:00:00,,0,,,,,,,,,,,,,,,,
MISCELANEOS,75930547,003797,,BOROCANFOR COOL PVO. ANTISEP. P/ PIES 120 GR,BOROCANFOR,POR DEFINIR,3.48,0,3.48,0.34800000000000003,3.132,80,2024-06-01 00:00:00,,0,,,,,,,,,,,,,,,,
MISCELANEOS,7591808525060,002676,,BOROCANFOR CREMA PLUS 80 GR,BOROCANFOR,BOROCANFOR,3.712,0,3.712,0.37120000000000003,3.3408,173,2025-05-01 00:00:00,,0,,,,,,,,,,,,,,,,
MISCELANEOS,7591808525121,002677,,BOROCANFOR CREMA REF. PIES CANSADOS 105 GR,BOROCANFOR,BOROCANFOR,3.364,0,3.364,0.33640000000000003,3.0275999999999996,25,2025-01-01 00:00:00,,0,,,,,,,,,,,,,,,,
MISCELANEOS,75971427,002673,,BOROCANFOR ORIGINAL POLVO ANTISEPTICO PARA LOS PIES 35 GR,BOROCANFOR,BOROCANFOR,1.566,0,1.566,0.15660000000000002,1.4094,195,2024-08-01 00:00:00,,0,,,,,,,,,,,,,,,,
MISCELANEOS,75930516,002674,,BOROCANFOR ORIGINAL POLVO ANTISEPTICO PARA LOS PIES 60 GR,BOROCANFOR,BOROCANFOR,2.378,0,2.378,0.2378,2.1402,114,2024-09-01 00:00:00,,0,,,,,,,,,,,,,,,,
MISCELANEOS,75930530,002675,,BOROCANFOR ORIGINAL POLVO ANTISEPTICO PARA PIES 120 GR,BOROCANFOR,BOROCANFOR,3.48,0,3.48,0.34800000000000003,3.132,93,2024-08-01 00:00:00,,0,,,,,,,,,,,,,,,,
MISCELANEOS,7592730534298,007899,,BOXITAL TALCO ANTISEPTICO 60 GR,BOROCANFOR,BOROCANFOR,1.624,0,1.624,0.16240000000000002,1.4616,7,2027-05-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7591243807127,007131,,BRAL 500 MG X 25 BLISTER X 4 TABLETAS,DIPIRONA,BIOTECH,19.3,0,19.3,1.9300000000000002,17.37,27,2024-02-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7591821210486,004893,,BRASARTAN 80 MG X 30 TABLETAS,VALSARTAN,FARMA,7.2,0,7.2,0.7200000000000001,6.48,8,2024-08-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7591821210592,004894,,BRASARTAN CTDN 80 MG / 12.5 MG X 30 TABLETAS,VALSARTAN - CLORTALIDONA,FARMA,9.7,0,9.7,0.97,8.729999999999999,8,2025-08-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7591821210615,005534,,BRASARTAN CTDN 80MG / 12.5 MG X 10 TAB,VALSARTAN-CLORTALIDONA,FARMA,3,0,3,0.30000000000000004,2.7,9,2024-07-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7591821902701,000258,,BREINOX 800 MG X 30 TABLETAS,PIRACETAM,FARMA,11.25,0,11.25,1.125,10.125,234,2027-10-01 00:00:00,,0,,,,,,,,,,,,,,,,
MISCELANEOS,855393005039,006781,,BRESH FOR WOMEN DIVA TOALLAS HUMEDAS X48 PIEZAS,TOALLAS HUMEDAS,BODYNATUR,2.958,0,2.958,0.2958,2.6622000000000003,4,2024-01-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7591818716755,000259,,BREXIN FORTE 650 MG X 10 TABLETAS,ACETAMINOFEN,COFASA,1.5,0,1.5,0.15000000000000002,1.35,311,2025-07-01 00:00:00,,0,,,,,,,,,,,,,,,,
JARABE-GOTAS-INHALADORES- OTROS,7591818111031,005780,,BREXIN SOLUCION GOTAS 100 MG / ML - 15 ML,ACETAMINOFEN,COFASA,1.95,0,1.95,0.195,1.755,105,2025-01-01 00:00:00,,0,,,,,,,,,,,,,,,,
JARABE-GOTAS-INHALADORES- OTROS,8904306502454,005769,,BRIMONID SOLUCION OFTALMICA 5 ML,BRIMONIDINA,COASPHARMA,5.65,0,5.65,0.5650000000000001,5.085,48,2023-09-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,8906130230879,006612,,BRISACOLAX 5MG X10 BRIXMEDIC,BISACODILO,BRIX MEDIC,0.35,0,0.35,0.034999999999999996,0.315,2257,2025-02-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,BRIXVITADVANCE,006245,,BRIXVIT ADULTOS 50+ FCO X 100 TAB,MULTIVITAMINA,BRIX MEDIC,17.25,0,17.25,1.725,15.525,55,2023-11-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,BRIXVITSILVER,006246,,BRIXVIT SILVER ADULTOS X 100 TAB,MULTIVITAMINA,BRIX MEDIC,13.4,0,13.4,1.34,12.06,133,2023-11-01 00:00:00,,0,,,,,,,,,,,,,,,,
JARABE-GOTAS-INHALADORES- OTROS,7591651896805,003513,,BRODILIN  0.005 MG / 5 ML JARABE PEDIATRICO 120 ML,CLORHIDRATO DE CLENBUTEROL,ZUOZ,4.44,0,4.44,0.44400000000000006,3.9960000000000004,141,2024-03-01 00:00:00,,0,,,,,,,,,,,,,,,,
JARABE-GOTAS-INHALADORES- OTROS,7591243807370,001533,,BROFLEMA 8 MG / 5 ML JARABE 120 ML,BROMHEXINA,BIOTECH,2.5,0,2.5,0.25,2.25,257,2024-08-01 00:00:00,,0,,,,,,,,,,,,,,,,
JARABE-GOTAS-INHALADORES- OTROS,7592601301585,000261,,BROLAT 5 MG - 30 MG JARABE 60 ML,AMBROXOL - LORATADINA,SIEGFRIED,3.54,5,3.36,0.336,3.024,80,2024-10-10 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7592601301578,004657,,BROLAT X 10 TABLETAS,AMBROXOL-LORATADINA,SIEGFRIED,2.1,0,2.1,0.21000000000000002,1.8900000000000001,305,2025-07-31 00:00:00,,0,,,,,,,,,,,,,,,,
